cds_id	na_feature_id	locus_tag	seq_id	id_full	id_short	genome_name	accession	annotation	feature_type	gene	product	ec_number	ec_name	anno_type	ortho_id
GV01|SEQ00001	85494094	VBIGarVag247323_0001	SEQ00001	Gardnerella vaginalis 00703Bmash	GV01	Gardnerella vaginalis 00703Bmash	ADET01000001	PATRIC	CDS	NA	Nicotinamidase (EC 3.5.1.19)	3.5.1.19	Nicotinamidase	ec	clust_0910
GV01|SEQ00152	85494411	VBIGarVag247323_0152	SEQ00152	Gardnerella vaginalis 00703Bmash	GV01	Gardnerella vaginalis 00703Bmash	ADET01000002	PATRIC	CDS	NA	Uridine phosphorylase (EC 2.4.2.3)	2.4.2.3	Uridine phosphorylase	ec	clust_0885
GV01|SEQ00162	85494431	VBIGarVag247323_0162	SEQ00162	Gardnerella vaginalis 00703Bmash	GV01	Gardnerella vaginalis 00703Bmash	ADET01000002	PATRIC	CDS	NA	Serine acetyltransferase (EC 2.3.1.30)	2.3.1.30	Serine O-acetyltransferase	ec	clust_0926
GV01|SEQ00508	85495161	VBIGarVag247323_0508	SEQ00508	Gardnerella vaginalis 00703Bmash	GV01	Gardnerella vaginalis 00703Bmash	ADET01000005	PATRIC	CDS	NA	Alkyl hydroperoxide reductase protein F (EC 1.6.4.-)	1.6.4.-	MISSING: INFERRED FROM CHILD	ec	clust_0911
GV01|SEQ00707	85495575	VBIGarVag247323_0707	SEQ00707	Gardnerella vaginalis 00703Bmash	GV01	Gardnerella vaginalis 00703Bmash	ADET01000006	PATRIC	CDS	NA	Oxygen-insensitive NADPH nitroreductase (EC 1.-.-.-)	1.-.-.-	Oxidoreductases.	ec	clust_0902
GV02|SEQ00192	85497154	VBIGarVag242669_0192	SEQ00192	Gardnerella vaginalis 00703C2mash	GV02	Gardnerella vaginalis 00703C2mash	ADEU01000003	PATRIC	CDS	NA	Oxygen-insensitive NADPH nitroreductase (EC 1.-.-.-)	1.-.-.-	Oxidoreductases.	ec	clust_0902
GV02|SEQ00425	85497639	VBIGarVag242669_0425	SEQ00425	Gardnerella vaginalis 00703C2mash	GV02	Gardnerella vaginalis 00703C2mash	ADEU01000008	PATRIC	CDS	NA	Uridine phosphorylase (EC 2.4.2.3)	2.4.2.3	Uridine phosphorylase	ec	clust_0885
GV02|SEQ00433	85497655	VBIGarVag242669_0433	SEQ00433	Gardnerella vaginalis 00703C2mash	GV02	Gardnerella vaginalis 00703C2mash	ADEU01000008	PATRIC	CDS	NA	Serine acetyltransferase (EC 2.3.1.30)	2.3.1.30	Serine O-acetyltransferase	ec	clust_0926
GV02|SEQ00790	85498417	VBIGarVag242669_0790	SEQ00790	Gardnerella vaginalis 00703C2mash	GV02	Gardnerella vaginalis 00703C2mash	ADEU01000015	PATRIC	CDS	NA	Nicotinamidase (EC 3.5.1.19)	3.5.1.19	Nicotinamidase	ec	clust_0910
GV02|SEQ00864	85498570	VBIGarVag242669_0864	SEQ00864	Gardnerella vaginalis 00703C2mash	GV02	Gardnerella vaginalis 00703C2mash	ADEU01000016	PATRIC	CDS	NA	Alkyl hydroperoxide reductase protein F (EC 1.6.4.-)	1.6.4.-	MISSING: INFERRED FROM CHILD	ec	clust_0911
GV03|SEQ00086	85499539	VBIGarVag247424_0086	SEQ00086	Gardnerella vaginalis 00703Dmash	GV03	Gardnerella vaginalis 00703Dmash	ADEV01000003	PATRIC	CDS	NA	Nicotinamidase (EC 3.5.1.19)	3.5.1.19	Nicotinamidase	ec	clust_0910
GV03|SEQ00110	85499590	VBIGarVag247424_0110	SEQ00110	Gardnerella vaginalis 00703Dmash	GV03	Gardnerella vaginalis 00703Dmash	ADEV01000004	PATRIC	CDS	NA	Alkyl hydroperoxide reductase protein F (EC 1.6.4.-)	1.6.4.-	MISSING: INFERRED FROM CHILD	ec	clust_0911
GV03|SEQ00692	85500808	VBIGarVag247424_0692	SEQ00692	Gardnerella vaginalis 00703Dmash	GV03	Gardnerella vaginalis 00703Dmash	ADEV01000008	PATRIC	CDS	NA	Uridine phosphorylase (EC 2.4.2.3)	2.4.2.3	Uridine phosphorylase	ec	clust_0885
GV03|SEQ00697	85500818	VBIGarVag247424_0697	SEQ00697	Gardnerella vaginalis 00703Dmash	GV03	Gardnerella vaginalis 00703Dmash	ADEV01000008	PATRIC	CDS	NA	Serine acetyltransferase (EC 2.3.1.30)	2.3.1.30	Serine O-acetyltransferase	ec	clust_0926
GV04|SEQ00303	85480470	VBIGarVag246433_0303	SEQ00303	Gardnerella vaginalis 0288E	GV04	Gardnerella vaginalis 0288E	ADEN01000003	PATRIC	CDS	NA	Oxygen-insensitive NADPH nitroreductase (EC 1.-.-.-)	1.-.-.-	Oxidoreductases.	ec	clust_0902
GV04|SEQ00820	85481539	VBIGarVag246433_0820	SEQ00820	Gardnerella vaginalis 0288E	GV04	Gardnerella vaginalis 0288E	ADEN01000007	PATRIC	CDS	NA	Serine acetyltransferase (EC 2.3.1.30)	2.3.1.30	Serine O-acetyltransferase	ec	clust_0926
GV04|SEQ00822	85481543	VBIGarVag246433_0822	SEQ00822	Gardnerella vaginalis 0288E	GV04	Gardnerella vaginalis 0288E	ADEN01000007	PATRIC	CDS	NA	Uridine phosphorylase (EC 2.4.2.3)	2.4.2.3	Uridine phosphorylase	ec	clust_0885
GV04|SEQ00992	85481896	VBIGarVag246433_0992	SEQ00992	Gardnerella vaginalis 0288E	GV04	Gardnerella vaginalis 0288E	ADEN01000007	PATRIC	CDS	NA	Alkyl hydroperoxide reductase protein F (EC 1.6.4.-)	1.6.4.-	MISSING: INFERRED FROM CHILD	ec	clust_0911
GV04|SEQ01152	85482232	VBIGarVag246433_1152	SEQ01152	Gardnerella vaginalis 0288E	GV04	Gardnerella vaginalis 0288E	ADEN01000010	PATRIC	CDS	NA	Nicotinamidase (EC 3.5.1.19)	3.5.1.19	Nicotinamidase	ec	clust_0910
GV05|SEQ00212	52546136	VBIGarVag174900_0212	SEQ00212	Gardnerella vaginalis 101	GV05	Gardnerella vaginalis 101	AEJD01000005	PATRIC	CDS	NA	Alkyl hydroperoxide reductase protein F (EC 1.6.4.-)	1.6.4.-	MISSING: INFERRED FROM CHILD	ec	clust_0911
GV05|SEQ00740	52547239	VBIGarVag174900_0740	SEQ00740	Gardnerella vaginalis 101	GV05	Gardnerella vaginalis 101	AEJD01000006	PATRIC	CDS	NA	Serine acetyltransferase (EC 2.3.1.30)	2.3.1.30	Serine O-acetyltransferase	ec	clust_0926
GV05|SEQ00745	52547249	VBIGarVag174900_0745	SEQ00745	Gardnerella vaginalis 101	GV05	Gardnerella vaginalis 101	AEJD01000006	PATRIC	CDS	NA	Uridine phosphorylase (EC 2.4.2.3)	2.4.2.3	Uridine phosphorylase	ec	clust_0885
GV05|SEQ01065	52547914	VBIGarVag174900_1065	SEQ01065	Gardnerella vaginalis 101	GV05	Gardnerella vaginalis 101	AEJD01000007	PATRIC	CDS	NA	Nicotinamidase (EC 3.5.1.19)	3.5.1.19	Nicotinamidase	ec	clust_0910
GV06|SEQ00039	85488783	VBIGarVag244004_0039	SEQ00039	Gardnerella vaginalis 1400E	GV06	Gardnerella vaginalis 1400E	ADER01000001	PATRIC	CDS	NA	Serine acetyltransferase (EC 2.3.1.30)	2.3.1.30	Serine O-acetyltransferase	ec	clust_0926
GV06|SEQ00042	85488789	VBIGarVag244004_0042	SEQ00042	Gardnerella vaginalis 1400E	GV06	Gardnerella vaginalis 1400E	ADER01000001	PATRIC	CDS	NA	Uridine phosphorylase (EC 2.4.2.3)	2.4.2.3	Uridine phosphorylase	ec	clust_0885
GV06|SEQ00420	85489584	VBIGarVag244004_0420	SEQ00420	Gardnerella vaginalis 1400E	GV06	Gardnerella vaginalis 1400E	ADER01000012	PATRIC	CDS	NA	Oxygen-insensitive NADPH nitroreductase (EC 1.-.-.-)	1.-.-.-	Oxidoreductases.	ec	clust_0902
