cds_id	na_feature_id	locus_tag	seq_id	id_full	id_short	genome_name	accession	annotation	feature_type	gene	product	go_id	go_term	anno_type	ortho_id
GV01|SEQ00761	85495684	VBIGarVag247323_0761	SEQ00761	Gardnerella vaginalis 00703Bmash	GV01	Gardnerella vaginalis 00703Bmash	ADET01000007	PATRIC	CDS	NA	Maltodextrin glucosidase (EC 3.2.1.20)	GO:0004558	alpha-glucosidase activity	go	clust_0922
GV02|SEQ01037	85498929	VBIGarVag242669_1037	SEQ01037	Gardnerella vaginalis 00703C2mash	GV02	Gardnerella vaginalis 00703C2mash	ADEU01000020	PATRIC	CDS	NA	Maltodextrin glucosidase (EC 3.2.1.20)	GO:0004558	alpha-glucosidase activity	go	clust_0922
GV03|SEQ00432	85500269	VBIGarVag247424_0432	SEQ00432	Gardnerella vaginalis 00703Dmash	GV03	Gardnerella vaginalis 00703Dmash	ADEV01000006	PATRIC	CDS	NA	Maltodextrin glucosidase (EC 3.2.1.20)	GO:0004558	alpha-glucosidase activity	go	clust_0922
GV04|SEQ01212	85482353	VBIGarVag246433_1212	SEQ01212	Gardnerella vaginalis 0288E	GV04	Gardnerella vaginalis 0288E	ADEN01000011	PATRIC	CDS	NA	Maltodextrin glucosidase (EC 3.2.1.20)	GO:0004558	alpha-glucosidase activity	go	clust_0922
GV05|SEQ00147	52546003	VBIGarVag174900_0147	SEQ00147	Gardnerella vaginalis 101	GV05	Gardnerella vaginalis 101	AEJD01000004	PATRIC	CDS	NA	Maltodextrin glucosidase (EC 3.2.1.20)	GO:0004558	alpha-glucosidase activity	go	clust_0922
GV06|SEQ00489	85489736	VBIGarVag244004_0489	SEQ00489	Gardnerella vaginalis 1400E	GV06	Gardnerella vaginalis 1400E	ADER01000014	PATRIC	CDS	NA	Maltodextrin glucosidase (EC 3.2.1.20)	GO:0004558	alpha-glucosidase activity	go	clust_0922
GV07|SEQ01053	85493792	VBIGarVag249177_1053	SEQ01053	Gardnerella vaginalis 1500E	GV07	Gardnerella vaginalis 1500E	ADES01000020	PATRIC	CDS	NA	Maltodextrin glucosidase (EC 3.2.1.20)	GO:0004558	alpha-glucosidase activity	go	clust_0922
GV08|SEQ00590	85475595	VBIGarVag251521_0590	SEQ00590	Gardnerella vaginalis 284V	GV08	Gardnerella vaginalis 284V	ADEL01000006	PATRIC	CDS	NA	Maltodextrin glucosidase (EC 3.2.1.20)	GO:0004558	alpha-glucosidase activity	go	clust_0922
GV09|SEQ01040	55261301	VBIGarVag169280_1040	SEQ01040	Gardnerella vaginalis 315-A	GV09	Gardnerella vaginalis 315-A	AFDI01000009	PATRIC	CDS	NA	Maltodextrin glucosidase (EC 3.2.1.20)	GO:0004558	alpha-glucosidase activity	go	clust_0922
GV10|SEQ01135	32148368	VBIGarVag136958_1135	SEQ01135	Gardnerella vaginalis 409-05	GV10	Gardnerella vaginalis 409-05	NC_013721	PATRIC	CDS	NA	Maltodextrin glucosidase (EC 3.2.1.20)	GO:0004558	alpha-glucosidase activity	go	clust_0922
GV11|SEQ00005	52548272	VBIGarVag171052_0005	SEQ00005	Gardnerella vaginalis 41V	GV11	Gardnerella vaginalis 41V	AEJE01000002	PATRIC	CDS	NA	Maltodextrin glucosidase (EC 3.2.1.20)	GO:0004558	alpha-glucosidase activity	go	clust_0922
GV12|SEQ00041	37852732	VBIGarVag144721_0041	SEQ00041	Gardnerella vaginalis 5-1	GV12	Gardnerella vaginalis 5-1	NZ_ADAN01000002	PATRIC	CDS	NA	Maltodextrin glucosidase (EC 3.2.1.20)	GO:0004558	alpha-glucosidase activity	go	clust_0922
GV12|SEQ00042	37852734	VBIGarVag144721_0042	SEQ00042	Gardnerella vaginalis 5-1	GV12	Gardnerella vaginalis 5-1	NZ_ADAN01000002	PATRIC	CDS	NA	Maltodextrin glucosidase (EC 3.2.1.20)	GO:0004558	alpha-glucosidase activity	go	clust_0922
GV13|SEQ01225	85488502	VBIGarVag244533_1225	SEQ01225	Gardnerella vaginalis 55152	GV13	Gardnerella vaginalis 55152	ADEQ01000024	PATRIC	CDS	NA	Maltodextrin glucosidase (EC 3.2.1.20)	GO:0004558	alpha-glucosidase activity	go	clust_0922
GV14|SEQ00910	85503715	VBIGarVag244375_0910	SEQ00910	Gardnerella vaginalis 6119V5	GV14	Gardnerella vaginalis 6119V5	ADEW01000009	PATRIC	CDS	NA	Maltodextrin glucosidase (EC 3.2.1.20)	GO:0004558	alpha-glucosidase activity	go	clust_0922
GV15|SEQ00033	85483552	VBIGarVag249709_0033	SEQ00033	Gardnerella vaginalis 6420B	GV15	Gardnerella vaginalis 6420B	ADEP01000001	PATRIC	CDS	NA	Maltodextrin glucosidase (EC 3.2.1.20)	GO:0004558	alpha-glucosidase activity	go	clust_0922
GV16|SEQ00045	85477194	VBIGarVag246379_0045	SEQ00045	Gardnerella vaginalis 75712	GV16	Gardnerella vaginalis 75712	ADEM01000002	PATRIC	CDS	NA	Maltodextrin glucosidase (EC 3.2.1.20)	GO:0004558	alpha-glucosidase activity	go	clust_0922
