cds_id	na_feature_id	locus_tag	seq_id	id_full	id_short	genome_name	accession	annotation	feature_type	gene	product	figfam_id	anno_type	ortho_id
GV07|SEQ00125	85491831	VBIGarVag249177_0125	SEQ00125	Gardnerella vaginalis 1500E	GV07	Gardnerella vaginalis 1500E	ADES01000001	PATRIC	CDS	NA	Cell division protein FtsK	FIG00000287	figfam	NA
GV07|SEQ00128	85491837	VBIGarVag249177_0128	SEQ00128	Gardnerella vaginalis 1500E	GV07	Gardnerella vaginalis 1500E	ADES01000001	PATRIC	CDS	NA	hypothetical protein	FIG00638284	figfam	NA
GV07|SEQ00131	85491843	VBIGarVag249177_0131	SEQ00131	Gardnerella vaginalis 1500E	GV07	Gardnerella vaginalis 1500E	ADES01000001	PATRIC	CDS	NA	hypothetical protein	FIG00638284	figfam	NA
GV07|SEQ00402	85492428	VBIGarVag249177_0402	SEQ00402	Gardnerella vaginalis 1500E	GV07	Gardnerella vaginalis 1500E	ADES01000007	PATRIC	CDS	NA	hypothetical protein	FIG00638284	figfam	NA
GV07|SEQ00670	85492992	VBIGarVag249177_0670	SEQ00670	Gardnerella vaginalis 1500E	GV07	Gardnerella vaginalis 1500E	ADES01000012	PATRIC	CDS	NA	acetyltransferase, GNAT family	FIG01315364	figfam	NA
GV07|SEQ00671	85492994	VBIGarVag249177_0671	SEQ00671	Gardnerella vaginalis 1500E	GV07	Gardnerella vaginalis 1500E	ADES01000012	PATRIC	CDS	NA	acetyltransferase, GNAT family	FIG01315364	figfam	NA
GV07|SEQ00688	85493028	VBIGarVag249177_0688	SEQ00688	Gardnerella vaginalis 1500E	GV07	Gardnerella vaginalis 1500E	ADES01000012	PATRIC	CDS	NA	narrowly conserved hypothetical protein	FIG00672308	figfam	NA
GV07|SEQ00692	85493036	VBIGarVag249177_0692	SEQ00692	Gardnerella vaginalis 1500E	GV07	Gardnerella vaginalis 1500E	ADES01000012	PATRIC	CDS	NA	DNA-damage-inducible protein J	FIG00002504	figfam	NA
GV07|SEQ00816	85493301	VBIGarVag249177_0816	SEQ00816	Gardnerella vaginalis 1500E	GV07	Gardnerella vaginalis 1500E	ADES01000014	PATRIC	CDS	NA	FIG00672383: hypothetical protein	FIG00672381	figfam	NA
GV07|SEQ00961	85493596	VBIGarVag249177_0961	SEQ00961	Gardnerella vaginalis 1500E	GV07	Gardnerella vaginalis 1500E	ADES01000014	PATRIC	CDS	NA	hypothetical protein	FIG00638284	figfam	NA
GV07|SEQ00990	85493665	VBIGarVag249177_0990	SEQ00990	Gardnerella vaginalis 1500E	GV07	Gardnerella vaginalis 1500E	ADES01000019	PATRIC	CDS	NA	hypothetical protein	FIG00638284	figfam	NA
GV07|SEQ01021	85493728	VBIGarVag249177_1021	SEQ01021	Gardnerella vaginalis 1500E	GV07	Gardnerella vaginalis 1500E	ADES01000020	PATRIC	CDS	NA	binding-protein-dependent transport systems inner membrane component	FIG01956044	figfam	NA
GV07|SEQ01099	85493889	VBIGarVag249177_1099	SEQ01099	Gardnerella vaginalis 1500E	GV07	Gardnerella vaginalis 1500E	ADES01000025	PATRIC	CDS	NA	hypothetical protein	FIG00638284	figfam	NA
GV07|SEQ01100	85493891	VBIGarVag249177_1100	SEQ01100	Gardnerella vaginalis 1500E	GV07	Gardnerella vaginalis 1500E	ADES01000025	PATRIC	CDS	NA	hypothetical protein	FIG00638284	figfam	NA
GV07|SEQ01142	85493985	VBIGarVag249177_1142	SEQ01142	Gardnerella vaginalis 1500E	GV07	Gardnerella vaginalis 1500E	ADES01000027	PATRIC	CDS	NA	hypothetical protein	FIG00638284	figfam	NA
