cds_id	na_feature_id	locus_tag	seq_id	id_full	id_short	genome_name	accession	annotation	feature_type	gene	product	ec_number	ec_name	anno_type	ortho_id
LON2|SEQ00338	42580179	VBIBifLon171405_0339	SEQ00338	Bifidobacterium longum subsp. longum BBMN68	LON2	Bifidobacterium longum subsp. longum BBMN68	NC_014656	PATRIC	CDS	NA	Alkaline phosphodiesterase I (EC 3.1.4.1) / Nucleotide pyrophosphatase (EC 3.6.1.9)	3.1.4.1	Phosphodiesterase I	ec	NA
LON2|SEQ00338	42580179	VBIBifLon171405_0339	SEQ00338	Bifidobacterium longum subsp. longum BBMN68	LON2	Bifidobacterium longum subsp. longum BBMN68	NC_014656	PATRIC	CDS	NA	Alkaline phosphodiesterase I (EC 3.1.4.1) / Nucleotide pyrophosphatase (EC 3.6.1.9)	3.6.1.9	Nucleotide diphosphatase	ec	NA
LON2|SEQ00456	42580432	VBIBifLon171405_0457	SEQ00456	Bifidobacterium longum subsp. longum BBMN68	LON2	Bifidobacterium longum subsp. longum BBMN68	NC_014656	PATRIC	CDS	NA	Osmosensitive K+ channel histidine kinase KdpD (EC 2.7.3.-)	2.7.3.-	Phosphotransferases with a nitrogenous group as acceptor.	ec	NA
LON2|SEQ00458	42580436	VBIBifLon171405_0459	SEQ00458	Bifidobacterium longum subsp. longum BBMN68	LON2	Bifidobacterium longum subsp. longum BBMN68	NC_014656	PATRIC	CDS	NA	Potassium-transporting ATPase C chain (EC 3.6.3.12) (TC 3.A.3.7.1)	3.6.3.12	Potassium-transporting ATPase	ec	NA
LON2|SEQ00459	42580438	VBIBifLon171405_0460	SEQ00459	Bifidobacterium longum subsp. longum BBMN68	LON2	Bifidobacterium longum subsp. longum BBMN68	NC_014656	PATRIC	CDS	NA	Potassium-transporting ATPase B chain (EC 3.6.3.12) (TC 3.A.3.7.1)	3.6.3.12	Potassium-transporting ATPase	ec	NA
LON2|SEQ00460	42580440	VBIBifLon171405_0461	SEQ00460	Bifidobacterium longum subsp. longum BBMN68	LON2	Bifidobacterium longum subsp. longum BBMN68	NC_014656	PATRIC	CDS	NA	Potassium-transporting ATPase A chain (EC 3.6.3.12) (TC 3.A.3.7.1)	3.6.3.12	Potassium-transporting ATPase	ec	NA
LON2|SEQ00854	42581250	VBIBifLon171405_0855	SEQ00854	Bifidobacterium longum subsp. longum BBMN68	LON2	Bifidobacterium longum subsp. longum BBMN68	NC_014656	PATRIC	CDS	NA	Endonuclease III (EC 4.2.99.18)	4.2.99.18	DNA-(apurinic or apyrimidinic site) lyase	ec	NA
LON2|SEQ00928	42581402	VBIBifLon171405_0929	SEQ00928	Bifidobacterium longum subsp. longum BBMN68	LON2	Bifidobacterium longum subsp. longum BBMN68	NC_014656	PATRIC	CDS	NA	D-AMINOPEPTIDASE (EC 3.4.11.19)	3.4.11.19	D-stereospecific aminopeptidase	ec	NA
LON2|SEQ01035	42581617	VBIBifLon171405_1036	SEQ01035	Bifidobacterium longum subsp. longum BBMN68	LON2	Bifidobacterium longum subsp. longum BBMN68	NC_014656	PATRIC	CDS	NA	3-oxoacyl-[acyl-carrier protein] reductase (EC 1.1.1.100)	1.1.1.100	3-oxoacyl-[acyl-carrier-protein] reductase	ec	NA
LON2|SEQ01591	42582777	VBIBifLon171405_1594	SEQ01591	Bifidobacterium longum subsp. longum BBMN68	LON2	Bifidobacterium longum subsp. longum BBMN68	NC_014656	PATRIC	CDS	NA	Cytoplasmic axial filament protein CafA and Ribonuclease G (EC 3.1.4.-)	3.1.4.-	Phosphoric diester hydrolases.	ec	NA
