cds_id	na_feature_id	locus_tag	seq_id	id_full	id_short	genome_name	accession	annotation	feature_type	gene	product	ec_number	ec_name	anno_type	ortho_id
ADO1|SEQ00005	27186199	VBIBifAdo136061_0005	SEQ00005	Bifidobacterium adolescentis L2-32	ADO1	Bifidobacterium adolescentis L2-32	NZ_DS264421	PATRIC	CDS	NA	Porphobilinogen synthase (EC 4.2.1.24)	4.2.1.24	Porphobilinogen synthase	ec	NA
ADO1|SEQ00006	27186201	VBIBifAdo136061_0006	SEQ00006	Bifidobacterium adolescentis L2-32	ADO1	Bifidobacterium adolescentis L2-32	NZ_DS264421	PATRIC	CDS	NA	Shikimate 5-dehydrogenase I alpha (EC 1.1.1.25)	1.1.1.25	Shikimate dehydrogenase	ec	NA
ADO1|SEQ00009	27186207	VBIBifAdo136061_0009	SEQ00009	Bifidobacterium adolescentis L2-32	ADO1	Bifidobacterium adolescentis L2-32	NZ_DS264421	PATRIC	CDS	NA	2,4-dienoyl-CoA reductase [NADPH] (EC 1.3.1.34)	1.3.1.34	2,4-dienoyl-CoA reductase (NADPH)	ec	NA
ADO1|SEQ00075	27186349	VBIBifAdo136061_0075	SEQ00075	Bifidobacterium adolescentis L2-32	ADO1	Bifidobacterium adolescentis L2-32	NZ_DS264423	PATRIC	CDS	NA	Aspartate aminotransferase (EC 2.6.1.1)	2.6.1.1	Aspartate transaminase	ec	NA
ADO1|SEQ00077	27186353	VBIBifAdo136061_0077	SEQ00077	Bifidobacterium adolescentis L2-32	ADO1	Bifidobacterium adolescentis L2-32	NZ_DS264423	PATRIC	CDS	NA	Malate dehydrogenase (EC 1.1.1.37)	1.1.1.37	Malate dehydrogenase	ec	NA
ADO1|SEQ00081	27186363	VBIBifAdo136061_0081	SEQ00081	Bifidobacterium adolescentis L2-32	ADO1	Bifidobacterium adolescentis L2-32	NZ_DS264425	PATRIC	CDS	NA	CTP synthase (EC 6.3.4.2)	6.3.4.2	CTP synthase	ec	NA
ADO1|SEQ00089	27186383	VBIBifAdo136061_0089	SEQ00089	Bifidobacterium adolescentis L2-32	ADO1	Bifidobacterium adolescentis L2-32	NZ_DS264429	PATRIC	CDS	NA	Methylglutaconyl-CoA hydratase (EC 4.2.1.18)	4.2.1.18	Methylglutaconyl-CoA hydratase	ec	NA
ADO1|SEQ00091	27186388	VBIBifAdo136061_0091	SEQ00091	Bifidobacterium adolescentis L2-32	ADO1	Bifidobacterium adolescentis L2-32	NZ_DS264430	PATRIC	CDS	NA	Type I restriction-modification system, DNA-methyltransferase subunit M (EC 2.1.1.72)	2.1.1.72	Site-specific DNA-methyltransferase (adenine-specific)	ec	NA
ADO1|SEQ00093	27186394	VBIBifAdo136061_0093	SEQ00093	Bifidobacterium adolescentis L2-32	ADO1	Bifidobacterium adolescentis L2-32	NZ_DS264432	PATRIC	CDS	NA	Type I restriction-modification system, restriction subunit R (EC 3.1.21.3)	3.1.21.3	Type I site-specific deoxyribonuclease	ec	NA
ADO1|SEQ00095	27186398	VBIBifAdo136061_0095	SEQ00095	Bifidobacterium adolescentis L2-32	ADO1	Bifidobacterium adolescentis L2-32	NZ_DS264432	PATRIC	CDS	NA	DNA topoisomerase I (EC 5.99.1.2)	5.99.1.2	DNA topoisomerase	ec	NA
