cds_id	na_feature_id	locus_tag	seq_id	id_full	id_short	genome_name	accession	annotation	feature_type	gene	product	ec_number	ec_name	anno_type	ortho_id
GV01|SEQ01036	85496270	VBIGarVag247323_1036	SEQ01036	Gardnerella vaginalis 00703Bmash	GV01	Gardnerella vaginalis 00703Bmash	ADET01000013	PATRIC	CDS	NA	Diphosphomevalonate decarboxylase (EC 4.1.1.33)	4.1.1.33	Diphosphomevalonate decarboxylase	ec	clust_0920
GV02|SEQ00407	85497593	VBIGarVag242669_0407	SEQ00407	Gardnerella vaginalis 00703C2mash	GV02	Gardnerella vaginalis 00703C2mash	ADEU01000006	PATRIC	CDS	NA	Diphosphomevalonate decarboxylase (EC 4.1.1.33)	4.1.1.33	Diphosphomevalonate decarboxylase	ec	clust_0920
GV03|SEQ00504	85500415	VBIGarVag247424_0504	SEQ00504	Gardnerella vaginalis 00703Dmash	GV03	Gardnerella vaginalis 00703Dmash	ADEV01000007	PATRIC	CDS	NA	Diphosphomevalonate decarboxylase (EC 4.1.1.33)	4.1.1.33	Diphosphomevalonate decarboxylase	ec	clust_0920
GV04|SEQ00699	85481294	VBIGarVag246433_0699	SEQ00699	Gardnerella vaginalis 0288E	GV04	Gardnerella vaginalis 0288E	ADEN01000007	PATRIC	CDS	NA	Diphosphomevalonate decarboxylase (EC 4.1.1.33)	4.1.1.33	Diphosphomevalonate decarboxylase	ec	clust_0920
GV05|SEQ00527	52546798	VBIGarVag174900_0527	SEQ00527	Gardnerella vaginalis 101	GV05	Gardnerella vaginalis 101	AEJD01000006	PATRIC	CDS	NA	Diphosphomevalonate decarboxylase (EC 4.1.1.33)	4.1.1.33	Diphosphomevalonate decarboxylase	ec	clust_0920
GV06|SEQ00994	85490801	VBIGarVag244004_0994	SEQ00994	Gardnerella vaginalis 1400E	GV06	Gardnerella vaginalis 1400E	ADER01000023	PATRIC	CDS	NA	Diphosphomevalonate decarboxylase (EC 4.1.1.33)	4.1.1.33	Diphosphomevalonate decarboxylase	ec	clust_0920
GV07|SEQ00885	85493441	VBIGarVag249177_0885	SEQ00885	Gardnerella vaginalis 1500E	GV07	Gardnerella vaginalis 1500E	ADES01000014	PATRIC	CDS	NA	Diphosphomevalonate decarboxylase (EC 4.1.1.33)	4.1.1.33	Diphosphomevalonate decarboxylase	ec	clust_0920
GV08|SEQ00836	85476101	VBIGarVag251521_0836	SEQ00836	Gardnerella vaginalis 284V	GV08	Gardnerella vaginalis 284V	ADEL01000009	PATRIC	CDS	NA	Diphosphomevalonate decarboxylase (EC 4.1.1.33)	4.1.1.33	Diphosphomevalonate decarboxylase	ec	clust_0920
GV09|SEQ00282	55259730	VBIGarVag169280_0282	SEQ00282	Gardnerella vaginalis 315-A	GV09	Gardnerella vaginalis 315-A	AFDI01000005	PATRIC	CDS	NA	Diphosphomevalonate decarboxylase (EC 4.1.1.33)	4.1.1.33	Diphosphomevalonate decarboxylase	ec	clust_0920
GV10|SEQ00292	32146616	VBIGarVag136958_0292	SEQ00292	Gardnerella vaginalis 409-05	GV10	Gardnerella vaginalis 409-05	NC_013721	PATRIC	CDS	NA	Diphosphomevalonate decarboxylase (EC 4.1.1.33)	4.1.1.33	Diphosphomevalonate decarboxylase	ec	clust_0920
GV11|SEQ01003	52550387	VBIGarVag171052_1003	SEQ01003	Gardnerella vaginalis 41V	GV11	Gardnerella vaginalis 41V	AEJE01000057	PATRIC	CDS	NA	Diphosphomevalonate decarboxylase (EC 4.1.1.33)	4.1.1.33	Diphosphomevalonate decarboxylase	ec	clust_0920
