cds_id	na_feature_id	locus_tag	seq_id	id_full	id_short	genome_name	accession	annotation	feature_type	gene	product	figfam_id	anno_type	ortho_id
BRE1|SEQ00243	268602424	VBIBifBre340958_0243	SEQ00243	Bifidobacterium breve 12L	BRE1	Bifidobacterium breve 12L	CP006711	PATRIC	CDS		hypothetical protein	FIG00638284	figfam	clust_2200
BRE1|SEQ00244	268602426	VBIBifBre340958_0244	SEQ00244	Bifidobacterium breve 12L	BRE1	Bifidobacterium breve 12L	CP006711	PATRIC	CDS		hypothetical protein	FIG00638284	figfam	clust_2201
BRE1|SEQ00247	268602432	VBIBifBre340958_0247	SEQ00247	Bifidobacterium breve 12L	BRE1	Bifidobacterium breve 12L	CP006711	PATRIC	CDS		Alpha-galactosidase (EC 3.2.1.22)	FIG00002020	figfam	clust_2202
BRE2|SEQ00275	268606462	VBIBifBre337368_0275	SEQ00275	Bifidobacterium breve 689b	BRE2	Bifidobacterium breve 689b	CP006715	PATRIC	CDS		hypothetical protein	FIG00638284	figfam	clust_2200
BRE2|SEQ00276	268606464	VBIBifBre337368_0276	SEQ00276	Bifidobacterium breve 689b	BRE2	Bifidobacterium breve 689b	CP006715	PATRIC	CDS		hypothetical protein	FIG00638284	figfam	clust_2201
BRE3|SEQ00294	54192249	VBIBifBre167886_0294	SEQ00294	Bifidobacterium breve ACS-071-V-Sch8b	BRE3	Bifidobacterium breve ACS-071-V-Sch8b	CP002743	PATRIC	CDS		hypothetical protein	FIG00638284	figfam	clust_2200
BRE3|SEQ00295	54192251	VBIBifBre167886_0295	SEQ00295	Bifidobacterium breve ACS-071-V-Sch8b	BRE3	Bifidobacterium breve ACS-071-V-Sch8b	CP002743	PATRIC	CDS		hypothetical protein	FIG00638284	figfam	clust_2201
BRE3|SEQ00358	54192383	VBIBifBre167886_0358	SEQ00358	Bifidobacterium breve ACS-071-V-Sch8b	BRE3	Bifidobacterium breve ACS-071-V-Sch8b	CP002743	PATRIC	CDS		hypothetical protein	FIG00638284	figfam	clust_2208
BRE4|SEQ00259	268610571	VBIBifBre327712_0259	SEQ00259	Bifidobacterium breve JCM 7017	BRE4	Bifidobacterium breve JCM 7017	CP006712	PATRIC	CDS		hypothetical protein	FIG00638284	figfam	clust_2200
BRE4|SEQ00260	268610573	VBIBifBre327712_0260	SEQ00260	Bifidobacterium breve JCM 7017	BRE4	Bifidobacterium breve JCM 7017	CP006712	PATRIC	CDS		hypothetical protein	FIG00638284	figfam	clust_2201
BRE5|SEQ00278	268614659	VBIBifBre336369_0279	SEQ00278	Bifidobacterium breve JCM 7019	BRE5	Bifidobacterium breve JCM 7019	CP006713	PATRIC	CDS		hypothetical protein	FIG00638284	figfam	clust_2200
BRE5|SEQ00279	268614661	VBIBifBre336369_0280	SEQ00279	Bifidobacterium breve JCM 7019	BRE5	Bifidobacterium breve JCM 7019	CP006713	PATRIC	CDS		hypothetical protein	FIG00638284	figfam	clust_2201
BRE6|SEQ00349	177653820	VBIBifBre268992_0349	SEQ00349	Bifidobacterium breve JCP7499	BRE6	Bifidobacterium breve JCP7499	AWSX01000018	PATRIC	CDS		hypothetical protein	FIG00638284	figfam	clust_2200
BRE6|SEQ00350	177653822	VBIBifBre268992_0350	SEQ00350	Bifidobacterium breve JCP7499	BRE6	Bifidobacterium breve JCP7499	AWSX01000018	PATRIC	CDS		hypothetical protein	FIG00638284	figfam	clust_2201
BRE6|SEQ00353	177653828	VBIBifBre268992_0353	SEQ00353	Bifidobacterium breve JCP7499	BRE6	Bifidobacterium breve JCP7499	AWSX01000018	PATRIC	CDS		Alpha-galactosidase (EC 3.2.1.22)	FIG00002020	figfam	clust_2202
BRE7|SEQ00271	268618954	VBIBifBre340732_0271	SEQ00271	Bifidobacterium breve NCFB 2258	BRE7	Bifidobacterium breve NCFB 2258	CP006714	PATRIC	CDS		hypothetical protein	FIG00638284	figfam	clust_2200
BRE7|SEQ00272	268618956	VBIBifBre340732_0272	SEQ00272	Bifidobacterium breve NCFB 2258	BRE7	Bifidobacterium breve NCFB 2258	CP006714	PATRIC	CDS		hypothetical protein	FIG00638284	figfam	clust_2201
BRE8|SEQ00297	268623119	VBIBifBre176493_0297	SEQ00297	Bifidobacterium breve S27	BRE8	Bifidobacterium breve S27	CP006716	PATRIC	CDS		hypothetical protein	FIG00638284	figfam	clust_2200
BRE8|SEQ00298	268623121	VBIBifBre176493_0298	SEQ00298	Bifidobacterium breve S27	BRE8	Bifidobacterium breve S27	CP006716	PATRIC	CDS		hypothetical protein	FIG00638284	figfam	clust_2201
