cds_id	na_feature_id	locus_tag	seq_id	id_full	id_short	genome_name	accession	annotation	feature_type	gene	product	ec_number	ec_name	pathway_id	pathway_name	anno_type	ortho_id
ADO1|SEQ00879	27188068	VBIBifAdo136061_0879	SEQ00879	Bifidobacterium adolescentis L2-32	ADO1	Bifidobacterium adolescentis L2-32	NZ_DS264454	PATRIC	CDS	NA	Guanylate kinase (EC 2.7.4.8)	2.7.4.8	Guanylate kinase	230	Purine metabolism	path	clust_0595
ANI1|SEQ00632	86846213	VBIBifAni240121_0632	SEQ00632	Bifidobacterium animalis subsp. lactis B420	ANI1	Bifidobacterium animalis subsp. lactis B420	CP003497	PATRIC	CDS	NA	Guanylate kinase (EC 2.7.4.8)	2.7.4.8	Guanylate kinase	230	Purine metabolism	path	clust_0595
ANI2|SEQ00631	86849564	VBIBifAni235968_0631	SEQ00631	Bifidobacterium animalis subsp. lactis Bi-07	ANI2	Bifidobacterium animalis subsp. lactis Bi-07	CP003498	PATRIC	CDS	NA	Guanylate kinase (EC 2.7.4.8)	2.7.4.8	Guanylate kinase	230	Purine metabolism	path	clust_0595
ANI3|SEQ00633	42763576	VBIBifAni108068_0633	SEQ00633	Bifidobacterium animalis subsp. lactis V9	ANI3	Bifidobacterium animalis subsp. lactis V9	CP001892	PATRIC	CDS	NA	Guanylate kinase (EC 2.7.4.8)	2.7.4.8	Guanylate kinase	230	Purine metabolism	path	clust_0595
BRE1|SEQ00571	268603104	VBIBifBre340958_0571	SEQ00571	Bifidobacterium breve 12L	BRE1	Bifidobacterium breve 12L	CP006711	PATRIC	CDS	NA	Guanylate kinase (EC 2.7.4.8)	2.7.4.8	Guanylate kinase	230	Purine metabolism	path	clust_0595
BRE2|SEQ00667	268607267	VBIBifBre337368_0667	SEQ00667	Bifidobacterium breve 689b	BRE2	Bifidobacterium breve 689b	CP006715	PATRIC	CDS	NA	Guanylate kinase (EC 2.7.4.8)	2.7.4.8	Guanylate kinase	230	Purine metabolism	path	clust_0595
BRE3|SEQ01205	54194145	VBIBifBre167886_1205	SEQ01205	Bifidobacterium breve ACS-071-V-Sch8b	BRE3	Bifidobacterium breve ACS-071-V-Sch8b	CP002743	PATRIC	CDS	NA	Guanylate kinase (EC 2.7.4.8)	2.7.4.8	Guanylate kinase	230	Purine metabolism	path	clust_0595
BRE4|SEQ00607	268611290	VBIBifBre327712_0607	SEQ00607	Bifidobacterium breve JCM 7017	BRE4	Bifidobacterium breve JCM 7017	CP006712	PATRIC	CDS	NA	Guanylate kinase (EC 2.7.4.8)	2.7.4.8	Guanylate kinase	230	Purine metabolism	path	clust_0595
BRE5|SEQ00626	268615375	VBIBifBre336369_0627	SEQ00626	Bifidobacterium breve JCM 7019	BRE5	Bifidobacterium breve JCM 7019	CP006713	PATRIC	CDS	NA	Guanylate kinase (EC 2.7.4.8)	2.7.4.8	Guanylate kinase	230	Purine metabolism	path	clust_0595
BRE6|SEQ01129	177655469	VBIBifBre268992_1129	SEQ01129	Bifidobacterium breve JCP7499	BRE6	Bifidobacterium breve JCP7499	AWSX01000056	PATRIC	CDS	NA	Guanylate kinase (EC 2.7.4.8)	2.7.4.8	Guanylate kinase	230	Purine metabolism	path	clust_0595
