cds_id	na_feature_id	locus_tag	seq_id	id_full	id_short	genome_name	accession	annotation	feature_type	gene	product	ec_number	ec_name	pathway_id	pathway_name	anno_type	ortho_id
GV01|SEQ00570	85495286	VBIGarVag247323_0570	SEQ00570	Gardnerella vaginalis 00703Bmash	GV01	Gardnerella vaginalis 00703Bmash	ADET01000005	PATRIC	CDS	NA	5,10-methylenetetrahydrofolate reductase (EC 1.5.1.20)	1.5.1.20	Methylenetetrahydrofolate reductase (NAD(P)H)	670	One carbon pool by folate	path	clust_0021
GV01|SEQ00570	85495286	VBIGarVag247323_0570	SEQ00570	Gardnerella vaginalis 00703Bmash	GV01	Gardnerella vaginalis 00703Bmash	ADET01000005	PATRIC	CDS	NA	5,10-methylenetetrahydrofolate reductase (EC 1.5.1.20)	1.5.1.20	Methylenetetrahydrofolate reductase (NAD(P)H)	720	Reductive carboxylate cycle (CO2 fixation)	path	clust_0021
GV02|SEQ00808	85498458	VBIGarVag242669_0808	SEQ00808	Gardnerella vaginalis 00703C2mash	GV02	Gardnerella vaginalis 00703C2mash	ADEU01000016	PATRIC	CDS	NA	5,10-methylenetetrahydrofolate reductase (EC 1.5.1.20)	1.5.1.20	Methylenetetrahydrofolate reductase (NAD(P)H)	720	Reductive carboxylate cycle (CO2 fixation)	path	clust_0021
GV02|SEQ00808	85498458	VBIGarVag242669_0808	SEQ00808	Gardnerella vaginalis 00703C2mash	GV02	Gardnerella vaginalis 00703C2mash	ADEU01000016	PATRIC	CDS	NA	5,10-methylenetetrahydrofolate reductase (EC 1.5.1.20)	1.5.1.20	Methylenetetrahydrofolate reductase (NAD(P)H)	670	One carbon pool by folate	path	clust_0021
GV03|SEQ01003	85501452	VBIGarVag247424_1003	SEQ01003	Gardnerella vaginalis 00703Dmash	GV03	Gardnerella vaginalis 00703Dmash	ADEV01000009	PATRIC	CDS	NA	5,10-methylenetetrahydrofolate reductase (EC 1.5.1.20)	1.5.1.20	Methylenetetrahydrofolate reductase (NAD(P)H)	720	Reductive carboxylate cycle (CO2 fixation)	path	clust_0021
GV03|SEQ01003	85501452	VBIGarVag247424_1003	SEQ01003	Gardnerella vaginalis 00703Dmash	GV03	Gardnerella vaginalis 00703Dmash	ADEV01000009	PATRIC	CDS	NA	5,10-methylenetetrahydrofolate reductase (EC 1.5.1.20)	1.5.1.20	Methylenetetrahydrofolate reductase (NAD(P)H)	670	One carbon pool by folate	path	clust_0021
GV04|SEQ00661	85481215	VBIGarVag246433_0661	SEQ00661	Gardnerella vaginalis 0288E	GV04	Gardnerella vaginalis 0288E	ADEN01000006	PATRIC	CDS	NA	5,10-methylenetetrahydrofolate reductase (EC 1.5.1.20)	1.5.1.20	Methylenetetrahydrofolate reductase (NAD(P)H)	670	One carbon pool by folate	path	clust_0021
GV04|SEQ00661	85481215	VBIGarVag246433_0661	SEQ00661	Gardnerella vaginalis 0288E	GV04	Gardnerella vaginalis 0288E	ADEN01000006	PATRIC	CDS	NA	5,10-methylenetetrahydrofolate reductase (EC 1.5.1.20)	1.5.1.20	Methylenetetrahydrofolate reductase (NAD(P)H)	720	Reductive carboxylate cycle (CO2 fixation)	path	clust_0021
GV05|SEQ01048	52547877	VBIGarVag174900_1048	SEQ01048	Gardnerella vaginalis 101	GV05	Gardnerella vaginalis 101	AEJD01000006	PATRIC	CDS	NA	5,10-methylenetetrahydrofolate reductase (EC 1.5.1.20)	1.5.1.20	Methylenetetrahydrofolate reductase (NAD(P)H)	670	One carbon pool by folate	path	clust_0021
GV05|SEQ01048	52547877	VBIGarVag174900_1048	SEQ01048	Gardnerella vaginalis 101	GV05	Gardnerella vaginalis 101	AEJD01000006	PATRIC	CDS	NA	5,10-methylenetetrahydrofolate reductase (EC 1.5.1.20)	1.5.1.20	Methylenetetrahydrofolate reductase (NAD(P)H)	720	Reductive carboxylate cycle (CO2 fixation)	path	clust_0021
GV06|SEQ00251	85489222	VBIGarVag244004_0251	SEQ00251	Gardnerella vaginalis 1400E	GV06	Gardnerella vaginalis 1400E	ADER01000004	PATRIC	CDS	NA	5,10-methylenetetrahydrofolate reductase (EC 1.5.1.20)	1.5.1.20	Methylenetetrahydrofolate reductase (NAD(P)H)	670	One carbon pool by folate	path	clust_0021
GV06|SEQ00251	85489222	VBIGarVag244004_0251	SEQ00251	Gardnerella vaginalis 1400E	GV06	Gardnerella vaginalis 1400E	ADER01000004	PATRIC	CDS	NA	5,10-methylenetetrahydrofolate reductase (EC 1.5.1.20)	1.5.1.20	Methylenetetrahydrofolate reductase (NAD(P)H)	720	Reductive carboxylate cycle (CO2 fixation)	path	clust_0021
GV07|SEQ00284	85492185	VBIGarVag249177_0284	SEQ00284	Gardnerella vaginalis 1500E	GV07	Gardnerella vaginalis 1500E	ADES01000005	PATRIC	CDS	NA	5,10-methylenetetrahydrofolate reductase (EC 1.5.1.20)	1.5.1.20	Methylenetetrahydrofolate reductase (NAD(P)H)	720	Reductive carboxylate cycle (CO2 fixation)	path	clust_0021
GV07|SEQ00284	85492185	VBIGarVag249177_0284	SEQ00284	Gardnerella vaginalis 1500E	GV07	Gardnerella vaginalis 1500E	ADES01000005	PATRIC	CDS	NA	5,10-methylenetetrahydrofolate reductase (EC 1.5.1.20)	1.5.1.20	Methylenetetrahydrofolate reductase (NAD(P)H)	670	One carbon pool by folate	path	clust_0021
GV08|SEQ00106	85474579	VBIGarVag251521_0106	SEQ00106	Gardnerella vaginalis 284V	GV08	Gardnerella vaginalis 284V	ADEL01000001	PATRIC	CDS	NA	5,10-methylenetetrahydrofolate reductase (EC 1.5.1.20)	1.5.1.20	Methylenetetrahydrofolate reductase (NAD(P)H)	720	Reductive carboxylate cycle (CO2 fixation)	path	clust_0021
GV08|SEQ00106	85474579	VBIGarVag251521_0106	SEQ00106	Gardnerella vaginalis 284V	GV08	Gardnerella vaginalis 284V	ADEL01000001	PATRIC	CDS	NA	5,10-methylenetetrahydrofolate reductase (EC 1.5.1.20)	1.5.1.20	Methylenetetrahydrofolate reductase (NAD(P)H)	670	One carbon pool by folate	path	clust_0021
GV09|SEQ00935	55261078	VBIGarVag169280_0935	SEQ00935	Gardnerella vaginalis 315-A	GV09	Gardnerella vaginalis 315-A	AFDI01000008	PATRIC	CDS	NA	5,10-methylenetetrahydrofolate reductase (EC 1.5.1.20)	1.5.1.20	Methylenetetrahydrofolate reductase (NAD(P)H)	670	One carbon pool by folate	path	clust_0021
GV09|SEQ00935	55261078	VBIGarVag169280_0935	SEQ00935	Gardnerella vaginalis 315-A	GV09	Gardnerella vaginalis 315-A	AFDI01000008	PATRIC	CDS	NA	5,10-methylenetetrahydrofolate reductase (EC 1.5.1.20)	1.5.1.20	Methylenetetrahydrofolate reductase (NAD(P)H)	720	Reductive carboxylate cycle (CO2 fixation)	path	clust_0021
GV10|SEQ00820	32147712	VBIGarVag136958_0820	SEQ00820	Gardnerella vaginalis 409-05	GV10	Gardnerella vaginalis 409-05	NC_013721	PATRIC	CDS	NA	5,10-methylenetetrahydrofolate reductase (EC 1.5.1.20)	1.5.1.20	Methylenetetrahydrofolate reductase (NAD(P)H)	670	One carbon pool by folate	path	clust_0021
GV10|SEQ00820	32147712	VBIGarVag136958_0820	SEQ00820	Gardnerella vaginalis 409-05	GV10	Gardnerella vaginalis 409-05	NC_013721	PATRIC	CDS	NA	5,10-methylenetetrahydrofolate reductase (EC 1.5.1.20)	1.5.1.20	Methylenetetrahydrofolate reductase (NAD(P)H)	720	Reductive carboxylate cycle (CO2 fixation)	path	clust_0021
GV11|SEQ00738	52549829	VBIGarVag171052_0738	SEQ00738	Gardnerella vaginalis 41V	GV11	Gardnerella vaginalis 41V	AEJE01000047	PATRIC	CDS	NA	5,10-methylenetetrahydrofolate reductase (EC 1.5.1.20)	1.5.1.20	Methylenetetrahydrofolate reductase (NAD(P)H)	670	One carbon pool by folate	path	clust_0021
