cds_id	locus_tag	genome_name	accession	annotation	feature_type	na_feature_id	start_max	end_min	strand	na_length	gene	product	id_short	ortho_id
GV05|SEQ00024	VBIGarVag174900_0024	Gardnerella vaginalis 101	AEJD01000003	PATRIC	CDS	52545749	33939	34313	+	375		ABC transporter, ATP-binding/permease protein	GV05	NA
GV05|SEQ00078	VBIGarVag174900_0078	Gardnerella vaginalis 101	AEJD01000003	PATRIC	CDS	52545863	93691	93837	+	147		hypothetical protein	GV05	NA
GV05|SEQ00177	VBIGarVag174900_0177	Gardnerella vaginalis 101	AEJD01000004	PATRIC	CDS	52546063	81092	81262	-	171		hypothetical protein	GV05	NA
GV05|SEQ00179	VBIGarVag174900_0179	Gardnerella vaginalis 101	AEJD01000004	PATRIC	CDS	52546067	83176	83409	-	234		hypothetical protein	GV05	NA
GV05|SEQ00256	VBIGarVag174900_0256	Gardnerella vaginalis 101	AEJD01000005	PATRIC	CDS	52546230	89515	89646	+	132		hypothetical protein	GV05	NA
GV05|SEQ00391	VBIGarVag174900_0391	Gardnerella vaginalis 101	AEJD01000005	PATRIC	CDS	52546507	244783	245307	+	525		Branched-chain amino acid transport system carrier protein	GV05	NA
GV05|SEQ00480	VBIGarVag174900_0480	Gardnerella vaginalis 101	AEJD01000006	PATRIC	CDS	52546704	48664	48780	-	117		hypothetical protein	GV05	NA
GV05|SEQ00494	VBIGarVag174900_0494	Gardnerella vaginalis 101	AEJD01000006	PATRIC	CDS	52546732	64446	64562	-	117		hypothetical protein	GV05	NA
GV05|SEQ00512	VBIGarVag174900_0512	Gardnerella vaginalis 101	AEJD01000006	PATRIC	CDS	52546768	92063	92182	+	120		hypothetical protein	GV05	NA
GV05|SEQ00517	VBIGarVag174900_0517	Gardnerella vaginalis 101	AEJD01000006	PATRIC	CDS	52546778	95456	95587	+	132		hypothetical protein	GV05	NA
GV05|SEQ00553	VBIGarVag174900_0553	Gardnerella vaginalis 101	AEJD01000006	PATRIC	CDS	52546850	147258	147380	+	123		hypothetical protein	GV05	NA
GV05|SEQ00586	VBIGarVag174900_0586	Gardnerella vaginalis 101	AEJD01000006	PATRIC	CDS	52546920	184890	185033	+	144		hypothetical protein	GV05	NA
GV05|SEQ00898	VBIGarVag174900_0898	Gardnerella vaginalis 101	AEJD01000006	PATRIC	CDS	52547564	588847	588969	+	123		hypothetical protein	GV05	NA
GV05|SEQ00900	VBIGarVag174900_0900	Gardnerella vaginalis 101	AEJD01000006	PATRIC	CDS	52547568	592001	592120	-	120		hypothetical protein	GV05	NA
GV05|SEQ00946	VBIGarVag174900_0946	Gardnerella vaginalis 101	AEJD01000006	PATRIC	CDS	52547670	649378	649821	-	444		hypothetical protein	GV05	NA
GV05|SEQ00966	VBIGarVag174900_0966	Gardnerella vaginalis 101	AEJD01000006	PATRIC	CDS	52547710	671594	671707	+	114		hypothetical protein	GV05	NA
GV05|SEQ01023	VBIGarVag174900_1023	Gardnerella vaginalis 101	AEJD01000006	PATRIC	CDS	52547827	745034	745180	-	147		hypothetical protein	GV05	NA
GV05|SEQ01035	VBIGarVag174900_1035	Gardnerella vaginalis 101	AEJD01000006	PATRIC	CDS	52547851	759406	759588	+	183		hypothetical protein	GV05	NA
GV05|SEQ01075	VBIGarVag174900_1075	Gardnerella vaginalis 101	AEJD01000007	PATRIC	CDS	52547934	13963	14082	-	120		hypothetical protein	GV05	NA
GV05|SEQ01079	VBIGarVag174900_1079	Gardnerella vaginalis 101	AEJD01000007	PATRIC	CDS	52547942	17663	19006	+	1344		hypothetical protein	GV05	NA
GV05|SEQ01080	VBIGarVag174900_1080	Gardnerella vaginalis 101	AEJD01000007	PATRIC	CDS	52547944	19054	20199	+	1146		peptidase M48, Ste24p	GV05	NA
GV05|SEQ01081	VBIGarVag174900_1081	Gardnerella vaginalis 101	AEJD01000007	PATRIC	CDS	52547946	20159	20275	+	117		hypothetical protein	GV05	NA
GV05|SEQ01173	VBIGarVag174900_1173	Gardnerella vaginalis 101	AEJD01000033	PATRIC	CDS	52548190	54551	54667	-	117		hypothetical protein	GV05	NA
