cds_id	locus_tag	genome_name	accession	annotation	feature_type	na_feature_id	start_max	end_min	strand	na_length	gene	product	id_short	ortho_id
BRE3|SEQ00033	VBIBifBre167886_0033	Bifidobacterium breve ACS-071-V-Sch8b	CP002743	PATRIC	CDS	54191703	47591	47704	-	114		Phosphoenolpyruvate carboxylase (EC 4.1.1.31)	BRE3	NA
BRE3|SEQ00034	VBIBifBre167886_0034	Bifidobacterium breve ACS-071-V-Sch8b	CP002743	PATRIC	CDS	54191705	47697	47885	+	189		Alkyl hydroperoxide reductase protein F (EC 1.6.4.-)	BRE3	NA
BRE3|SEQ00035	VBIBifBre167886_0035	Bifidobacterium breve ACS-071-V-Sch8b	CP002743	PATRIC	CDS	54191707	47896	48477	-	582		sugar transport system permease protein	BRE3	NA
BRE3|SEQ00038	VBIBifBre167886_0038	Bifidobacterium breve ACS-071-V-Sch8b	CP002743	PATRIC	CDS	54191713	51286	52200	+	915		3',5'-cyclic-nucleotide phosphodiesterase (EC 3.1.4.17)	BRE3	NA
BRE3|SEQ00041	VBIBifBre167886_0041	Bifidobacterium breve ACS-071-V-Sch8b	CP002743	PATRIC	CDS	54191719	57050	57172	-	123		hypothetical protein	BRE3	NA
BRE3|SEQ00152	VBIBifBre167886_0152	Bifidobacterium breve ACS-071-V-Sch8b	CP002743	PATRIC	CDS	54191949	201141	201254	-	114		Transposase	BRE3	NA
BRE3|SEQ00157	VBIBifBre167886_0157	Bifidobacterium breve ACS-071-V-Sch8b	CP002743	PATRIC	CDS	54191960	206069	206200	-	132		hypothetical protein	BRE3	NA
BRE3|SEQ00221	VBIBifBre167886_0221	Bifidobacterium breve ACS-071-V-Sch8b	CP002743	PATRIC	CDS	54192094	287560	287874	-	315		hypothetical protein	BRE3	NA
BRE3|SEQ00293	VBIBifBre167886_0293	Bifidobacterium breve ACS-071-V-Sch8b	CP002743	PATRIC	CDS	54192247	372403	372594	-	192		Transposase and inactivated derivatives	BRE3	NA
BRE3|SEQ00576	VBIBifBre167886_0576	Bifidobacterium breve ACS-071-V-Sch8b	CP002743	PATRIC	CDS	54192834	704277	704489	+	213		Arabinose efflux permease	BRE3	NA
