cds_id	locus_tag	genome_name	accession	annotation	feature_type	na_feature_id	start_max	end_min	strand	na_length	gene	product	id_short	ortho_id
LON3|SEQ00084	VBIBifLon156230_0084	Bifidobacterium longum subsp. longum F8	FP929034	PATRIC	CDS	42765793	101656	101784	+	129		hypothetical protein	LON3	NA
LON3|SEQ00139	VBIBifLon156230_0139	Bifidobacterium longum subsp. longum F8	FP929034	PATRIC	CDS	42767206	947507	947983	-	477		Transposase and inactivated derivatives	LON3	NA
LON3|SEQ00197	VBIBifLon156230_0197	Bifidobacterium longum subsp. longum F8	FP929034	PATRIC	CDS	42767327	1016162	1016275	+	114		hypothetical protein	LON3	NA
LON3|SEQ00202	VBIBifLon156230_0202	Bifidobacterium longum subsp. longum F8	FP929034	PATRIC	CDS	42767337	1022798	1023283	-	486		RNA polymerase sigma factor RpoE	LON3	NA
LON3|SEQ00326	VBIBifLon156230_0326	Bifidobacterium longum subsp. longum F8	FP929034	PATRIC	CDS	42767601	1159349	1159564	+	216		hypothetical protein	LON3	NA
LON3|SEQ00334	VBIBifLon156230_0334	Bifidobacterium longum subsp. longum F8	FP929034	PATRIC	CDS	42767617	1162991	1163110	-	120		hypothetical protein	LON3	NA
LON3|SEQ00384	VBIBifLon156230_0384	Bifidobacterium longum subsp. longum F8	FP929034	PATRIC	CDS	42767718	1212967	1213113	+	147		hypothetical protein	LON3	NA
LON3|SEQ00398	VBIBifLon156230_0398	Bifidobacterium longum subsp. longum F8	FP929034	PATRIC	CDS	42767746	1230149	1230262	-	114		FIG00426033: hypothetical protein	LON3	NA
LON3|SEQ00493	VBIBifLon156230_0493	Bifidobacterium longum subsp. longum F8	FP929034	PATRIC	CDS	42767938	1331440	1331691	+	252		FIG00424055: hypothetical protein	LON3	NA
LON3|SEQ00539	VBIBifLon156230_0539	Bifidobacterium longum subsp. longum F8	FP929034	PATRIC	CDS	42768035	1391922	1392065	+	144		putative acyltransferase	LON3	NA
LON3|SEQ00618	VBIBifLon156230_0618	Bifidobacterium longum subsp. longum F8	FP929034	PATRIC	CDS	42768205	1488973	1489128	-	156		hypothetical protein	LON3	NA
LON3|SEQ00729	VBIBifLon156230_0729	Bifidobacterium longum subsp. longum F8	FP929034	PATRIC	CDS	42768432	1610283	1610663	-	381		Deoxyguanosinetriphosphate triphosphohydrolase (EC 3.1.5.1)	LON3	NA
LON3|SEQ00733	VBIBifLon156230_0733	Bifidobacterium longum subsp. longum F8	FP929034	PATRIC	CDS	42768440	1614946	1615053	+	108		hypothetical protein	LON3	NA
LON3|SEQ00753	VBIBifLon156230_0753	Bifidobacterium longum subsp. longum F8	FP929034	PATRIC	CDS	42768480	1641826	1642416	-	591		ABC-type sugar transport systems, permease components	LON3	NA
LON3|SEQ00763	VBIBifLon156230_0763	Bifidobacterium longum subsp. longum F8	FP929034	PATRIC	CDS	42768500	1651583	1651861	-	279		Surface antigen	LON3	NA
