cds_id	na_feature_id	locus_tag	seq_id	id_full	id_short	genome_name	accession	annotation	feature_type	gene	product	figfam_id	anno_type	ortho_id
ADO1|SEQ00011	27186214	VBIBifAdo136061_0011	SEQ00011	Bifidobacterium adolescentis L2-32	ADO1	Bifidobacterium adolescentis L2-32	NZ_DS264422	PATRIC	CDS		Threonine dehydratase, catabolic (EC 4.3.1.19)	FIG00133870	figfam	clust_1330
ADO1|SEQ00018	27186228	VBIBifAdo136061_0018	SEQ00018	Bifidobacterium adolescentis L2-32	ADO1	Bifidobacterium adolescentis L2-32	NZ_DS264422	PATRIC	CDS		Alpha-galactosidase (EC 3.2.1.22)	FIG00002020	figfam	clust_1331
ADO1|SEQ00021	27186234	VBIBifAdo136061_0021	SEQ00021	Bifidobacterium adolescentis L2-32	ADO1	Bifidobacterium adolescentis L2-32	NZ_DS264422	PATRIC	CDS		Na+/H+ antiporter	FIG00008246	figfam	clust_0891
ADO1|SEQ00022	27186236	VBIBifAdo136061_0022	SEQ00022	Bifidobacterium adolescentis L2-32	ADO1	Bifidobacterium adolescentis L2-32	NZ_DS264422	PATRIC	CDS		possible phospholipase/carboxylesterase	FIG00672495	figfam	clust_0611
ADO1|SEQ00026	27186244	VBIBifAdo136061_0026	SEQ00026	Bifidobacterium adolescentis L2-32	ADO1	Bifidobacterium adolescentis L2-32	NZ_DS264422	PATRIC	CDS		hypothetical protein	FIG01550357	figfam	clust_1301
ADO1|SEQ00060	27186312	VBIBifAdo136061_0060	SEQ00060	Bifidobacterium adolescentis L2-32	ADO1	Bifidobacterium adolescentis L2-32	NZ_DS264422	PATRIC	CDS		Beta-galactosidase (EC 3.2.1.23)	FIG00001548	figfam	clust_0846
ADO1|SEQ00109	27186434	VBIBifAdo136061_0109	SEQ00109	Bifidobacterium adolescentis L2-32	ADO1	Bifidobacterium adolescentis L2-32	NZ_DS264436	PATRIC	CDS		Dihydrodipicolinate synthase (EC 4.2.1.52)	FIG00019600	figfam	clust_1171
ADO1|SEQ00113	27186442	VBIBifAdo136061_0113	SEQ00113	Bifidobacterium adolescentis L2-32	ADO1	Bifidobacterium adolescentis L2-32	NZ_DS264436	PATRIC	CDS		Lead, cadmium, zinc and mercury transporting ATPase (EC 3.6.3.3) (EC 3.6.3.5); Copper-translocating P-type ATPase (EC 3.6.3.4)	FIG00658111	figfam	clust_1121
ADO1|SEQ00114	27186444	VBIBifAdo136061_0114	SEQ00114	Bifidobacterium adolescentis L2-32	ADO1	Bifidobacterium adolescentis L2-32	NZ_DS264436	PATRIC	CDS		hypothetical protein	FIG00638284	figfam	clust_1434
ADO1|SEQ00115	27186446	VBIBifAdo136061_0115	SEQ00115	Bifidobacterium adolescentis L2-32	ADO1	Bifidobacterium adolescentis L2-32	NZ_DS264436	PATRIC	CDS		Dihydrodipicolinate reductase (EC 1.3.1.26)	FIG00000347	figfam	clust_1205
ADO1|SEQ00116	27186448	VBIBifAdo136061_0116	SEQ00116	Bifidobacterium adolescentis L2-32	ADO1	Bifidobacterium adolescentis L2-32	NZ_DS264436	PATRIC	CDS		possible transport protein	FIG00672023	figfam	clust_0671
ADO1|SEQ00121	27186458	VBIBifAdo136061_0121	SEQ00121	Bifidobacterium adolescentis L2-32	ADO1	Bifidobacterium adolescentis L2-32	NZ_DS264436	PATRIC	CDS		Probable serine/threonine-protein kinase pknK (EC 2.7.11.1)	FIG00761809	figfam	clust_1204
ADO1|SEQ00122	27186460	VBIBifAdo136061_0122	SEQ00122	Bifidobacterium adolescentis L2-32	ADO1	Bifidobacterium adolescentis L2-32	NZ_DS264436	PATRIC	CDS		hypothetical protein	FIG00638284	figfam	clust_1203
ADO1|SEQ00123	27186462	VBIBifAdo136061_0123	SEQ00123	Bifidobacterium adolescentis L2-32	ADO1	Bifidobacterium adolescentis L2-32	NZ_DS264436	PATRIC	CDS		FIG022979: MoxR-like ATPases	FIG00006676	figfam	clust_1802
ADO1|SEQ00124	27186464	VBIBifAdo136061_0124	SEQ00124	Bifidobacterium adolescentis L2-32	ADO1	Bifidobacterium adolescentis L2-32	NZ_DS264436	PATRIC	CDS		FIG002343: hypothetical protein	FIG00002343	figfam	clust_1202
ADO1|SEQ00125	27186466	VBIBifAdo136061_0125	SEQ00125	Bifidobacterium adolescentis L2-32	ADO1	Bifidobacterium adolescentis L2-32	NZ_DS264436	PATRIC	CDS		FIG001454: Transglutaminase-like enzymes, putative cysteine proteases	FIG00001454	figfam	clust_1201
ADO1|SEQ00132	27186480	VBIBifAdo136061_0132	SEQ00132	Bifidobacterium adolescentis L2-32	ADO1	Bifidobacterium adolescentis L2-32	NZ_DS264436	PATRIC	CDS		FIG00424299: hypothetical protein	FIG00672408	figfam	clust_0602
ADO1|SEQ00133	27186482	VBIBifAdo136061_0133	SEQ00133	Bifidobacterium adolescentis L2-32	ADO1	Bifidobacterium adolescentis L2-32	NZ_DS264436	PATRIC	CDS		A/G-specific adenine glycosylase (EC 3.2.2.-)	FIG00000395	figfam	clust_1038
ADO1|SEQ00134	27186484	VBIBifAdo136061_0134	SEQ00134	Bifidobacterium adolescentis L2-32	ADO1	Bifidobacterium adolescentis L2-32	NZ_DS264436	PATRIC	CDS		tRNA (cytosine34-2'-O-)-methyltransferase (EC 2.1.1.-)	FIG00001105	figfam	clust_0601
ADO1|SEQ00137	27186490	VBIBifAdo136061_0137	SEQ00137	Bifidobacterium adolescentis L2-32	ADO1	Bifidobacterium adolescentis L2-32	NZ_DS264436	PATRIC	CDS		Galactokinase (EC 2.7.1.6)	FIG00024073	figfam	clust_0898
ADO1|SEQ00138	27186492	VBIBifAdo136061_0138	SEQ00138	Bifidobacterium adolescentis L2-32	ADO1	Bifidobacterium adolescentis L2-32	NZ_DS264436	PATRIC	CDS		Galactose-1-phosphate uridylyltransferase (EC 2.7.7.10)	FIG00623809	figfam	clust_0024
ADO1|SEQ00139	27186494	VBIBifAdo136061_0139	SEQ00139	Bifidobacterium adolescentis L2-32	ADO1	Bifidobacterium adolescentis L2-32	NZ_DS264436	PATRIC	CDS		probable DeoR-type transcriptional regulator	FIG01329580	figfam	clust_0634
ADO1|SEQ00141	27186498	VBIBifAdo136061_0141	SEQ00141	Bifidobacterium adolescentis L2-32	ADO1	Bifidobacterium adolescentis L2-32	NZ_DS264436	PATRIC	CDS		probable NADH-dependent flavin oxidoreductase YqjM	FIG01309543	figfam	clust_1200
ADO1|SEQ00144	27186504	VBIBifAdo136061_0144	SEQ00144	Bifidobacterium adolescentis L2-32	ADO1	Bifidobacterium adolescentis L2-32	NZ_DS264436	PATRIC	CDS		Lipoate-protein ligase A	FIG00000465	figfam	clust_1199
ADO1|SEQ00146	27186508	VBIBifAdo136061_0146	SEQ00146	Bifidobacterium adolescentis L2-32	ADO1	Bifidobacterium adolescentis L2-32	NZ_DS264436	PATRIC	CDS		3-isopropylmalate dehydrogenase (EC 1.1.1.85)	FIG00000341	figfam	clust_1198
