cds_id	ortho_id	locus_tag	genome_name	accession	annotation	feature_type	na_feature_id	start_max	end_min	strand	na_length	gene	product	id_short
GV01|SEQ00180	clust_0023	VBIGarVag247323_0180	Gardnerella vaginalis 00703Bmash	ADET01000002	PATRIC	CDS	85494468	50784	51386	-	603		Substrate-specific component YkoE of thiamin-regulated ECF transporter for HydroxyMethylPyrimidine	GV01
GV02|SEQ00452	clust_0023	VBIGarVag242669_0452	Gardnerella vaginalis 00703C2mash	ADEU01000008	PATRIC	CDS	85497693	40953	41555	-	603		Substrate-specific component YkoE of thiamin-regulated ECF transporter for HydroxyMethylPyrimidine	GV02
GV03|SEQ00564	clust_0023	VBIGarVag247424_0564	Gardnerella vaginalis 00703Dmash	ADEV01000007	PATRIC	CDS	85500537	119755	120363	+	609		Substrate-specific component YkoE of thiamin-regulated ECF transporter for HydroxyMethylPyrimidine	GV03
GV04|SEQ01301	clust_0023	VBIGarVag246433_1301	Gardnerella vaginalis 0288E	ADEN01000013	PATRIC	CDS	85482542	54856	55458	-	603		Substrate-specific component YkoE of thiamin-regulated ECF transporter for HydroxyMethylPyrimidine	GV04
GV05|SEQ00584	clust_0023	VBIGarVag174900_0584	Gardnerella vaginalis 101	AEJD01000006	PATRIC	CDS	52546914	181041	181649	+	609		Substrate-specific component YkoE of thiamin-regulated ECF transporter for HydroxyMethylPyrimidine	GV05
GV06|SEQ00856	clust_0023	VBIGarVag244004_0856	Gardnerella vaginalis 1400E	ADER01000020	PATRIC	CDS	85490516	217798	218400	+	603		Substrate-specific component YkoE of thiamin-regulated ECF transporter for HydroxyMethylPyrimidine	GV06
GV07|SEQ00819	clust_0023	VBIGarVag249177_0819	Gardnerella vaginalis 1500E	ADES01000014	PATRIC	CDS	85493307	94112	94720	-	609		Substrate-specific component YkoE of thiamin-regulated ECF transporter for HydroxyMethylPyrimidine	GV07
GV08|SEQ00416	clust_0023	VBIGarVag251521_0416	Gardnerella vaginalis 284V	ADEL01000003	PATRIC	CDS	85475237	265532	266134	+	603		Substrate-specific component YkoE of thiamin-regulated ECF transporter for HydroxyMethylPyrimidine	GV08
GV09|SEQ00394	clust_0023	VBIGarVag169280_0394	Gardnerella vaginalis 315-A	AFDI01000006	PATRIC	CDS	55259956	90268	90870	-	603		Substrate-specific component YkoE of thiamin-regulated ECF transporter for HydroxyMethylPyrimidine	GV09
GV10|SEQ00380	clust_0023	VBIGarVag136958_0380	Gardnerella vaginalis 409-05	NC_013721	PATRIC	CDS	32146800	439880	440488	+	609		Substrate-specific component YkoE of thiamin-regulated ECF transporter for HydroxyMethylPyrimidine	GV10
GV11|SEQ01293	clust_0023	VBIGarVag171052_1293	Gardnerella vaginalis 41V	AEJE01000070	PATRIC	CDS	52551015	62852	63454	-	603		Substrate-specific component YkoE of thiamin-regulated ECF transporter for HydroxyMethylPyrimidine	GV11
GV12|SEQ00924	clust_0023	VBIGarVag144721_0924	Gardnerella vaginalis 5-1	NZ_ADAN01000005	PATRIC	CDS	37854571	476536	477144	+	609		Substrate-specific component YkoE of thiamin-regulated ECF transporter for HydroxyMethylPyrimidine	GV12
GV13|SEQ00739	clust_0023	VBIGarVag244533_0739	Gardnerella vaginalis 55152	ADEQ01000010	PATRIC	CDS	85487464	196153	196755	-	603		Substrate-specific component YkoE of thiamin-regulated ECF transporter for HydroxyMethylPyrimidine	GV13
GV14|SEQ00872	clust_0023	VBIGarVag244375_0872	Gardnerella vaginalis 6119V5	ADEW01000008	PATRIC	CDS	85503635	66366	66974	+	609		Substrate-specific component YkoE of thiamin-regulated ECF transporter for HydroxyMethylPyrimidine	GV14
GV15|SEQ00279	clust_0023	VBIGarVag249709_0279	Gardnerella vaginalis 6420B	ADEP01000005	PATRIC	CDS	85484069	4674	5282	-	609		Substrate-specific component YkoE of thiamin-regulated ECF transporter for HydroxyMethylPyrimidine	GV15
GV16|SEQ01044	clust_0023	VBIGarVag246379_1044	Gardnerella vaginalis 75712	ADEM01000003	PATRIC	CDS	85479268	1207286	1207888	-	603		Substrate-specific component YkoE of thiamin-regulated ECF transporter for HydroxyMethylPyrimidine	GV16
GV17|SEQ00213	clust_0023	VBIGarVag146634_0213	Gardnerella vaginalis AMD	NZ_ADAM01000002	PATRIC	CDS	37850435	183550	184158	-	609		Substrate-specific component YkoE of thiamin-regulated ECF transporter for HydroxyMethylPyrimidine	GV17
GV18|SEQ01168	clust_0023	VBIGarVag4823_1168	Gardnerella vaginalis ATCC 14018 = JCM 11026	NZ_ADNB01000143	PATRIC	CDS	42071171	16030	16632	+	603		Substrate-specific component YkoE of thiamin-regulated ECF transporter for HydroxyMethylPyrimidine	GV18
GV19|SEQ00567	clust_0023	VBIGarVag39333_0568	Gardnerella vaginalis ATCC 14019	NC_014644	PATRIC	CDS	42628017	705214	705816	+	603		Substrate-specific component YkoE of thiamin-regulated ECF transporter for HydroxyMethylPyrimidine	GV19
GV20|SEQ00955	clust_0023	VBIGarVag188338_0955	Gardnerella vaginalis HMP9231	CP002725	PATRIC	CDS	54190756	1179930	1180532	-	603		Substrate-specific component YkoE of thiamin-regulated ECF transporter for HydroxyMethylPyrimidine	GV20
GV21|SEQ00826	clust_0023	VBIGarVag274454_0827	Gardnerella vaginalis JCP7275	ATJS01000058	PATRIC	CDS	183968387	19065	19736	+	672		Substrate-specific component YkoE of thiamin-regulated ECF transporter for HydroxyMethylPyrimidine	GV21
GV22|SEQ00849	clust_0023	VBIGarVag276801_0850	Gardnerella vaginalis JCP7276	ATJR01000047	PATRIC	CDS	183971179	4472	5074	-	603		Substrate-specific component YkoE of thiamin-regulated ECF transporter for HydroxyMethylPyrimidine	GV22
GV23|SEQ00413	clust_0023	VBIGarVag276017_0413	Gardnerella vaginalis JCP7659	ATJQ01000027	PATRIC	CDS	183973159	19065	19667	+	603		Substrate-specific component YkoE of thiamin-regulated ECF transporter for HydroxyMethylPyrimidine	GV23
GV24|SEQ00761	clust_0023	VBIGarVag268944_0762	Gardnerella vaginalis JCP7672	ATJP01000064	PATRIC	CDS	183976715	14238	14840	-	603		Substrate-specific component YkoE of thiamin-regulated ECF transporter for HydroxyMethylPyrimidine	GV24
GV25|SEQ00257	clust_0023	VBIGarVag270495_0257	Gardnerella vaginalis JCP7719	ATJO01000017	PATRIC	CDS	183978401	7819	8421	-	603		Substrate-specific component YkoE of thiamin-regulated ECF transporter for HydroxyMethylPyrimidine	GV25
GV26|SEQ00104	clust_0023	VBIGarVag272749_0104	Gardnerella vaginalis JCP8017A	ATJN01000002	PATRIC	CDS	183980943	42077	42679	-	603		Substrate-specific component YkoE of thiamin-regulated ECF transporter for HydroxyMethylPyrimidine	GV26
GV27|SEQ00040	clust_0023	VBIGarVag276930_0040	Gardnerella vaginalis JCP8017B	ATJM01000003	PATRIC	CDS	183983791	19507	20109	+	603		Substrate-specific component YkoE of thiamin-regulated ECF transporter for HydroxyMethylPyrimidine	GV27
GV28|SEQ00492	clust_0023	VBIGarVag271349_0492	Gardnerella vaginalis JCP8066	ATJL01000029	PATRIC	CDS	183987681	12446	13048	-	603		Substrate-specific component YkoE of thiamin-regulated ECF transporter for HydroxyMethylPyrimidine	GV28
GV29|SEQ01054	clust_0023	VBIGarVag265473_1054	Gardnerella vaginalis JCP8070	ATJK01000105	PATRIC	CDS	183991637	18364	18966	-	603		Substrate-specific component YkoE of thiamin-regulated ECF transporter for HydroxyMethylPyrimidine	GV29
GV30|SEQ00401	clust_0023	VBIGarVag267667_0402	Gardnerella vaginalis JCP8108	ATJJ01000019	PATRIC	CDS	183992874	9496	10098	-	603		Substrate-specific component YkoE of thiamin-regulated ECF transporter for HydroxyMethylPyrimidine	GV30
