cds_id	ortho_id	locus_tag	genome_name	accession	annotation	feature_type	na_feature_id	start_max	end_min	strand	na_length	gene	product	id_short
GV01|SEQ00227	clust_0832	VBIGarVag247323_0227	Gardnerella vaginalis 00703Bmash	ADET01000002	PATRIC	CDS	85494570	109406	110362	-	957		Inosine-uridine preferring nucleoside hydrolase (EC 3.2.2.1)	GV01
GV02|SEQ00499	clust_0832	VBIGarVag242669_0499	Gardnerella vaginalis 00703C2mash	ADEU01000008	PATRIC	CDS	85497795	99629	100585	-	957		Inosine-uridine preferring nucleoside hydrolase (EC 3.2.2.1)	GV02
GV03|SEQ00669	clust_0832	VBIGarVag247424_0669	Gardnerella vaginalis 00703Dmash	ADEV01000008	PATRIC	CDS	85500762	36745	37701	-	957		Inosine-uridine preferring nucleoside hydrolase (EC 3.2.2.1)	GV03
GV04|SEQ00426	clust_0832	VBIGarVag246433_0426	Gardnerella vaginalis 0288E	ADEN01000005	PATRIC	CDS	85480732	40805	41761	-	957		Inosine-uridine preferring nucleoside hydrolase (EC 3.2.2.1)	GV04
GV05|SEQ00763	clust_0832	VBIGarVag174900_0763	Gardnerella vaginalis 101	AEJD01000006	PATRIC	CDS	52547285	388424	389380	+	957		Inosine-uridine preferring nucleoside hydrolase (EC 3.2.2.1)	GV05
GV06|SEQ00809	clust_0832	VBIGarVag244004_0809	Gardnerella vaginalis 1400E	ADER01000020	PATRIC	CDS	85490414	157176	158132	+	957		Inosine-uridine preferring nucleoside hydrolase (EC 3.2.2.1)	GV06
GV07|SEQ00646	clust_0832	VBIGarVag249177_0646	Gardnerella vaginalis 1500E	ADES01000012	PATRIC	CDS	85492944	23459	24415	-	957		Inosine-uridine preferring nucleoside hydrolase (EC 3.2.2.1)	GV07
GV08|SEQ00371	clust_0832	VBIGarVag251521_0371	Gardnerella vaginalis 284V	ADEL01000003	PATRIC	CDS	85475139	206866	207822	+	957		Inosine-uridine preferring nucleoside hydrolase (EC 3.2.2.1)	GV08
GV09|SEQ00440	clust_0832	VBIGarVag169280_0440	Gardnerella vaginalis 315-A	AFDI01000006	PATRIC	CDS	55260056	148532	149488	-	957		Inosine-uridine preferring nucleoside hydrolase (EC 3.2.2.1)	GV09
GV10|SEQ00505	clust_0832	VBIGarVag136958_0505	Gardnerella vaginalis 409-05	NC_013721	PATRIC	CDS	32147062	623692	624648	+	957		Inosine-uridine preferring nucleoside hydrolase (EC 3.2.2.1)	GV10
GV11|SEQ00333	clust_0832	VBIGarVag171052_0333	Gardnerella vaginalis 41V	AEJE01000024	PATRIC	CDS	52548969	11997	12953	-	957		Inosine-uridine preferring nucleoside hydrolase (EC 3.2.2.1)	GV11
GV12|SEQ01081	clust_0832	VBIGarVag144721_1081	Gardnerella vaginalis 5-1	NZ_ADAN01000007	PATRIC	CDS	37854899	72209	73165	+	957		Inosine-uridine preferring nucleoside hydrolase (EC 3.2.2.1)	GV12
GV13|SEQ00797	clust_0832	VBIGarVag244533_0797	Gardnerella vaginalis 55152	ADEQ01000010	PATRIC	CDS	85487588	270041	270997	-	957		Inosine-uridine preferring nucleoside hydrolase (EC 3.2.2.1)	GV13
GV14|SEQ00226	clust_0832	VBIGarVag244375_0226	Gardnerella vaginalis 6119V5	ADEW01000003	PATRIC	CDS	85502287	13428	14384	+	957		Inosine-uridine preferring nucleoside hydrolase (EC 3.2.2.1)	GV14
GV16|SEQ01091	clust_0832	VBIGarVag246379_1091	Gardnerella vaginalis 75712	ADEM01000003	PATRIC	CDS	85479370	1265552	1266508	-	957		Inosine-uridine preferring nucleoside hydrolase (EC 3.2.2.1)	GV16
GV18|SEQ01198	clust_0832	VBIGarVag4823_1198	Gardnerella vaginalis ATCC 14018 = JCM 11026	NZ_ADNB01000144	PATRIC	CDS	42071232	9485	10441	+	957		Inosine-uridine preferring nucleoside hydrolase (EC 3.2.2.1)	GV18
