cds_id	ortho_id	locus_tag	genome_name	accession	annotation	feature_type	na_feature_id	start_max	end_min	strand	na_length	gene	product	id_short
GV01|SEQ00607	clust_0396	VBIGarVag247323_0607	Gardnerella vaginalis 00703Bmash	ADET01000006	PATRIC	CDS	85495363	15211	15831	+	621		FIG00672068: hypothetical protein	GV01
GV02|SEQ00090	clust_0396	VBIGarVag242669_0090	Gardnerella vaginalis 00703C2mash	ADEU01000003	PATRIC	CDS	85496938	51321	51941	+	621		FIG00672068: hypothetical protein	GV02
GV03|SEQ00227	clust_0396	VBIGarVag247424_0227	Gardnerella vaginalis 00703Dmash	ADEV01000004	PATRIC	CDS	85499835	176833	177450	+	618		FIG00672068: hypothetical protein	GV03
GV04|SEQ00155	clust_0396	VBIGarVag246433_0155	Gardnerella vaginalis 0288E	ADEN01000003	PATRIC	CDS	85480162	19893	20513	-	621		FIG00672068: hypothetical protein	GV04
GV05|SEQ00328	clust_0396	VBIGarVag174900_0328	Gardnerella vaginalis 101	AEJD01000005	PATRIC	CDS	52546379	175125	175742	+	618		FIG00672068: hypothetical protein	GV05
GV06|SEQ00215	clust_0396	VBIGarVag244004_0215	Gardnerella vaginalis 1400E	ADER01000003	PATRIC	CDS	85489145	137895	138515	+	621		FIG00672068: hypothetical protein	GV06
GV07|SEQ00019	clust_0396	VBIGarVag249177_0019	Gardnerella vaginalis 1500E	ADES01000001	PATRIC	CDS	85491615	21115	21732	-	618		FIG00672068: hypothetical protein	GV07
GV08|SEQ01088	clust_0396	VBIGarVag251521_1088	Gardnerella vaginalis 284V	ADEL01000011	PATRIC	CDS	85476623	195226	195846	+	621		FIG00672068: hypothetical protein	GV08
GV09|SEQ00018	clust_0396	VBIGarVag169280_0018	Gardnerella vaginalis 315-A	AFDI01000002	PATRIC	CDS	55259177	20097	20717	-	621		FIG00672068: hypothetical protein	GV09
GV10|SEQ00121	clust_0396	VBIGarVag136958_0121	Gardnerella vaginalis 409-05	NC_013721	PATRIC	CDS	32146256	150831	151451	+	621		FIG00672068: hypothetical protein	GV10
GV11|SEQ00838	clust_0396	VBIGarVag171052_0838	Gardnerella vaginalis 41V	AEJE01000051	PATRIC	CDS	52550039	19164	19784	-	621		FIG00672068: hypothetical protein	GV11
GV12|SEQ00652	clust_0396	VBIGarVag144721_0652	Gardnerella vaginalis 5-1	NZ_ADAN01000005	PATRIC	CDS	37854001	174847	175467	+	621		FIG00672068: hypothetical protein	GV12
GV13|SEQ00177	clust_0396	VBIGarVag244533_0177	Gardnerella vaginalis 55152	ADEQ01000002	PATRIC	CDS	85486294	193524	194144	+	621		FIG00672068: hypothetical protein	GV13
GV14|SEQ00523	clust_0396	VBIGarVag244375_0523	Gardnerella vaginalis 6119V5	ADEW01000005	PATRIC	CDS	85502906	19592	20209	-	618		FIG00672068: hypothetical protein	GV14
GV15|SEQ00551	clust_0396	VBIGarVag249709_0551	Gardnerella vaginalis 6420B	ADEP01000005	PATRIC	CDS	85484640	300061	300681	-	621		FIG00672068: hypothetical protein	GV15
