cds_id	ortho_id	locus_tag	genome_name	accession	annotation	feature_type	na_feature_id	start_max	end_min	strand	na_length	gene	product	id_short
GV01|SEQ01112	clust_0590	VBIGarVag247323_1112	Gardnerella vaginalis 00703Bmash	ADET01000013	PATRIC	CDS	85496425	115511	117538	+	2028		Dipeptide transport ATP-binding protein DppD (TC 3.A.1.5.2)	GV01
GV02|SEQ00325	clust_0590	VBIGarVag242669_0325	Gardnerella vaginalis 00703C2mash	ADEU01000006	PATRIC	CDS	85497426	131835	133862	-	2028		Dipeptide transport ATP-binding protein DppD (TC 3.A.1.5.2)	GV02
GV03|SEQ00635	clust_0590	VBIGarVag247424_0635	Gardnerella vaginalis 00703Dmash	ADEV01000007	PATRIC	CDS	85500692	206650	208665	+	2016		Dipeptide transport ATP-binding protein DppD (TC 3.A.1.5.2)	GV03
GV04|SEQ00774	clust_0590	VBIGarVag246433_0774	Gardnerella vaginalis 0288E	ADEN01000007	PATRIC	CDS	85481447	106457	108484	+	2028		Dipeptide transport ATP-binding protein DppD (TC 3.A.1.5.2)	GV04
GV05|SEQ00654	clust_0590	VBIGarVag174900_0654	Gardnerella vaginalis 101	AEJD01000006	PATRIC	CDS	52547067	267706	269721	+	2016		Dipeptide transport ATP-binding protein DppD (TC 3.A.1.5.2)	GV05
GV06|SEQ00315	clust_0590	VBIGarVag244004_0315	Gardnerella vaginalis 1400E	ADER01000008	PATRIC	CDS	85489356	6086	8113	-	2028		Dipeptide transport ATP-binding protein DppD (TC 3.A.1.5.2)	GV06
GV07|SEQ00751	clust_0590	VBIGarVag249177_0751	Gardnerella vaginalis 1500E	ADES01000014	PATRIC	CDS	85493158	5223	7238	-	2016		Dipeptide transport ATP-binding protein DppD (TC 3.A.1.5.2)	GV07
GV08|SEQ00763	clust_0590	VBIGarVag251521_0763	Gardnerella vaginalis 284V	ADEL01000009	PATRIC	CDS	85475952	118221	120248	-	2028		Dipeptide transport ATP-binding protein DppD (TC 3.A.1.5.2)	GV08
GV09|SEQ00209	clust_0590	VBIGarVag169280_0209	Gardnerella vaginalis 315-A	AFDI01000005	PATRIC	CDS	55259581	28823	30850	-	2028		Dipeptide transport ATP-binding protein DppD (TC 3.A.1.5.2)	GV09
GV10|SEQ00442	clust_0590	VBIGarVag136958_0442	Gardnerella vaginalis 409-05	NC_013721	PATRIC	CDS	32146936	534122	536089	+	1968		Dipeptide transport ATP-binding protein DppD (TC 3.A.1.5.2)	GV10
GV11|SEQ00308	clust_0590	VBIGarVag171052_0308	Gardnerella vaginalis 41V	AEJE01000023	PATRIC	CDS	52548917	7251	9278	-	2028		Dipeptide transport ATP-binding protein DppD (TC 3.A.1.5.2)	GV11
GV12|SEQ01011	clust_0590	VBIGarVag144721_1011	Gardnerella vaginalis 5-1	NZ_ADAN01000005	PATRIC	CDS	37854757	598015	600039	+	2025		Dipeptide transport ATP-binding protein DppD (TC 3.A.1.5.2)	GV12
GV13|SEQ00416	clust_0590	VBIGarVag244533_0416	Gardnerella vaginalis 55152	ADEQ01000006	PATRIC	CDS	85486792	7079	9106	-	2028		Dipeptide transport ATP-binding protein DppD (TC 3.A.1.5.2)	GV13
GV14|SEQ00450	clust_0590	VBIGarVag244375_0450	Gardnerella vaginalis 6119V5	ADEW01000004	PATRIC	CDS	85502757	88510	90525	+	2016		Dipeptide transport ATP-binding protein DppD (TC 3.A.1.5.2)	GV14
GV15|SEQ00248	clust_0590	VBIGarVag249709_0248	Gardnerella vaginalis 6420B	ADEP01000004	PATRIC	CDS	85484004	82606	84630	+	2025		Dipeptide transport ATP-binding protein DppD (TC 3.A.1.5.2)	GV15
GV16|SEQ00552	clust_0590	VBIGarVag246379_0552	Gardnerella vaginalis 75712	ADEM01000003	PATRIC	CDS	85478252	601045	603072	+	2028		Dipeptide transport ATP-binding protein DppD (TC 3.A.1.5.2)	GV16
GV17|SEQ00146	clust_0590	VBIGarVag146634_0146	Gardnerella vaginalis AMD	NZ_ADAM01000002	PATRIC	CDS	37850289	84306	86330	-	2025		Dipeptide transport ATP-binding protein DppD (TC 3.A.1.5.2)	GV17
GV18|SEQ00362	clust_0590	VBIGarVag4823_0362	Gardnerella vaginalis ATCC 14018 = JCM 11026	NZ_ADNB01000091	PATRIC	CDS	42069446	3561	5588	+	2028		Dipeptide transport ATP-binding protein DppD (TC 3.A.1.5.2)	GV18
GV19|SEQ01060	clust_0590	VBIGarVag39333_1061	Gardnerella vaginalis ATCC 14019	NC_014644	PATRIC	CDS	42629031	1295938	1297965	-	2028	dppD	Dipeptide transport ATP-binding protein DppD (TC 3.A.1.5.2)	GV19
GV20|SEQ00447	clust_0590	VBIGarVag188338_0447	Gardnerella vaginalis HMP9231	CP002725	PATRIC	CDS	54189708	560535	562562	+	2028		Dipeptide transport ATP-binding protein DppD (TC 3.A.1.5.2)	GV20
GV21|SEQ00077	clust_0590	VBIGarVag274454_0077	Gardnerella vaginalis JCP7275	ATJS01000004	PATRIC	CDS	183966791	2997	5024	-	2028		Dipeptide transport ATP-binding protein DppD (TC 3.A.1.5.2)	GV21
GV22|SEQ00691	clust_0590	VBIGarVag276801_0692	Gardnerella vaginalis JCP7276	ATJR01000027	PATRIC	CDS	183970829	5524	7551	+	2028		Dipeptide transport ATP-binding protein DppD (TC 3.A.1.5.2)	GV22
GV23|SEQ00566	clust_0590	VBIGarVag276017_0566	Gardnerella vaginalis JCP7659	ATJQ01000042	PATRIC	CDS	183973491	30396	31559	-	1164		Dipeptide transport ATP-binding protein DppD (TC 3.A.1.5.2)	GV23
GV24|SEQ00142	clust_0590	VBIGarVag268944_0143	Gardnerella vaginalis JCP7672	ATJP01000005	PATRIC	CDS	183975386	3488	5515	-	2028		Dipeptide transport ATP-binding protein DppD (TC 3.A.1.5.2)	GV24
GV25|SEQ00541	clust_0590	VBIGarVag270495_0541	Gardnerella vaginalis JCP7719	ATJO01000043	PATRIC	CDS	183979018	29904	31931	-	2028		Dipeptide transport ATP-binding protein DppD (TC 3.A.1.5.2)	GV25
