cds_id	ortho_id	locus_tag	genome_name	accession	annotation	feature_type	na_feature_id	start_max	end_min	strand	na_length	gene	product	id_short
GV01|SEQ01240	clust_0860	VBIGarVag247323_1240	Gardnerella vaginalis 00703Bmash	ADET01000014	PATRIC	CDS	85496685	9167	12019	+	2853		DNA topoisomerase I (EC 5.99.1.2)	GV01
GV02|SEQ00032	clust_0860	VBIGarVag242669_0032	Gardnerella vaginalis 00703C2mash	ADEU01000002	PATRIC	CDS	85496819	33457	36342	-	2886		DNA topoisomerase I (EC 5.99.1.2)	GV02
GV03|SEQ00417	clust_0860	VBIGarVag247424_0417	Gardnerella vaginalis 00703Dmash	ADEV01000006	PATRIC	CDS	85500239	33161	36022	-	2862		DNA topoisomerase I (EC 5.99.1.2)	GV03
GV04|SEQ01229	clust_0860	VBIGarVag246433_1229	Gardnerella vaginalis 0288E	ADEN01000011	PATRIC	CDS	85482387	77616	80459	+	2844		DNA topoisomerase I (EC 5.99.1.2)	GV04
GV05|SEQ00161	clust_0860	VBIGarVag174900_0161	Gardnerella vaginalis 101	AEJD01000004	PATRIC	CDS	52546031	61598	64435	+	2838		DNA topoisomerase I (EC 5.99.1.2)	GV05
GV06|SEQ00472	clust_0860	VBIGarVag244004_0472	Gardnerella vaginalis 1400E	ADER01000014	PATRIC	CDS	85489702	36533	39385	-	2853		DNA topoisomerase I (EC 5.99.1.2)	GV06
GV07|SEQ01038	clust_0860	VBIGarVag249177_1038	Gardnerella vaginalis 1500E	ADES01000020	PATRIC	CDS	85493762	33041	35896	-	2856		DNA topoisomerase I (EC 5.99.1.2)	GV07
GV08|SEQ00538	clust_0860	VBIGarVag251521_0538	Gardnerella vaginalis 284V	ADEL01000005	PATRIC	CDS	85475490	32473	35343	-	2871		DNA topoisomerase I (EC 5.99.1.2)	GV08
GV09|SEQ01055	clust_0860	VBIGarVag169280_1055	Gardnerella vaginalis 315-A	AFDI01000009	PATRIC	CDS	55261331	72952	75795	+	2844	topA	DNA topoisomerase I (EC 5.99.1.2)	GV09
GV10|SEQ01122	clust_0860	VBIGarVag136958_1122	Gardnerella vaginalis 409-05	NC_013721	PATRIC	CDS	32148342	1519537	1522296	-	2760	topA	DNA topoisomerase I (EC 5.99.1.2)	GV10
GV11|SEQ00231	clust_0860	VBIGarVag171052_0231	Gardnerella vaginalis 41V	AEJE01000017	PATRIC	CDS	52548754	10331	13210	-	2880		DNA topoisomerase I (EC 5.99.1.2)	GV11
GV12|SEQ00028	clust_0860	VBIGarVag144721_0028	Gardnerella vaginalis 5-1	NZ_ADAN01000002	PATRIC	CDS	37852706	34159	37005	-	2847		DNA topoisomerase I (EC 5.99.1.2)	GV12
GV13|SEQ01245	clust_0860	VBIGarVag244533_1245	Gardnerella vaginalis 55152	ADEQ01000024	PATRIC	CDS	85488542	72079	74946	+	2868		DNA topoisomerase I (EC 5.99.1.2)	GV13
GV14|SEQ00924	clust_0860	VBIGarVag244375_0924	Gardnerella vaginalis 6119V5	ADEW01000009	PATRIC	CDS	85503743	56927	59788	+	2862		DNA topoisomerase I (EC 5.99.1.2)	GV14
GV15|SEQ00046	clust_0860	VBIGarVag249709_0046	Gardnerella vaginalis 6420B	ADEP01000001	PATRIC	CDS	85483578	54102	56957	+	2856		DNA topoisomerase I (EC 5.99.1.2)	GV15
GV16|SEQ00062	clust_0860	VBIGarVag246379_0062	Gardnerella vaginalis 75712	ADEM01000002	PATRIC	CDS	85477228	78309	81176	+	2868		DNA topoisomerase I (EC 5.99.1.2)	GV16
GV17|SEQ00027	clust_0860	VBIGarVag146634_0027	Gardnerella vaginalis AMD	NZ_ADAM01000001	PATRIC	CDS	37850050	34181	37036	-	2856		DNA topoisomerase I (EC 5.99.1.2)	GV17
GV18|SEQ00632	clust_0860	VBIGarVag4823_0632	Gardnerella vaginalis ATCC 14018 = JCM 11026	NZ_ADNB01000118	PATRIC	CDS	42070031	558	3416	+	2859		DNA topoisomerase I (EC 5.99.1.2)	GV18
GV19|SEQ00262	clust_0860	VBIGarVag39333_0263	Gardnerella vaginalis ATCC 14019	NC_014644	PATRIC	CDS	42627377	318398	321256	+	2859	topA	DNA topoisomerase I (EC 5.99.1.2)	GV19
GV20|SEQ01248	clust_0860	VBIGarVag188338_1248	Gardnerella vaginalis HMP9231	CP002725	PATRIC	CDS	54191372	1565115	1567973	-	2859	topA	DNA topoisomerase I (EC 5.99.1.2)	GV20
GV21|SEQ01136	clust_0860	VBIGarVag274454_1137	Gardnerella vaginalis JCP7275	ATJS01000153	PATRIC	CDS	183969136	196	2208	-	2013		DNA topoisomerase I (EC 5.99.1.2)	GV21
GV22|SEQ01066	clust_0860	VBIGarVag276801_1067	Gardnerella vaginalis JCP7276	ATJR01000098	PATRIC	CDS	183971681	228	857	-	630		DNA topoisomerase I (EC 5.99.1.2)	GV22
GV24|SEQ01116	clust_0860	VBIGarVag268944_1117	Gardnerella vaginalis JCP7672	ATJP01000117	PATRIC	CDS	183977514	239	3082	-	2844		DNA topoisomerase I (EC 5.99.1.2)	GV24
GV26|SEQ01227	clust_0860	VBIGarVag272749_1227	Gardnerella vaginalis JCP8017A	ATJN01000136	PATRIC	CDS	183983400	266	2326	-	2061		DNA topoisomerase I (EC 5.99.1.2)	GV26
GV27|SEQ01157	clust_0860	VBIGarVag276930_1157	Gardnerella vaginalis JCP8017B	ATJM01000113	PATRIC	CDS	183986194	24	2054	+	2031		DNA topoisomerase I (EC 5.99.1.2)	GV27
GV28|SEQ01029	clust_0860	VBIGarVag271349_1029	Gardnerella vaginalis JCP8066	ATJL01000126	PATRIC	CDS	183988894	19	2220	+	2202		DNA topoisomerase I (EC 5.99.1.2)	GV28
