cds_id	ortho_id	locus_tag	genome_name	accession	annotation	feature_type	na_feature_id	start_max	end_min	strand	na_length	gene	product	id_short
GV01|SEQ00186	clust_0646	VBIGarVag247323_0186	Gardnerella vaginalis 00703Bmash	ADET01000002	PATRIC	CDS	85494482	57615	59150	+	1536		Rossmann fold nucleotide-binding protein Smf possibly involved in DNA uptake	GV01
GV02|SEQ00458	clust_0646	VBIGarVag242669_0458	Gardnerella vaginalis 00703C2mash	ADEU01000008	PATRIC	CDS	85497707	47738	49282	+	1545		Rossmann fold nucleotide-binding protein Smf possibly involved in DNA uptake	GV02
GV03|SEQ00759	clust_0646	VBIGarVag247424_0759	Gardnerella vaginalis 00703Dmash	ADEV01000009	PATRIC	CDS	85500949	43358	45013	-	1656		Rossmann fold nucleotide-binding protein Smf possibly involved in DNA uptake	GV03
GV04|SEQ01306	clust_0646	VBIGarVag246433_1306	Gardnerella vaginalis 0288E	ADEN01000013	PATRIC	CDS	85482554	61716	63230	+	1515		Rossmann fold nucleotide-binding protein Smf possibly involved in DNA uptake	GV04
GV05|SEQ00812	clust_0646	VBIGarVag174900_0812	Gardnerella vaginalis 101	AEJD01000006	PATRIC	CDS	52547390	470090	471745	-	1656		Rossmann fold nucleotide-binding protein Smf possibly involved in DNA uptake	GV05
GV06|SEQ00851	clust_0646	VBIGarVag244004_0851	Gardnerella vaginalis 1400E	ADER01000020	PATRIC	CDS	85490504	210055	211569	-	1515		Rossmann fold nucleotide-binding protein Smf possibly involved in DNA uptake	GV06
GV07|SEQ00570	clust_0646	VBIGarVag249177_0570	Gardnerella vaginalis 1500E	ADES01000011	PATRIC	CDS	85492789	51632	53287	-	1656		Rossmann fold nucleotide-binding protein Smf possibly involved in DNA uptake	GV07
GV08|SEQ00411	clust_0646	VBIGarVag251521_0411	Gardnerella vaginalis 284V	ADEL01000003	PATRIC	CDS	85475225	257761	259275	-	1515		Rossmann fold nucleotide-binding protein Smf possibly involved in DNA uptake	GV08
GV09|SEQ00399	clust_0646	VBIGarVag169280_0399	Gardnerella vaginalis 315-A	AFDI01000006	PATRIC	CDS	55259968	97099	98466	+	1368	dprA	Rossmann fold nucleotide-binding protein Smf possibly involved in DNA uptake	GV09
GV10|SEQ00558	clust_0646	VBIGarVag136958_0558	Gardnerella vaginalis 409-05	NC_013721	PATRIC	CDS	32147174	709307	710716	-	1410	dprA	Rossmann fold nucleotide-binding protein Smf possibly involved in DNA uptake	GV10
GV11|SEQ01298	clust_0646	VBIGarVag171052_1298	Gardnerella vaginalis 41V	AEJE01000070	PATRIC	CDS	52551027	69681	71195	+	1515		Rossmann fold nucleotide-binding protein Smf possibly involved in DNA uptake	GV11
GV12|SEQ01193	clust_0646	VBIGarVag144721_1193	Gardnerella vaginalis 5-1	NZ_ADAN01000094	PATRIC	CDS	37855216	53076	54620	-	1545		Rossmann fold nucleotide-binding protein Smf possibly involved in DNA uptake	GV12
GV13|SEQ00744	clust_0646	VBIGarVag244533_0744	Gardnerella vaginalis 55152	ADEQ01000010	PATRIC	CDS	85487476	202996	204510	+	1515		Rossmann fold nucleotide-binding protein Smf possibly involved in DNA uptake	GV13
GV14|SEQ00275	clust_0646	VBIGarVag244375_0275	Gardnerella vaginalis 6119V5	ADEW01000003	PATRIC	CDS	85502392	91689	93344	-	1656		Rossmann fold nucleotide-binding protein Smf possibly involved in DNA uptake	GV14
GV15|SEQ00616	clust_0646	VBIGarVag249709_0616	Gardnerella vaginalis 6420B	ADEP01000006	PATRIC	CDS	85484777	50043	51587	-	1545		Rossmann fold nucleotide-binding protein Smf possibly involved in DNA uptake	GV15
GV16|SEQ01049	clust_0646	VBIGarVag246379_1049	Gardnerella vaginalis 75712	ADEM01000003	PATRIC	CDS	85479280	1214127	1215641	+	1515		Rossmann fold nucleotide-binding protein Smf possibly involved in DNA uptake	GV16
GV17|SEQ00993	clust_0646	VBIGarVag146634_0993	Gardnerella vaginalis AMD	NZ_ADAM01000009	PATRIC	CDS	37852074	136813	138357	+	1545		Rossmann fold nucleotide-binding protein Smf possibly involved in DNA uptake	GV17
GV18|SEQ01163	clust_0646	VBIGarVag4823_1163	Gardnerella vaginalis ATCC 14018 = JCM 11026	NZ_ADNB01000143	PATRIC	CDS	42071159	8276	9790	-	1515		Rossmann fold nucleotide-binding protein Smf possibly involved in DNA uptake	GV18
GV19|SEQ00562	clust_0646	VBIGarVag39333_0563	Gardnerella vaginalis ATCC 14019	NC_014644	PATRIC	CDS	42628005	697461	698975	-	1515	dprA	Rossmann fold nucleotide-binding protein Smf possibly involved in DNA uptake	GV19
GV20|SEQ00960	clust_0646	VBIGarVag188338_0960	Gardnerella vaginalis HMP9231	CP002725	PATRIC	CDS	54190768	1186771	1188285	+	1515	dprA	Rossmann fold nucleotide-binding protein Smf possibly involved in DNA uptake	GV20
GV21|SEQ00821	clust_0646	VBIGarVag274454_0822	Gardnerella vaginalis JCP7275	ATJS01000058	PATRIC	CDS	183968375	11380	12894	-	1515		Rossmann fold nucleotide-binding protein Smf possibly involved in DNA uptake	GV21
GV22|SEQ00854	clust_0646	VBIGarVag276801_0855	Gardnerella vaginalis JCP7276	ATJR01000047	PATRIC	CDS	183971191	11313	12827	+	1515		Rossmann fold nucleotide-binding protein Smf possibly involved in DNA uptake	GV22
GV23|SEQ00408	clust_0646	VBIGarVag276017_0408	Gardnerella vaginalis JCP7659	ATJQ01000027	PATRIC	CDS	183973147	11341	12885	-	1545		Rossmann fold nucleotide-binding protein Smf possibly involved in DNA uptake	GV23
GV24|SEQ00766	clust_0646	VBIGarVag268944_0767	Gardnerella vaginalis JCP7672	ATJP01000064	PATRIC	CDS	183976727	21080	22594	+	1515		Rossmann fold nucleotide-binding protein Smf possibly involved in DNA uptake	GV24
GV25|SEQ00263	clust_0646	VBIGarVag270495_0263	Gardnerella vaginalis JCP7719	ATJO01000017	PATRIC	CDS	183978415	14601	16157	+	1557		Rossmann fold nucleotide-binding protein Smf possibly involved in DNA uptake	GV25
GV26|SEQ00109	clust_0646	VBIGarVag272749_0109	Gardnerella vaginalis JCP8017A	ATJN01000002	PATRIC	CDS	183980955	48835	50391	+	1557		Rossmann fold nucleotide-binding protein Smf possibly involved in DNA uptake	GV26
GV27|SEQ00034	clust_0646	VBIGarVag276930_0034	Gardnerella vaginalis JCP8017B	ATJM01000003	PATRIC	CDS	183983777	11795	13351	-	1557		Rossmann fold nucleotide-binding protein Smf possibly involved in DNA uptake	GV27
GV28|SEQ00497	clust_0646	VBIGarVag271349_0497	Gardnerella vaginalis JCP8066	ATJL01000029	PATRIC	CDS	183987693	19174	20718	+	1545		Rossmann fold nucleotide-binding protein Smf possibly involved in DNA uptake	GV28
GV29|SEQ01059	clust_0646	VBIGarVag265473_1059	Gardnerella vaginalis JCP8070	ATJK01000105	PATRIC	CDS	183991649	25121	26656	+	1536		Rossmann fold nucleotide-binding protein Smf possibly involved in DNA uptake	GV29
GV30|SEQ00406	clust_0646	VBIGarVag267667_0407	Gardnerella vaginalis JCP8108	ATJJ01000019	PATRIC	CDS	183992886	16327	17841	+	1515		Rossmann fold nucleotide-binding protein Smf possibly involved in DNA uptake	GV30
GV31|SEQ00077	clust_0646	VBIGarVag264983_0077	Gardnerella vaginalis JCP8151A	ATJI01000003	PATRIC	CDS	183995179	11238	12791	-	1554		Rossmann fold nucleotide-binding protein Smf possibly involved in DNA uptake	GV31
GV32|SEQ00018	clust_0646	VBIGarVag277040_0018	Gardnerella vaginalis JCP8151B	ATJH01000002	PATRIC	CDS	183997859	21184	22710	+	1527		Rossmann fold nucleotide-binding protein Smf possibly involved in DNA uptake	GV32
GV33|SEQ00747	clust_0646	VBIGarVag265557_0747	Gardnerella vaginalis JCP8481A	ATJG01000075	PATRIC	CDS	184002272	40439	42058	-	1620		Rossmann fold nucleotide-binding protein Smf possibly involved in DNA uptake	GV33
GV34|SEQ00688	clust_0646	VBIGarVag270440_0688	Gardnerella vaginalis JCP8481B	ATJF01000071	PATRIC	CDS	184004993	40439	42058	-	1620		Rossmann fold nucleotide-binding protein Smf possibly involved in DNA uptake	GV34
GV35|SEQ00444	clust_0646	VBIGarVag272169_0444	Gardnerella vaginalis JCP8522	ATJE01000025	PATRIC	CDS	184007205	15566	17110	+	1545		Rossmann fold nucleotide-binding protein Smf possibly involved in DNA uptake	GV35
