cds_id	ortho_id	locus_tag	genome_name	accession	annotation	feature_type	na_feature_id	start_max	end_min	strand	na_length	gene	product	id_short
GV01|SEQ01257	clust_1247	VBIGarVag247323_1257	Gardnerella vaginalis 00703Bmash	ADET01000014	PATRIC	CDS	85496719	31996	32124	+	129		hypothetical protein	GV01
GV04|SEQ01248	clust_1247	VBIGarVag246433_1248	Gardnerella vaginalis 0288E	ADEN01000011	PATRIC	CDS	85482425	104678	104791	+	114		hypothetical protein	GV04
GV08|SEQ00522	clust_1247	VBIGarVag251521_0522	Gardnerella vaginalis 284V	ADEL01000005	PATRIC	CDS	85475458	12623	12736	-	114		hypothetical protein	GV08
GV09|SEQ01070	clust_1247	VBIGarVag169280_1070	Gardnerella vaginalis 315-A	AFDI01000009	PATRIC	CDS	55261362	95865	95978	+	114		hypothetical protein	GV09
GV16|SEQ00079	clust_1247	VBIGarVag246379_0079	Gardnerella vaginalis 75712	ADEM01000002	PATRIC	CDS	85477263	101458	101571	+	114		hypothetical protein	GV16
GV22|SEQ00746	clust_1247	VBIGarVag276801_0747	Gardnerella vaginalis JCP7276	ATJR01000031	PATRIC	CDS	183970943	8181	8294	+	114		hypothetical protein	GV22
GV23|SEQ00851	clust_1247	VBIGarVag276017_0851	Gardnerella vaginalis JCP7659	ATJQ01000067	PATRIC	CDS	183974108	13243	13356	-	114		hypothetical protein	GV23
GV24|SEQ00175	clust_1247	VBIGarVag268944_0176	Gardnerella vaginalis JCP7672	ATJP01000007	PATRIC	CDS	183975454	12663	12776	-	114		hypothetical protein	GV24
GV25|SEQ01245	clust_1247	VBIGarVag270495_1245	Gardnerella vaginalis JCP7719	ATJO01000173	PATRIC	CDS	183980597	13347	13460	-	114		hypothetical protein	GV25
GV26|SEQ00721	clust_1247	VBIGarVag272749_0721	Gardnerella vaginalis JCP8017A	ATJN01000036	PATRIC	CDS	183982251	13227	13340	-	114		hypothetical protein	GV26
GV27|SEQ00761	clust_1247	VBIGarVag276930_0761	Gardnerella vaginalis JCP8017B	ATJM01000036	PATRIC	CDS	183985312	7305	7418	+	114		hypothetical protein	GV27
