cds_id	ortho_id	locus_tag	genome_name	accession	annotation	feature_type	na_feature_id	start_max	end_min	strand	na_length	gene	product	id_short
GV01|SEQ00887	clust_0443	VBIGarVag247323_0887	Gardnerella vaginalis 00703Bmash	ADET01000012	PATRIC	CDS	85495949	110049	110744	-	696		DedA protein	GV01
GV02|SEQ01174	clust_0443	VBIGarVag242669_1174	Gardnerella vaginalis 00703C2mash	ADEU01000021	PATRIC	CDS	85499219	150828	151523	+	696		DedA protein	GV02
GV03|SEQ00306	clust_0443	VBIGarVag247424_0306	Gardnerella vaginalis 00703Dmash	ADEV01000004	PATRIC	CDS	85500003	266452	266976	-	525		DedA protein	GV03
GV04|SEQ01339	clust_0443	VBIGarVag246433_1339	Gardnerella vaginalis 0288E	ADEN01000016	PATRIC	CDS	85482629	18860	19540	+	681		DedA protein	GV04
GV05|SEQ00408	clust_0443	VBIGarVag174900_0408	Gardnerella vaginalis 101	AEJD01000005	PATRIC	CDS	52546547	264975	265643	-	669		DedA protein	GV05
GV06|SEQ00536	clust_0443	VBIGarVag244004_0536	Gardnerella vaginalis 1400E	ADER01000016	PATRIC	CDS	85489834	9615	10295	-	681		DedA protein	GV06
GV07|SEQ01132	clust_0443	VBIGarVag249177_1132	Gardnerella vaginalis 1500E	ADES01000027	PATRIC	CDS	85493959	27850	28518	+	669		DedA protein	GV07
GV08|SEQ00185	clust_0443	VBIGarVag251521_0185	Gardnerella vaginalis 284V	ADEL01000002	PATRIC	CDS	85474754	18332	19012	+	681		DedA protein	GV08
GV09|SEQ00629	clust_0443	VBIGarVag169280_0629	Gardnerella vaginalis 315-A	AFDI01000006	PATRIC	CDS	55260447	393744	394424	-	681		DedA protein	GV09
GV10|SEQ00190	clust_0443	VBIGarVag136958_0190	Gardnerella vaginalis 409-05	NC_013721	PATRIC	CDS	32146402	233856	234542	-	687		DedA protein	GV10
GV11|SEQ01110	clust_0443	VBIGarVag171052_1110	Gardnerella vaginalis 41V	AEJE01000065	PATRIC	CDS	52550611	54373	55125	-	753		DedA protein	GV11
GV12|SEQ00728	clust_0443	VBIGarVag144721_0728	Gardnerella vaginalis 5-1	NZ_ADAN01000005	PATRIC	CDS	37854161	269825	270511	-	687		DedA protein	GV12
GV13|SEQ00544	clust_0443	VBIGarVag244533_0544	Gardnerella vaginalis 55152	ADEQ01000009	PATRIC	CDS	85487058	43366	44046	+	681		DedA protein	GV13
GV14|SEQ00146	clust_0443	VBIGarVag244375_0146	Gardnerella vaginalis 6119V5	ADEW01000002	PATRIC	CDS	85502119	137238	137906	+	669		DedA protein	GV14
GV15|SEQ00479	clust_0443	VBIGarVag249709_0479	Gardnerella vaginalis 6420B	ADEP01000005	PATRIC	CDS	85484488	218276	218962	+	687		DedA protein	GV15
GV16|SEQ01281	clust_0443	VBIGarVag246379_1281	Gardnerella vaginalis 75712	ADEM01000003	PATRIC	CDS	85479763	1507751	1508503	-	753		DedA protein	GV16
GV17|SEQ00402	clust_0443	VBIGarVag146634_0402	Gardnerella vaginalis AMD	NZ_ADAM01000002	PATRIC	CDS	37850831	390655	391341	+	687		DedA protein	GV17
GV18|SEQ00801	clust_0443	VBIGarVag4823_0801	Gardnerella vaginalis ATCC 14018 = JCM 11026	NZ_ADNB01000129	PATRIC	CDS	42070399	8053	8805	+	753		DedA protein	GV18
