cds_id	ortho_id	locus_tag	genome_name	accession	annotation	feature_type	na_feature_id	start_max	end_min	strand	na_length	gene	product	id_short
GV01|SEQ01123	clust_0627	VBIGarVag247323_1123	Gardnerella vaginalis 00703Bmash	ADET01000013	PATRIC	CDS	85496448	131864	133000	-	1137		Osmosensitive K+ channel histidine kinase KdpD (EC 2.7.3.-)	GV01
GV02|SEQ00314	clust_0627	VBIGarVag242669_0314	Gardnerella vaginalis 00703C2mash	ADEU01000006	PATRIC	CDS	85497403	116438	117574	+	1137		Osmosensitive K+ channel histidine kinase KdpD (EC 2.7.3.-)	GV02
GV03|SEQ00653	clust_0627	VBIGarVag247424_0653	Gardnerella vaginalis 00703Dmash	ADEV01000008	PATRIC	CDS	85500730	12095	13204	+	1110		Osmosensitive K+ channel histidine kinase KdpD (EC 2.7.3.-)	GV03
GV04|SEQ00850	clust_0627	VBIGarVag246433_0850	Gardnerella vaginalis 0288E	ADEN01000007	PATRIC	CDS	85481599	188299	189432	-	1134		Osmosensitive K+ channel histidine kinase KdpD (EC 2.7.3.-)	GV04
GV05|SEQ00779	clust_0627	VBIGarVag174900_0779	Gardnerella vaginalis 101	AEJD01000006	PATRIC	CDS	52547317	412921	414030	-	1110		Osmosensitive K+ channel histidine kinase KdpD (EC 2.7.3.-)	GV05
GV06|SEQ00076	clust_0627	VBIGarVag244004_0076	Gardnerella vaginalis 1400E	ADER01000001	PATRIC	CDS	85488857	83625	84758	-	1134		Osmosensitive K+ channel histidine kinase KdpD (EC 2.7.3.-)	GV06
GV07|SEQ00538	clust_0627	VBIGarVag249177_0538	Gardnerella vaginalis 1500E	ADES01000011	PATRIC	CDS	85492718	70	1179	-	1110		Osmosensitive K+ channel histidine kinase KdpD (EC 2.7.3.-)	GV07
GV08|SEQ00685	clust_0627	VBIGarVag251521_0685	Gardnerella vaginalis 284V	ADEL01000009	PATRIC	CDS	85475796	34663	35796	+	1134		Osmosensitive K+ channel histidine kinase KdpD (EC 2.7.3.-)	GV08
GV09|SEQ00709	clust_0627	VBIGarVag169280_0709	Gardnerella vaginalis 315-A	AFDI01000008	PATRIC	CDS	55260613	57212	58345	-	1134		Osmosensitive K+ channel histidine kinase KdpD (EC 2.7.3.-)	GV09
GV10|SEQ00523	clust_0627	VBIGarVag136958_0523	Gardnerella vaginalis 409-05	NC_013721	PATRIC	CDS	32147098	651749	652924	-	1176		Osmosensitive K+ channel histidine kinase KdpD (EC 2.7.3.-)	GV10
GV11|SEQ00962	clust_0627	VBIGarVag171052_0962	Gardnerella vaginalis 41V	AEJE01000056	PATRIC	CDS	52550304	42622	43755	+	1134		Osmosensitive K+ channel histidine kinase KdpD (EC 2.7.3.-)	GV11
GV12|SEQ01101	clust_0627	VBIGarVag144721_1101	Gardnerella vaginalis 5-1	NZ_ADAN01000007	PATRIC	CDS	37854939	100306	101481	-	1176		Osmosensitive K+ channel histidine kinase KdpD (EC 2.7.3.-)	GV12
GV13|SEQ00874	clust_0627	VBIGarVag244533_0874	Gardnerella vaginalis 55152	ADEQ01000011	PATRIC	CDS	85487749	3835	4959	+	1125		Osmosensitive K+ channel histidine kinase KdpD (EC 2.7.3.-)	GV13
GV14|SEQ00242	clust_0627	VBIGarVag244375_0242	Gardnerella vaginalis 6119V5	ADEW01000003	PATRIC	CDS	85502319	37921	39030	-	1110		Osmosensitive K+ channel histidine kinase KdpD (EC 2.7.3.-)	GV14
GV15|SEQ01113	clust_0627	VBIGarVag249709_1113	Gardnerella vaginalis 6420B	ADEP01000014	PATRIC	CDS	85485827	3996	5171	+	1176		Osmosensitive K+ channel histidine kinase KdpD (EC 2.7.3.-)	GV15
GV16|SEQ00646	clust_0627	VBIGarVag246379_0646	Gardnerella vaginalis 75712	ADEM01000003	PATRIC	CDS	85478441	703325	704449	-	1125		Osmosensitive K+ channel histidine kinase KdpD (EC 2.7.3.-)	GV16
GV17|SEQ01029	clust_0627	VBIGarVag146634_1029	Gardnerella vaginalis AMD	NZ_ADAM01000009	PATRIC	CDS	37852152	192324	193499	+	1176		Osmosensitive K+ channel histidine kinase KdpD (EC 2.7.3.-)	GV17
GV18|SEQ00744	clust_0627	VBIGarVag4823_0744	Gardnerella vaginalis ATCC 14018 = JCM 11026	NZ_ADNB01000124	PATRIC	CDS	42070277	14213	15337	+	1125		Osmosensitive K+ channel histidine kinase KdpD (EC 2.7.3.-)	GV18
GV19|SEQ00980	clust_0627	VBIGarVag39333_0981	Gardnerella vaginalis ATCC 14019	NC_014644	PATRIC	CDS	42628871	1212556	1213689	+	1134		Osmosensitive K+ channel histidine kinase KdpD (EC 2.7.3.-)	GV19
GV20|SEQ00577	clust_0627	VBIGarVag188338_0577	Gardnerella vaginalis HMP9231	CP002725	PATRIC	CDS	54189968	688645	689769	-	1125		Osmosensitive K+ channel histidine kinase KdpD (EC 2.7.3.-)	GV20
GV21|SEQ00436	clust_0627	VBIGarVag274454_0437	Gardnerella vaginalis JCP7275	ATJS01000022	PATRIC	CDS	183967539	27562	28695	-	1134		Osmosensitive K+ channel histidine kinase KdpD (EC 2.7.3.-)	GV21
GV22|SEQ00339	clust_0627	VBIGarVag276801_0340	Gardnerella vaginalis JCP7276	ATJR01000009	PATRIC	CDS	183970095	57938	59071	-	1134		Osmosensitive K+ channel histidine kinase KdpD (EC 2.7.3.-)	GV22
GV23|SEQ00555	clust_0627	VBIGarVag276017_0555	Gardnerella vaginalis JCP7659	ATJQ01000042	PATRIC	CDS	183973468	14946	16094	+	1149		Osmosensitive K+ channel histidine kinase KdpD (EC 2.7.3.-)	GV23
GV24|SEQ00884	clust_0627	VBIGarVag268944_0885	Gardnerella vaginalis JCP7672	ATJP01000081	PATRIC	CDS	183976990	22896	24029	+	1134		Osmosensitive K+ channel histidine kinase KdpD (EC 2.7.3.-)	GV24
GV25|SEQ00529	clust_0627	VBIGarVag270495_0529	Gardnerella vaginalis JCP7719	ATJO01000043	PATRIC	CDS	183978994	14429	15565	+	1137		Osmosensitive K+ channel histidine kinase KdpD (EC 2.7.3.-)	GV25
GV26|SEQ01210	clust_0627	VBIGarVag272749_1210	Gardnerella vaginalis JCP8017A	ATJN01000134	PATRIC	CDS	183983364	26752	27888	-	1137		Osmosensitive K+ channel histidine kinase KdpD (EC 2.7.3.-)	GV26
