cds_id	ortho_id	locus_tag	genome_name	accession	annotation	feature_type	na_feature_id	start_max	end_min	strand	na_length	gene	product	id_short
GV01|SEQ00333	clust_0193	VBIGarVag247323_0333	Gardnerella vaginalis 00703Bmash	ADET01000005	PATRIC	CDS	85494803	30793	31788	+	996		Permease of the drug/metabolite transporter (DMT) superfamily	GV01
GV02|SEQ00722	clust_0193	VBIGarVag242669_0722	Gardnerella vaginalis 00703C2mash	ADEU01000012	PATRIC	CDS	85498270	53365	54360	-	996		Permease of the drug/metabolite transporter (DMT) superfamily	GV02
GV03|SEQ01025	clust_0193	VBIGarVag247424_1025	Gardnerella vaginalis 00703Dmash	ADEV01000009	PATRIC	CDS	85501500	396790	397743	-	954		Permease of the drug/metabolite transporter (DMT) superfamily	GV03
GV04|SEQ00871	clust_0193	VBIGarVag246433_0871	Gardnerella vaginalis 0288E	ADEN01000007	PATRIC	CDS	85481646	209475	210470	+	996		Permease of the drug/metabolite transporter (DMT) superfamily	GV04
GV05|SEQ01138	clust_0193	VBIGarVag174900_1138	Gardnerella vaginalis 101	AEJD01000033	PATRIC	CDS	52548114	3366	4319	-	954		Permease of the drug/metabolite transporter (DMT) superfamily	GV05
GV06|SEQ00701	clust_0193	VBIGarVag244004_0701	Gardnerella vaginalis 1400E	ADER01000019	PATRIC	CDS	85490189	17149	18144	-	996		Permease of the drug/metabolite transporter (DMT) superfamily	GV06
GV07|SEQ00263	clust_0193	VBIGarVag249177_0263	Gardnerella vaginalis 1500E	ADES01000005	PATRIC	CDS	85492139	52941	53894	+	954		Permease of the drug/metabolite transporter (DMT) superfamily	GV07
GV08|SEQ00664	clust_0193	VBIGarVag251521_0664	Gardnerella vaginalis 284V	ADEL01000009	PATRIC	CDS	85475750	11215	12210	-	996		Permease of the drug/metabolite transporter (DMT) superfamily	GV08
GV09|SEQ00728	clust_0193	VBIGarVag169280_0728	Gardnerella vaginalis 315-A	AFDI01000008	PATRIC	CDS	55260655	78391	79386	+	996		Permease of the drug/metabolite transporter (DMT) superfamily	GV09
GV10|SEQ00875	clust_0193	VBIGarVag136958_0875	Gardnerella vaginalis 409-05	NC_013721	PATRIC	CDS	32147826	1138733	1139740	-	1008		Permease of the drug/metabolite transporter (DMT) superfamily	GV10
GV11|SEQ00943	clust_0193	VBIGarVag171052_0943	Gardnerella vaginalis 41V	AEJE01000056	PATRIC	CDS	52550261	21989	22984	-	996		Permease of the drug/metabolite transporter (DMT) superfamily	GV11
