cds_id	ortho_id	locus_tag	genome_name	accession	annotation	feature_type	na_feature_id	start_max	end_min	strand	na_length	gene	product	id_short
GV01|SEQ00003	clust_1034	VBIGarVag247323_0003	Gardnerella vaginalis 00703Bmash	ADET01000001	PATRIC	CDS	85494098	3307	4506	+	1200		FIG00672189: hypothetical protein	GV01
GV02|SEQ00788	clust_1034	VBIGarVag242669_0788	Gardnerella vaginalis 00703C2mash	ADEU01000015	PATRIC	CDS	85498413	54691	55890	-	1200		FIG00672189: hypothetical protein	GV02
GV03|SEQ00084	clust_1034	VBIGarVag247424_0084	Gardnerella vaginalis 00703Dmash	ADEV01000003	PATRIC	CDS	85499535	122501	123574	-	1074		FIG00672189: hypothetical protein	GV03
GV05|SEQ01067	clust_1034	VBIGarVag174900_1067	Gardnerella vaginalis 101	AEJD01000007	PATRIC	CDS	52547918	3794	4966	+	1173		FIG00814575: hypothetical protein	GV05
GV07|SEQ00982	clust_1034	VBIGarVag249177_0982	Gardnerella vaginalis 1500E	ADES01000017	PATRIC	CDS	85493641	22634	23836	-	1203		FIG00672189: hypothetical protein	GV07
GV10|SEQ01094	clust_1034	VBIGarVag136958_1094	Gardnerella vaginalis 409-05	NC_013721	PATRIC	CDS	32148280	1474878	1475957	-	1080		FIG00672189: hypothetical protein	GV10
GV12|SEQ00506	clust_1034	VBIGarVag144721_0506	Gardnerella vaginalis 5-1	NZ_ADAN01000003	PATRIC	CDS	37853695	582735	583934	-	1200		FIG00672189: hypothetical protein	GV12
GV14|SEQ00025	clust_1034	VBIGarVag244375_0025	Gardnerella vaginalis 6119V5	ADEW01000001	PATRIC	CDS	85501865	28222	29295	-	1074		FIG00814575: hypothetical protein	GV14
GV15|SEQ00832	clust_1034	VBIGarVag249709_0832	Gardnerella vaginalis 6420B	ADEP01000009	PATRIC	CDS	85485231	5614	6816	+	1203		FIG00672189: hypothetical protein	GV15
GV16|SEQ01311	clust_1034	VBIGarVag246379_1311	Gardnerella vaginalis 75712	ADEM01000003	PATRIC	CDS	85479827	1548462	1549661	-	1200		FIG00672189: hypothetical protein	GV16
GV17|SEQ00660	clust_1034	VBIGarVag146634_0660	Gardnerella vaginalis AMD	NZ_ADAM01000006	PATRIC	CDS	37851381	5533	6735	+	1203		FIG00672189: hypothetical protein	GV17
GV20|SEQ01216	clust_1034	VBIGarVag188338_1216	Gardnerella vaginalis HMP9231	CP002725	PATRIC	CDS	54191302	1518498	1519697	-	1200		FIG00672189: hypothetical protein	GV20
GV23|SEQ00434	clust_1034	VBIGarVag276017_0434	Gardnerella vaginalis JCP7659	ATJQ01000032	PATRIC	CDS	183973208	2433	3632	-	1200		FIG00672189: hypothetical protein	GV23
GV25|SEQ00418	clust_1034	VBIGarVag270495_0418	Gardnerella vaginalis JCP7719	ATJO01000032	PATRIC	CDS	183978757	4145	5344	+	1200		FIG00672189: hypothetical protein	GV25
GV26|SEQ00236	clust_1034	VBIGarVag272749_0236	Gardnerella vaginalis JCP8017A	ATJN01000010	PATRIC	CDS	183981229	2474	3673	-	1200		FIG00672189: hypothetical protein	GV26
GV27|SEQ00552	clust_1034	VBIGarVag276930_0552	Gardnerella vaginalis JCP8017B	ATJM01000019	PATRIC	CDS	183984869	3941	5140	+	1200		FIG00672189: hypothetical protein	GV27
GV28|SEQ01091	clust_1034	VBIGarVag271349_1091	Gardnerella vaginalis JCP8066	ATJL01000148	PATRIC	CDS	183989050	3592	4668	+	1077		hypothetical protein	GV28
GV29|SEQ01081	clust_1034	VBIGarVag265473_1081	Gardnerella vaginalis JCP8070	ATJK01000112	PATRIC	CDS	183991706	3325	4524	+	1200		FIG00672189: hypothetical protein	GV29
GV31|SEQ01235	clust_1034	VBIGarVag264983_1235	Gardnerella vaginalis JCP8151A	ATJI01000172	PATRIC	CDS	183997748	3592	4668	+	1077		hypothetical protein	GV31
GV32|SEQ01020	clust_1034	VBIGarVag277040_1020	Gardnerella vaginalis JCP8151B	ATJH01000135	PATRIC	CDS	184000074	3597	4673	+	1077		hypothetical protein	GV32
GV33|SEQ00661	clust_1034	VBIGarVag265557_0661	Gardnerella vaginalis JCP8481A	ATJG01000062	PATRIC	CDS	184002077	3857	5059	+	1203		FIG00672189: hypothetical protein	GV33
GV34|SEQ00329	clust_1034	VBIGarVag270440_0329	Gardnerella vaginalis JCP8481B	ATJF01000023	PATRIC	CDS	184004206	3857	5059	+	1203		FIG00672189: hypothetical protein	GV34
GV35|SEQ01136	clust_1034	VBIGarVag272169_1136	Gardnerella vaginalis JCP8522	ATJE01000166	PATRIC	CDS	184008788	3267	4466	+	1200		FIG00672189: hypothetical protein	GV35
