cds_id	ortho_id	locus_tag	genome_name	accession	annotation	feature_type	na_feature_id	start_max	end_min	strand	na_length	gene	product	id_short
GV01|SEQ01121	clust_0626	VBIGarVag247323_1121	Gardnerella vaginalis 00703Bmash	ADET01000013	PATRIC	CDS	85496444	130168	130980	+	813		Phosphoglucomutase (EC 5.4.2.2)	GV01
GV02|SEQ00316	clust_0626	VBIGarVag242669_0316	Gardnerella vaginalis 00703C2mash	ADEU01000006	PATRIC	CDS	85497408	118445	119257	-	813		Phosphoglucomutase (EC 5.4.2.2)	GV02
GV03|SEQ00655	clust_0626	VBIGarVag247424_0655	Gardnerella vaginalis 00703Dmash	ADEV01000008	PATRIC	CDS	85500734	14214	15035	-	822		Phosphoglucomutase (EC 5.4.2.2)	GV03
GV04|SEQ00848	clust_0626	VBIGarVag246433_0848	Gardnerella vaginalis 0288E	ADEN01000007	PATRIC	CDS	85481595	186569	187387	+	819		Phosphoglucomutase (EC 5.4.2.2)	GV04
GV05|SEQ00777	clust_0626	VBIGarVag174900_0777	Gardnerella vaginalis 101	AEJD01000006	PATRIC	CDS	52547313	411090	411911	+	822		Phosphoglucomutase (EC 5.4.2.2)	GV05
GV06|SEQ00074	clust_0626	VBIGarVag244004_0074	Gardnerella vaginalis 1400E	ADER01000001	PATRIC	CDS	85488853	81852	82670	+	819		Phosphoglucomutase (EC 5.4.2.2)	GV06
GV07|SEQ00632	clust_0626	VBIGarVag249177_0632	Gardnerella vaginalis 1500E	ADES01000012	PATRIC	CDS	85492916	941	1762	-	822		Phosphoglucomutase (EC 5.4.2.2)	GV07
GV08|SEQ00687	clust_0626	VBIGarVag251521_0687	Gardnerella vaginalis 284V	ADEL01000009	PATRIC	CDS	85475800	36708	37526	-	819		Phosphoglucomutase (EC 5.4.2.2)	GV08
GV09|SEQ00707	clust_0626	VBIGarVag169280_0707	Gardnerella vaginalis 315-A	AFDI01000008	PATRIC	CDS	55260609	55482	56300	+	819		Phosphoglucomutase (EC 5.4.2.2)	GV09
GV10|SEQ00521	clust_0626	VBIGarVag136958_0521	Gardnerella vaginalis 409-05	NC_013721	PATRIC	CDS	32147094	649946	650767	+	822		Phosphoglucomutase (EC 5.4.2.2)	GV10
