cds_id	ortho_id	locus_tag	genome_name	accession	annotation	feature_type	na_feature_id	start_max	end_min	strand	na_length	gene	product	id_short
GV01|SEQ00179	clust_0938	VBIGarVag247323_0179	Gardnerella vaginalis 00703Bmash	ADET01000002	PATRIC	CDS	85494466	49016	50584	-	1569		Duplicated ATPase component YkoD of energizing module of thiamin-regulated ECF transporter for HydroxyMethylPyrimidine	GV01
GV02|SEQ00451	clust_0938	VBIGarVag242669_0451	Gardnerella vaginalis 00703C2mash	ADEU01000008	PATRIC	CDS	85497691	39185	40753	-	1569		Duplicated ATPase component YkoD of energizing module of thiamin-regulated ECF transporter for HydroxyMethylPyrimidine	GV02
GV04|SEQ01300	clust_0938	VBIGarVag246433_1300	Gardnerella vaginalis 0288E	ADEN01000013	PATRIC	CDS	85482540	53081	54658	-	1578		Duplicated ATPase component YkoD of energizing module of thiamin-regulated ECF transporter for HydroxyMethylPyrimidine	GV04
GV06|SEQ00857	clust_0938	VBIGarVag244004_0857	Gardnerella vaginalis 1400E	ADER01000020	PATRIC	CDS	85490519	218600	220177	+	1578		Duplicated ATPase component YkoD of energizing module of thiamin-regulated ECF transporter for HydroxyMethylPyrimidine	GV06
GV08|SEQ00417	clust_0938	VBIGarVag251521_0417	Gardnerella vaginalis 284V	ADEL01000003	PATRIC	CDS	85475239	266332	267909	+	1578		Duplicated ATPase component YkoD of energizing module of thiamin-regulated ECF transporter for HydroxyMethylPyrimidine	GV08
GV09|SEQ00393	clust_0938	VBIGarVag169280_0393	Gardnerella vaginalis 315-A	AFDI01000006	PATRIC	CDS	55259954	88493	90070	-	1578		Duplicated ATPase component YkoD of energizing module of thiamin-regulated ECF transporter for HydroxyMethylPyrimidine	GV09
GV11|SEQ01292	clust_0938	VBIGarVag171052_1292	Gardnerella vaginalis 41V	AEJE01000070	PATRIC	CDS	52551013	61075	62652	-	1578		Duplicated ATPase component YkoD of energizing module of thiamin-regulated ECF transporter for HydroxyMethylPyrimidine	GV11
GV13|SEQ00738	clust_0938	VBIGarVag244533_0738	Gardnerella vaginalis 55152	ADEQ01000010	PATRIC	CDS	85487462	194378	195955	-	1578		Duplicated ATPase component YkoD of energizing module of thiamin-regulated ECF transporter for HydroxyMethylPyrimidine	GV13
GV16|SEQ01043	clust_0938	VBIGarVag246379_1043	Gardnerella vaginalis 75712	ADEM01000003	PATRIC	CDS	85479266	1205510	1207087	-	1578		Duplicated ATPase component YkoD of energizing module of thiamin-regulated ECF transporter for HydroxyMethylPyrimidine	GV16
GV18|SEQ01169	clust_0938	VBIGarVag4823_1169	Gardnerella vaginalis ATCC 14018 = JCM 11026	NZ_ADNB01000143	PATRIC	CDS	42071173	16830	18419	+	1590		Duplicated ATPase component YkoD of energizing module of thiamin-regulated ECF transporter for HydroxyMethylPyrimidine	GV18
