cds_id	ortho_id	locus_tag	genome_name	accession	annotation	feature_type	na_feature_id	start_max	end_min	strand	na_length	gene	product	id_short
GV01|SEQ00872	clust_0430	VBIGarVag247323_0872	Gardnerella vaginalis 00703Bmash	ADET01000012	PATRIC	CDS	85495913	90281	90994	+	714		Endonuclease III (EC 4.2.99.18)	GV01
GV02|SEQ01187	clust_0430	VBIGarVag242669_1187	Gardnerella vaginalis 00703C2mash	ADEU01000021	PATRIC	CDS	85499251	170822	171535	-	714		Endonuclease III (EC 4.2.99.18)	GV02
GV03|SEQ00285	clust_0430	VBIGarVag247424_0285	Gardnerella vaginalis 00703Dmash	ADEV01000004	PATRIC	CDS	85499953	238322	238993	+	672		Endonuclease III (EC 4.2.99.18)	GV03
GV04|SEQ00065	clust_0430	VBIGarVag246433_0065	Gardnerella vaginalis 0288E	ADEN01000001	PATRIC	CDS	85479978	66919	67620	-	702		Endonuclease III (EC 4.2.99.18)	GV04
GV05|SEQ00386	clust_0430	VBIGarVag174900_0386	Gardnerella vaginalis 101	AEJD01000005	PATRIC	CDS	52546497	236820	237491	+	672		Endonuclease III (EC 4.2.99.18)	GV05
GV06|SEQ00613	clust_0430	VBIGarVag244004_0613	Gardnerella vaginalis 1400E	ADER01000017	PATRIC	CDS	85490007	61691	62392	-	702		Endonuclease III (EC 4.2.99.18)	GV06
GV07|SEQ01154	clust_0430	VBIGarVag249177_1154	Gardnerella vaginalis 1500E	ADES01000027	PATRIC	CDS	85494009	60189	60860	-	672		Endonuclease III (EC 4.2.99.18)	GV07
GV08|SEQ01160	clust_0430	VBIGarVag251521_1160	Gardnerella vaginalis 284V	ADEL01000011	PATRIC	CDS	85476769	268660	269361	+	702		Endonuclease III (EC 4.2.99.18)	GV08
GV09|SEQ01192	clust_0430	VBIGarVag169280_1192	Gardnerella vaginalis 315-A	AFDI01000013	PATRIC	CDS	55261613	55162	55845	+	684	nth	Endonuclease III (EC 4.2.99.18)	GV09
GV10|SEQ00175	clust_0430	VBIGarVag136958_0175	Gardnerella vaginalis 409-05	NC_013721	PATRIC	CDS	32146366	211640	212314	+	675	nth	Endonuclease III (EC 4.2.99.18)	GV10
GV11|SEQ01165	clust_0430	VBIGarVag171052_1165	Gardnerella vaginalis 41V	AEJE01000067	PATRIC	CDS	52550739	38404	39105	-	702		Endonuclease III (EC 4.2.99.18)	GV11
