cds_id	na_feature_id	locus_tag	seq_id	id_full	id_short	genome_name	accession	annotation	feature_type	gene	product	figfam_id	anno_type	ortho_id
GV01|SEQ00487	85495119	VBIGarVag247323_0487	SEQ00487	Gardnerella vaginalis 00703Bmash	GV01	Gardnerella vaginalis 00703Bmash	ADET01000005	PATRIC	CDS	NA	FIG025307: hypothetical protein	FIG00025307	figfam	clust_0096
GV02|SEQ00885	85498613	VBIGarVag242669_0885	SEQ00885	Gardnerella vaginalis 00703C2mash	GV02	Gardnerella vaginalis 00703C2mash	ADEU01000016	PATRIC	CDS	NA	FIG025307: hypothetical protein	FIG00025307	figfam	clust_0096
GV03|SEQ00876	85501195	VBIGarVag247424_0876	SEQ00876	Gardnerella vaginalis 00703Dmash	GV03	Gardnerella vaginalis 00703Dmash	ADEV01000009	PATRIC	CDS	NA	FIG025307: hypothetical protein	FIG00025307	figfam	clust_0096
GV04|SEQ01013	85481938	VBIGarVag246433_1013	SEQ01013	Gardnerella vaginalis 0288E	GV04	Gardnerella vaginalis 0288E	ADEN01000007	PATRIC	CDS	NA	FIG025307: hypothetical protein	FIG00025307	figfam	clust_0096
GV05|SEQ00921	52547620	VBIGarVag174900_0921	SEQ00921	Gardnerella vaginalis 101	GV05	Gardnerella vaginalis 101	AEJD01000006	PATRIC	CDS	NA	FIG025307: hypothetical protein	FIG00025307	figfam	clust_0096
GV06|SEQ01236	85491299	VBIGarVag244004_1236	SEQ01236	Gardnerella vaginalis 1400E	GV06	Gardnerella vaginalis 1400E	ADER01000028	PATRIC	CDS	NA	FIG025307: hypothetical protein	FIG00025307	figfam	clust_0096
GV07|SEQ00205	85492006	VBIGarVag249177_0205	SEQ00205	Gardnerella vaginalis 1500E	GV07	Gardnerella vaginalis 1500E	ADES01000004	PATRIC	CDS	NA	FIG025307: hypothetical protein	FIG00025307	figfam	clust_0096
GV08|SEQ00031	85474427	VBIGarVag251521_0031	SEQ00031	Gardnerella vaginalis 284V	GV08	Gardnerella vaginalis 284V	ADEL01000001	PATRIC	CDS	NA	FIG025307: hypothetical protein	FIG00025307	figfam	clust_0096
GV09|SEQ00870	55260947	VBIGarVag169280_0870	SEQ00870	Gardnerella vaginalis 315-A	GV09	Gardnerella vaginalis 315-A	AFDI01000008	PATRIC	CDS	NA	FIG025307: hypothetical protein	FIG00025307	figfam	clust_0096
GV10|SEQ00697	32147464	VBIGarVag136958_0697	SEQ00697	Gardnerella vaginalis 409-05	GV10	Gardnerella vaginalis 409-05	NC_013721	PATRIC	CDS	NA	FIG025307: hypothetical protein	FIG00025307	figfam	clust_0096
