cds_id	locus_tag	genome_name	accession	annotation	feature_type	na_feature_id	start_max	end_min	strand	na_length	gene	product	id_short	ortho_id
DEN1|SEQ00003	VBIBifDen165269_0003	Bifidobacterium dentium ATCC 27679	NZ_GL405225	PATRIC	CDS	43458867	2402	2518	-	117		hypothetical protein	DEN1	clust_4698
DEN1|SEQ00013	VBIBifDen165269_0013	Bifidobacterium dentium ATCC 27679	NZ_GL405225	PATRIC	CDS	43458887	10503	11507	-	1005		hypothetical protein	DEN1	clust_4699
DEN1|SEQ00014	VBIBifDen165269_0014	Bifidobacterium dentium ATCC 27679	NZ_GL405225	PATRIC	CDS	43458889	11785	12441	-	657		response regulator receiver	DEN1	clust_4333
DEN1|SEQ00015	VBIBifDen165269_0015	Bifidobacterium dentium ATCC 27679	NZ_GL405225	PATRIC	CDS	43458891	14432	14650	+	219		hypothetical protein	DEN1	clust_4700
DEN1|SEQ00016	VBIBifDen165269_0016	Bifidobacterium dentium ATCC 27679	NZ_GL405225	PATRIC	CDS	43458893	14827	15312	+	486		hypothetical protein	DEN1	clust_4701
DEN1|SEQ00018	VBIBifDen165269_0018	Bifidobacterium dentium ATCC 27679	NZ_GL405225	PATRIC	CDS	43458897	16232	17104	+	873		hypothetical protein	DEN1	clust_4702
DEN1|SEQ00019	VBIBifDen165269_0019	Bifidobacterium dentium ATCC 27679	NZ_GL405225	PATRIC	CDS	43458899	17255	17386	+	132		hypothetical protein	DEN1	clust_4703
DEN1|SEQ00063	VBIBifDen165269_0063	Bifidobacterium dentium ATCC 27679	NZ_GL405225	PATRIC	CDS	43461371	1400737	1400979	+	243		hypothetical protein	DEN1	clust_4704
DEN1|SEQ00066	VBIBifDen165269_0066	Bifidobacterium dentium ATCC 27679	NZ_GL405225	PATRIC	CDS	43461383	1404528	1404812	+	285		hypothetical protein	DEN1	clust_4705
DEN1|SEQ00080	VBIBifDen165269_0080	Bifidobacterium dentium ATCC 27679	NZ_GL405225	PATRIC	CDS	43461413	1421339	1421464	+	126		hypothetical protein	DEN1	clust_4706
DEN1|SEQ00081	VBIBifDen165269_0081	Bifidobacterium dentium ATCC 27679	NZ_GL405225	PATRIC	CDS	43461415	1421991	1422797	+	807		hypothetical protein	DEN1	clust_4707
DEN1|SEQ00091	VBIBifDen165269_0091	Bifidobacterium dentium ATCC 27679	NZ_GL405225	PATRIC	CDS	43461435	1434144	1434299	+	156		hypothetical protein	DEN1	clust_4708
DEN1|SEQ00096	VBIBifDen165269_0096	Bifidobacterium dentium ATCC 27679	NZ_GL405225	PATRIC	CDS	43461445	1439533	1439658	-	126		hypothetical protein	DEN1	clust_4709
DEN1|SEQ00136	VBIBifDen165269_0137	Bifidobacterium dentium ATCC 27679	NZ_GL405225	PATRIC	CDS	43461527	1483846	1484100	+	255		FIG01254019: hypothetical protein	DEN1	clust_4710
DEN1|SEQ00153	VBIBifDen165269_0154	Bifidobacterium dentium ATCC 27679	NZ_GL405225	PATRIC	CDS	43461561	1504419	1505342	+	924		Beta-lactamase class C and other penicillin binding proteins	DEN1	clust_4711
DEN1|SEQ00169	VBIBifDen165269_0170	Bifidobacterium dentium ATCC 27679	NZ_GL405225	PATRIC	CDS	43461593	1523509	1523649	+	141		hypothetical protein	DEN1	clust_4712
DEN1|SEQ00171	VBIBifDen165269_0172	Bifidobacterium dentium ATCC 27679	NZ_GL405225	PATRIC	CDS	43461597	1525023	1525454	-	432		hypothetical protein	DEN1	clust_4713
DEN1|SEQ00172	VBIBifDen165269_0173	Bifidobacterium dentium ATCC 27679	NZ_GL405225	PATRIC	CDS	43461599	1525464	1526507	-	1044	srtB4	Sortase A, LPXTG specific	DEN1	clust_4714
DEN1|SEQ00174	VBIBifDen165269_0175	Bifidobacterium dentium ATCC 27679	NZ_GL405225	PATRIC	CDS	43461603	1528540	1531602	-	3063		hypothetical protein	DEN1	clust_3996
DEN1|SEQ00176	VBIBifDen165269_0177	Bifidobacterium dentium ATCC 27679	NZ_GL405225	PATRIC	CDS	43461613	1533340	1533477	+	138		hypothetical protein	DEN1	clust_4715
DEN1|SEQ00178	VBIBifDen165269_0179	Bifidobacterium dentium ATCC 27679	NZ_GL405225	PATRIC	CDS	43461617	1534649	1535242	+	594		hypothetical protein	DEN1	clust_4716
DEN1|SEQ00196	VBIBifDen165269_0197	Bifidobacterium dentium ATCC 27679	NZ_GL405225	PATRIC	CDS	43461659	1556792	1557067	+	276		hypothetical protein	DEN1	clust_4717
DEN1|SEQ00197	VBIBifDen165269_0198	Bifidobacterium dentium ATCC 27679	NZ_GL405225	PATRIC	CDS	43461661	1557132	1558487	-	1356		hypothetical protein	DEN1	clust_4718
DEN1|SEQ00198	VBIBifDen165269_0199	Bifidobacterium dentium ATCC 27679	NZ_GL405225	PATRIC	CDS	43461663	1558480	1559199	-	720		two-component response regulator	DEN1	clust_4719
DEN1|SEQ00200	VBIBifDen165269_0201	Bifidobacterium dentium ATCC 27679	NZ_GL405225	PATRIC	CDS	43461667	1560613	1560732	-	120		hypothetical protein	DEN1	clust_4720
