cds_id	locus_tag	genome_name	accession	annotation	feature_type	na_feature_id	start_max	end_min	strand	na_length	gene	product	id_short	ortho_id
BRE1|SEQ00009	VBIBifBre340958_0009	Bifidobacterium breve 12L	CP006711	PATRIC	CDS	268601932	11932	12219	-	288		Lactose and galactose permease, GPH translocator family	BRE1	clust_2071
BRE1|SEQ00032	VBIBifBre340958_0032	Bifidobacterium breve 12L	CP006711	PATRIC	CDS	268601982	38312	40519	+	2208		UDP-glucose 4-epimerase (EC 5.1.3.2)	BRE1	clust_2072
BRE1|SEQ00033	VBIBifBre340958_0033	Bifidobacterium breve 12L	CP006711	PATRIC	CDS	268601984	40516	41430	+	915		FIG00514510: hypothetical protein	BRE1	clust_2073
BRE1|SEQ00034	VBIBifBre340958_0034	Bifidobacterium breve 12L	CP006711	PATRIC	CDS	268601986	41427	43304	+	1878		FIG01225173: hypothetical protein	BRE1	clust_2074
BRE1|SEQ00035	VBIBifBre340958_0035	Bifidobacterium breve 12L	CP006711	PATRIC	CDS	268601988	43301	44719	+	1419		Glycosyl transferase, group 1 family protein	BRE1	clust_2075
BRE1|SEQ00036	VBIBifBre340958_0036	Bifidobacterium breve 12L	CP006711	PATRIC	CDS	268601990	44721	46268	+	1548		Probable transmembrane protein	BRE1	clust_2076
BRE1|SEQ00037	VBIBifBre340958_0037	Bifidobacterium breve 12L	CP006711	PATRIC	CDS	268601992	46272	48086	+	1815		FIG01031817: hypothetical protein	BRE1	clust_2077
BRE1|SEQ00038	VBIBifBre340958_0038	Bifidobacterium breve 12L	CP006711	PATRIC	CDS	268601994	48076	48900	+	825		FIG01032666: hypothetical protein	BRE1	clust_2078
BRE1|SEQ00039	VBIBifBre340958_0039	Bifidobacterium breve 12L	CP006711	PATRIC	CDS	268601996	48993	49643	+	651		FIG01032341: hypothetical protein	BRE1	clust_2079
BRE1|SEQ00040	VBIBifBre340958_0040	Bifidobacterium breve 12L	CP006711	PATRIC	CDS	268601998	49668	51914	+	2247		Sensory box/GGDEF family protein	BRE1	clust_2080
BRE1|SEQ00059	VBIBifBre340958_0059	Bifidobacterium breve 12L	CP006711	PATRIC	CDS	268602036	76523	76642	-	120		hypothetical protein	BRE1	clust_2081
BRE1|SEQ00149	VBIBifBre340958_0149	Bifidobacterium breve 12L	CP006711	PATRIC	CDS	268602223	195608	196426	+	819		hypothetical protein	BRE1	clust_2083
BRE1|SEQ00168	VBIBifBre340958_0168	Bifidobacterium breve 12L	CP006711	PATRIC	CDS	268602262	222931	223560	-	630		transcriptional regulator	BRE1	clust_2084
BRE1|SEQ00170	VBIBifBre340958_0170	Bifidobacterium breve 12L	CP006711	PATRIC	CDS	268602266	223979	224149	-	171		conserved domain protein	BRE1	clust_2085
BRE1|SEQ00181	VBIBifBre340958_0181	Bifidobacterium breve 12L	CP006711	PATRIC	CDS	268602288	235683	236867	+	1185		hypothetical protein	BRE1	clust_2086
BRE1|SEQ00202	VBIBifBre340958_0202	Bifidobacterium breve 12L	CP006711	PATRIC	CDS	268602337	264149	265840	+	1692		hypothetical protein	BRE1	clust_2087
BRE1|SEQ00289	VBIBifBre340958_0289	Bifidobacterium breve 12L	CP006711	PATRIC	CDS	268602520	365224	366516	-	1293		Putative regulatory protein	BRE1	clust_1618
BRE1|SEQ00303	VBIBifBre340958_0303	Bifidobacterium breve 12L	CP006711	PATRIC	CDS	268602548	379322	380020	-	699		hypothetical protein	BRE1	clust_2088
BRE1|SEQ00316	VBIBifBre340958_0316	Bifidobacterium breve 12L	CP006711	PATRIC	CDS	268602576	398687	399121	+	435		hypothetical protein	BRE1	clust_2089
BRE1|SEQ00317	VBIBifBre340958_0317	Bifidobacterium breve 12L	CP006711	PATRIC	CDS	268602578	399096	400505	+	1410		hypothetical protein	BRE1	clust_1637
BRE1|SEQ00357	VBIBifBre340958_0357	Bifidobacterium breve 12L	CP006711	PATRIC	CDS	268602662	443237	443440	+	204		hypothetical protein	BRE1	clust_2090
BRE1|SEQ00368	VBIBifBre340958_0368	Bifidobacterium breve 12L	CP006711	PATRIC	CDS	268602685	460552	460737	-	186		hypothetical protein	BRE1	clust_2092
BRE1|SEQ00451	VBIBifBre340958_0451	Bifidobacterium breve 12L	CP006711	PATRIC	CDS	268602857	574736	574858	-	123		hypothetical protein	BRE1	clust_2093
BRE1|SEQ00482	VBIBifBre340958_0482	Bifidobacterium breve 12L	CP006711	PATRIC	CDS	268602919	613220	613441	-	222		FIG00424891: hypothetical protein	BRE1	clust_2094
BRE1|SEQ00483	VBIBifBre340958_0483	Bifidobacterium breve 12L	CP006711	PATRIC	CDS	268602921	613691	613828	-	138		hypothetical protein	BRE1	clust_2095
BRE1|SEQ00486	VBIBifBre340958_0486	Bifidobacterium breve 12L	CP006711	PATRIC	CDS	268602929	615627	615812	-	186		hypothetical protein	BRE1	clust_2096
BRE1|SEQ00489	VBIBifBre340958_0489	Bifidobacterium breve 12L	CP006711	PATRIC	CDS	268602935	617382	617501	-	120		hypothetical protein	BRE1	clust_2097
BRE1|SEQ00494	VBIBifBre340958_0494	Bifidobacterium breve 12L	CP006711	PATRIC	CDS	268602945	620960	622579	+	1620		Dipeptide-binding ABC transporter, periplasmic substrate-binding component (TC 3.A.1.5.2)	BRE1	clust_2098
BRE1|SEQ00495	VBIBifBre340958_0495	Bifidobacterium breve 12L	CP006711	PATRIC	CDS	268602947	622734	623072	+	339		"Peptide methionine sulfoxide reductase MsrA / Peptide methionine sulfoxide reductase MsrB "	BRE1	clust_2099
BRE1|SEQ00524	VBIBifBre340958_0524	Bifidobacterium breve 12L	CP006711	PATRIC	CDS	268603005	650964	651119	-	156		voltage-gated potassium channel beta subunit	BRE1	clust_2100
BRE1|SEQ00551	VBIBifBre340958_0551	Bifidobacterium breve 12L	CP006711	PATRIC	CDS	268603062	680225	680437	-	213		FIG00424884: hypothetical protein	BRE1	clust_2101
BRE1|SEQ00559	VBIBifBre340958_0559	Bifidobacterium breve 12L	CP006711	PATRIC	CDS	268603078	687824	688096	-	273		4-carboxymuconolactone decarboxylase (EC 4.1.1.44)	BRE1	clust_2102
BRE1|SEQ00620	VBIBifBre340958_0620	Bifidobacterium breve 12L	CP006711	PATRIC	CDS	268603204	765706	765936	-	231		hypothetical protein	BRE1	clust_2103
BRE1|SEQ00654	VBIBifBre340958_0654	Bifidobacterium breve 12L	CP006711	PATRIC	CDS	268603273	794350	794580	-	231		hypothetical protein	BRE1	clust_2105
BRE1|SEQ00682	VBIBifBre340958_0682	Bifidobacterium breve 12L	CP006711	PATRIC	CDS	268603331	827011	827346	+	336		hypothetical protein	BRE1	clust_2106
BRE1|SEQ00697	VBIBifBre340958_0697	Bifidobacterium breve 12L	CP006711	PATRIC	CDS	268603362	843207	843344	-	138		hypothetical protein	BRE1	clust_2107
BRE1|SEQ00720	VBIBifBre340958_0720	Bifidobacterium breve 12L	CP006711	PATRIC	CDS	268603414	869650	869820	-	171		hypothetical protein	BRE1	clust_2108
