cds_id	na_feature_id	locus_tag	seq_id	id_full	id_short	genome_name	accession	annotation	feature_type	gene	product	go_id	go_term	anno_type	ortho_id
ADO1|SEQ00883	27188076	VBIBifAdo136061_0883	SEQ00883	Bifidobacterium adolescentis L2-32	ADO1	Bifidobacterium adolescentis L2-32	NZ_DS264454	PATRIC	CDS	NA	S-adenosylmethionine synthetase (EC 2.5.1.6)	GO:0004478	methionine adenosyltransferase activity	go	clust_0154
ANI1|SEQ00635	86846219	VBIBifAni240121_0635	SEQ00635	Bifidobacterium animalis subsp. lactis B420	ANI1	Bifidobacterium animalis subsp. lactis B420	CP003497	PATRIC	CDS	NA	S-adenosylmethionine synthetase (EC 2.5.1.6)	GO:0004478	methionine adenosyltransferase activity	go	clust_0154
ANI2|SEQ00634	86849570	VBIBifAni235968_0634	SEQ00634	Bifidobacterium animalis subsp. lactis Bi-07	ANI2	Bifidobacterium animalis subsp. lactis Bi-07	CP003498	PATRIC	CDS	NA	S-adenosylmethionine synthetase (EC 2.5.1.6)	GO:0004478	methionine adenosyltransferase activity	go	clust_0154
ANI3|SEQ00636	42763582	VBIBifAni108068_0636	SEQ00636	Bifidobacterium animalis subsp. lactis V9	ANI3	Bifidobacterium animalis subsp. lactis V9	CP001892	PATRIC	CDS	NA	S-adenosylmethionine synthetase (EC 2.5.1.6)	GO:0004478	methionine adenosyltransferase activity	go	clust_0154
BIF1|SEQ00605	86883747	VBIBifBif87902_0605	SEQ00605	Bifidobacterium bifidum BGN4	BIF1	Bifidobacterium bifidum BGN4	CP001361	PATRIC	CDS	NA	S-adenosylmethionine synthetase (EC 2.5.1.6)	GO:0004478	methionine adenosyltransferase activity	go	clust_0154
BRE1|SEQ01366	268604749	VBIBifBre340958_1367	SEQ01366	Bifidobacterium breve 12L	BRE1	Bifidobacterium breve 12L	CP006711	PATRIC	CDS	NA	S-adenosylmethionine synthetase (EC 2.5.1.6)	GO:0004478	methionine adenosyltransferase activity	go	clust_0154
BRE2|SEQ01453	268608899	VBIBifBre337368_1453	SEQ01453	Bifidobacterium breve 689b	BRE2	Bifidobacterium breve 689b	CP006715	PATRIC	CDS	NA	S-adenosylmethionine synthetase (EC 2.5.1.6)	GO:0004478	methionine adenosyltransferase activity	go	clust_0154
BRE3|SEQ00458	54192591	VBIBifBre167886_0458	SEQ00458	Bifidobacterium breve ACS-071-V-Sch8b	BRE3	Bifidobacterium breve ACS-071-V-Sch8b	CP002743	PATRIC	CDS	NA	S-adenosylmethionine synthetase (EC 2.5.1.6)	GO:0004478	methionine adenosyltransferase activity	go	clust_0154
BRE4|SEQ01398	268612928	VBIBifBre327712_1398	SEQ01398	Bifidobacterium breve JCM 7017	BRE4	Bifidobacterium breve JCM 7017	CP006712	PATRIC	CDS	NA	S-adenosylmethionine synthetase (EC 2.5.1.6)	GO:0004478	methionine adenosyltransferase activity	go	clust_0154
BRE5|SEQ01531	268617251	VBIBifBre336369_1532	SEQ01531	Bifidobacterium breve JCM 7019	BRE5	Bifidobacterium breve JCM 7019	CP006713	PATRIC	CDS	NA	S-adenosylmethionine synthetase (EC 2.5.1.6)	GO:0004478	methionine adenosyltransferase activity	go	clust_0154
BRE6|SEQ00287	177653685	VBIBifBre268992_0287	SEQ00287	Bifidobacterium breve JCP7499	BRE6	Bifidobacterium breve JCP7499	AWSX01000014	PATRIC	CDS	NA	S-adenosylmethionine synthetase (EC 2.5.1.6)	GO:0004478	methionine adenosyltransferase activity	go	clust_0154
