cds_id	locus_tag	genome_name	accession	annotation	feature_type	na_feature_id	start_max	end_min	strand	na_length	gene	product	id_short	ortho_id
GV24|SEQ00112	VBIGarVag268944_0113	Gardnerella vaginalis JCP7672	ATJP01000004	PATRIC	CDS	183975325	11273	11392	+	120		hypothetical protein	GV24	NA
GV24|SEQ00461	VBIGarVag268944_0462	Gardnerella vaginalis JCP7672	ATJP01000023	PATRIC	CDS	183976055	1790	1933	+	144		hypothetical protein	GV24	NA
GV24|SEQ00475	VBIGarVag268944_0476	Gardnerella vaginalis JCP7672	ATJP01000023	PATRIC	CDS	183976085	22897	23322	+	426		sugar transporter sugar binding protein	GV24	NA
GV24|SEQ00509	VBIGarVag268944_0510	Gardnerella vaginalis JCP7672	ATJP01000027	PATRIC	CDS	183976160	7378	7587	+	210		FIG00424428: hypothetical protein	GV24	NA
GV24|SEQ00608	VBIGarVag268944_0609	Gardnerella vaginalis JCP7672	ATJP01000038	PATRIC	CDS	183976383	4640	4762	-	123		hypothetical protein	GV24	NA
GV24|SEQ00613	VBIGarVag268944_0614	Gardnerella vaginalis JCP7672	ATJP01000041	PATRIC	CDS	183976396	3	338	-	336		glutamyl-Q-tRNA synthetase	GV24	NA
GV24|SEQ00629	VBIGarVag268944_0630	Gardnerella vaginalis JCP7672	ATJP01000042	PATRIC	CDS	183976429	14494	14670	-	177		hypothetical protein	GV24	NA
GV24|SEQ00640	VBIGarVag268944_0641	Gardnerella vaginalis JCP7672	ATJP01000044	PATRIC	CDS	183976453	2943	3059	-	117		Alanyl-tRNA synthetase (EC 6.1.1.7)	GV24	NA
GV24|SEQ00732	VBIGarVag268944_0733	Gardnerella vaginalis JCP7672	ATJP01000060	PATRIC	CDS	183976653	623	739	+	117		hypothetical protein	GV24	NA
GV24|SEQ00859	VBIGarVag268944_0860	Gardnerella vaginalis JCP7672	ATJP01000078	PATRIC	CDS	183976931	8899	9360	-	462		SSU ribosomal protein S16p	GV24	NA
GV24|SEQ00921	VBIGarVag268944_0922	Gardnerella vaginalis JCP7672	ATJP01000082	PATRIC	CDS	183977065	16431	16586	-	156		hypothetical protein	GV24	NA
GV24|SEQ00940	VBIGarVag268944_0941	Gardnerella vaginalis JCP7672	ATJP01000086	PATRIC	CDS	183977107	3897	4145	-	249		Preprotein translocase subunit SecG (TC 3.A.5.1.1)	GV24	NA
GV24|SEQ01024	VBIGarVag268944_1025	Gardnerella vaginalis JCP7672	ATJP01000086	PATRIC	CDS	183977287	114864	115025	+	162		hypothetical protein	GV24	NA
GV24|SEQ01034	VBIGarVag268944_1035	Gardnerella vaginalis JCP7672	ATJP01000092	PATRIC	CDS	183977317	1	768	-	768		Translation initiation factor 2	GV24	NA
GV24|SEQ01036	VBIGarVag268944_1037	Gardnerella vaginalis JCP7672	ATJP01000092	PATRIC	CDS	183977321	2288	2404	-	117		hypothetical protein	GV24	NA
GV24|SEQ01043	VBIGarVag268944_1044	Gardnerella vaginalis JCP7672	ATJP01000095	PATRIC	CDS	183977338	983	1195	-	213		hypothetical protein	GV24	NA
GV24|SEQ01057	VBIGarVag268944_1058	Gardnerella vaginalis JCP7672	ATJP01000100	PATRIC	CDS	183977371	128	241	+	114		hypothetical protein	GV24	NA
GV24|SEQ01082	VBIGarVag268944_1083	Gardnerella vaginalis JCP7672	ATJP01000104	PATRIC	CDS	183977427	5692	6192	-	501		hypothetical protein	GV24	NA
GV24|SEQ01083	VBIGarVag268944_1084	Gardnerella vaginalis JCP7672	ATJP01000105	PATRIC	CDS	183977430	150	749	-	600		hypothetical protein	GV24	NA
GV24|SEQ01113	VBIGarVag268944_1114	Gardnerella vaginalis JCP7672	ATJP01000116	PATRIC	CDS	183977507	17	502	+	486		Cytoplasmic axial filament protein CafA and Ribonuclease G (EC 3.1.4.-)	GV24	NA
GV24|SEQ01177	VBIGarVag268944_1178	Gardnerella vaginalis JCP7672	ATJP01000147	PATRIC	CDS	183977676	932	1045	-	114		hypothetical protein	GV24	NA
GV24|SEQ01193	VBIGarVag268944_1194	Gardnerella vaginalis JCP7672	ATJP01000152	PATRIC	CDS	183977719	18466	18651	-	186		hypothetical protein	GV24	NA
GV24|SEQ01194	VBIGarVag268944_1195	Gardnerella vaginalis JCP7672	ATJP01000152	PATRIC	CDS	183977721	18764	19558	-	795		hypothetical protein	GV24	NA
GV24|SEQ01197	VBIGarVag268944_1198	Gardnerella vaginalis JCP7672	ATJP01000153	PATRIC	CDS	183977730	204	398	-	195		hypothetical protein	GV24	NA
GV24|SEQ01207	VBIGarVag268944_1208	Gardnerella vaginalis JCP7672	ATJP01000156	PATRIC	CDS	183977753	563	1168	-	606		hypothetical protein	GV24	NA
GV24|SEQ01208	VBIGarVag268944_1209	Gardnerella vaginalis JCP7672	ATJP01000158	PATRIC	CDS	183977759	58	180	+	123		hypothetical protein	GV24	NA
GV24|SEQ01219	VBIGarVag268944_1220	Gardnerella vaginalis JCP7672	ATJP01000165	PATRIC	CDS	183977788	6313	6459	+	147		hypothetical protein	GV24	NA
GV24|SEQ01228	VBIGarVag268944_1229	Gardnerella vaginalis JCP7672	ATJP01000166	PATRIC	CDS	183977807	370	525	+	156		hypothetical protein	GV24	NA
