cds_id	na_feature_id	locus_tag	seq_id	id_full	id_short	genome_name	accession	annotation	feature_type	gene	product	ec_number	ec_name	anno_type	ortho_id
ADO1|SEQ00011	27186214	VBIBifAdo136061_0011	SEQ00011	Bifidobacterium adolescentis L2-32	ADO1	Bifidobacterium adolescentis L2-32	NZ_DS264422	PATRIC	CDS	NA	Threonine dehydratase, catabolic (EC 4.3.1.19)	4.3.1.19	Threonine ammonia-lyase	ec	clust_1365
ADO1|SEQ00012	27186216	VBIBifAdo136061_0012	SEQ00012	Bifidobacterium adolescentis L2-32	ADO1	Bifidobacterium adolescentis L2-32	NZ_DS264422	PATRIC	CDS	NA	Oligo-1,6-glucosidase (EC 3.2.1.10)	3.2.1.10	Oligo-1,6-glucosidase	ec	clust_0011
ADO1|SEQ00018	27186228	VBIBifAdo136061_0018	SEQ00018	Bifidobacterium adolescentis L2-32	ADO1	Bifidobacterium adolescentis L2-32	NZ_DS264422	PATRIC	CDS	NA	Alpha-galactosidase (EC 3.2.1.22)	3.2.1.22	Alpha-galactosidase	ec	clust_1366
ADO1|SEQ00025	27186242	VBIBifAdo136061_0025	SEQ00025	Bifidobacterium adolescentis L2-32	ADO1	Bifidobacterium adolescentis L2-32	NZ_DS264422	PATRIC	CDS	NA	Beta-galactosidase (EC 3.2.1.23)	3.2.1.23	Beta-galactosidase	ec	clust_0828
ADO1|SEQ00052	27186296	VBIBifAdo136061_0052	SEQ00052	Bifidobacterium adolescentis L2-32	ADO1	Bifidobacterium adolescentis L2-32	NZ_DS264422	PATRIC	CDS	NA	Oligo-1,6-glucosidase (EC 3.2.1.10)	3.2.1.10	Oligo-1,6-glucosidase	ec	clust_0011
ADO1|SEQ00060	27186312	VBIBifAdo136061_0060	SEQ00060	Bifidobacterium adolescentis L2-32	ADO1	Bifidobacterium adolescentis L2-32	NZ_DS264422	PATRIC	CDS	NA	Beta-galactosidase (EC 3.2.1.23)	3.2.1.23	Beta-galactosidase	ec	clust_0896
ADO1|SEQ00064	27186320	VBIBifAdo136061_0064	SEQ00064	Bifidobacterium adolescentis L2-32	ADO1	Bifidobacterium adolescentis L2-32	NZ_DS264422	PATRIC	CDS	NA	Beta-galactosidase (EC 3.2.1.23)	3.2.1.23	Beta-galactosidase	ec	clust_0828
ADO1|SEQ00109	27186434	VBIBifAdo136061_0109	SEQ00109	Bifidobacterium adolescentis L2-32	ADO1	Bifidobacterium adolescentis L2-32	NZ_DS264436	PATRIC	CDS	NA	Dihydrodipicolinate synthase (EC 4.2.1.52)	4.2.1.52	Transferred entry: 4.3.3.7	ec	clust_1192
ADO1|SEQ00113	27186442	VBIBifAdo136061_0113	SEQ00113	Bifidobacterium adolescentis L2-32	ADO1	Bifidobacterium adolescentis L2-32	NZ_DS264436	PATRIC	CDS	NA	Lead, cadmium, zinc and mercury transporting ATPase (EC 3.6.3.3) (EC 3.6.3.5); Copper-translocating P-type ATPase (EC 3.6.3.4)	3.6.3.3	Cadmium-exporting ATPase	ec	clust_1145
ADO1|SEQ00113	27186442	VBIBifAdo136061_0113	SEQ00113	Bifidobacterium adolescentis L2-32	ADO1	Bifidobacterium adolescentis L2-32	NZ_DS264436	PATRIC	CDS	NA	Lead, cadmium, zinc and mercury transporting ATPase (EC 3.6.3.3) (EC 3.6.3.5); Copper-translocating P-type ATPase (EC 3.6.3.4)	3.6.3.4	Copper-exporting ATPase	ec	clust_1145
