cds_id	na_feature_id	locus_tag	seq_id	id_full	id_short	genome_name	accession	annotation	feature_type	gene	product	ec_number	ec_name	anno_type	ortho_id
ADO1|SEQ00253	27186746	VBIBifAdo136061_0253	SEQ00253	Bifidobacterium adolescentis L2-32	ADO1	Bifidobacterium adolescentis L2-32	NZ_DS264454	PATRIC	CDS	NA	3-oxoacyl-[acyl-carrier protein] reductase (EC 1.1.1.100)	1.1.1.100	3-oxoacyl-[acyl-carrier-protein] reductase	ec	clust_0970
ANI1|SEQ00730	86846409	VBIBifAni240121_0730	SEQ00730	Bifidobacterium animalis subsp. lactis B420	ANI1	Bifidobacterium animalis subsp. lactis B420	CP003497	PATRIC	CDS	NA	2,3-butanediol dehydrogenase, S-alcohol forming, (S)-acetoin-specific (EC 1.1.1.76)	1.1.1.76	(S,S)-butanediol dehydrogenase	ec	clust_0970
ANI2|SEQ00730	86849762	VBIBifAni235968_0730	SEQ00730	Bifidobacterium animalis subsp. lactis Bi-07	ANI2	Bifidobacterium animalis subsp. lactis Bi-07	CP003498	PATRIC	CDS	NA	2,3-butanediol dehydrogenase, S-alcohol forming, (S)-acetoin-specific (EC 1.1.1.76)	1.1.1.76	(S,S)-butanediol dehydrogenase	ec	clust_0970
ANI3|SEQ00731	42763772	VBIBifAni108068_0731	SEQ00731	Bifidobacterium animalis subsp. lactis V9	ANI3	Bifidobacterium animalis subsp. lactis V9	CP001892	PATRIC	CDS	NA	2,3-butanediol dehydrogenase, S-alcohol forming, (S)-acetoin-specific (EC 1.1.1.76)	1.1.1.76	(S,S)-butanediol dehydrogenase	ec	clust_0970
BRE1|SEQ00125	268602175	VBIBifBre340958_0125	SEQ00125	Bifidobacterium breve 12L	BRE1	Bifidobacterium breve 12L	CP006711	PATRIC	CDS	NA	3-oxoacyl-[acyl-carrier protein] reductase (EC 1.1.1.100)	1.1.1.100	3-oxoacyl-[acyl-carrier-protein] reductase	ec	clust_0970
BRE2|SEQ00122	268606142	VBIBifBre337368_0122	SEQ00122	Bifidobacterium breve 689b	BRE2	Bifidobacterium breve 689b	CP006715	PATRIC	CDS	NA	3-oxoacyl-[acyl-carrier protein] reductase (EC 1.1.1.100)	1.1.1.100	3-oxoacyl-[acyl-carrier-protein] reductase	ec	clust_0970
BRE3|SEQ00126	54191897	VBIBifBre167886_0126	SEQ00126	Bifidobacterium breve ACS-071-V-Sch8b	BRE3	Bifidobacterium breve ACS-071-V-Sch8b	CP002743	PATRIC	CDS	NA	3-oxoacyl-[acyl-carrier protein] reductase (EC 1.1.1.100)	1.1.1.100	3-oxoacyl-[acyl-carrier-protein] reductase	ec	clust_0970
BRE4|SEQ00145	268610330	VBIBifBre327712_0145	SEQ00145	Bifidobacterium breve JCM 7017	BRE4	Bifidobacterium breve JCM 7017	CP006712	PATRIC	CDS	NA	3-oxoacyl-[acyl-carrier protein] reductase (EC 1.1.1.100)	1.1.1.100	3-oxoacyl-[acyl-carrier-protein] reductase	ec	clust_0970
BRE5|SEQ00136	268614361	VBIBifBre336369_0136	SEQ00136	Bifidobacterium breve JCM 7019	BRE5	Bifidobacterium breve JCM 7019	CP006713	PATRIC	CDS	NA	3-oxoacyl-[acyl-carrier protein] reductase (EC 1.1.1.100)	1.1.1.100	3-oxoacyl-[acyl-carrier-protein] reductase	ec	clust_0970
BRE6|SEQ00114	177653330	VBIBifBre268992_0114	SEQ00114	Bifidobacterium breve JCP7499	BRE6	Bifidobacterium breve JCP7499	AWSX01000009	PATRIC	CDS	NA	3-oxoacyl-[acyl-carrier protein] reductase (EC 1.1.1.100)	1.1.1.100	3-oxoacyl-[acyl-carrier-protein] reductase	ec	clust_0970
