cds_id	locus_tag	genome_name	accession	annotation	feature_type	na_feature_id	start_max	end_min	strand	na_length	gene	product	id_short	ortho_id
GV03|SEQ00020	VBIGarVag247424_0020	Gardnerella vaginalis 00703Dmash	ADEV01000003	PATRIC	CDS	85499401	24068	25942	-	1875		Translation initiation factor 2	GV03	clust_1374
GV03|SEQ00048	VBIGarVag247424_0048	Gardnerella vaginalis 00703Dmash	ADEV01000003	PATRIC	CDS	85499459	69693	70301	+	609		FIG00672237: hypothetical protein	GV03	clust_1376
GV03|SEQ00049	VBIGarVag247424_0049	Gardnerella vaginalis 00703Dmash	ADEV01000003	PATRIC	CDS	85499461	70646	72841	-	2196		FIG00672299: hypothetical protein	GV03	clust_1375
GV03|SEQ00409	VBIGarVag247424_0409	Gardnerella vaginalis 00703Dmash	ADEV01000006	PATRIC	CDS	85500223	25368	26885	-	1518	ulaA	Putative integral membrane protein	GV03	clust_1363
GV03|SEQ00410	VBIGarVag247424_0410	Gardnerella vaginalis 00703Dmash	ADEV01000006	PATRIC	CDS	85500225	26940	27224	-	285		FIG00672124: hypothetical protein	GV03	clust_1364
GV03|SEQ00411	VBIGarVag247424_0411	Gardnerella vaginalis 00703Dmash	ADEV01000006	PATRIC	CDS	85500227	27271	27720	-	450		Ascorbate-specific PTS system, EIIA component (EC 2.7.1.-)	GV03	clust_1365
GV03|SEQ00412	VBIGarVag247424_0412	Gardnerella vaginalis 00703Dmash	ADEV01000006	PATRIC	CDS	85500229	27787	29445	-	1659		Phosphoenolpyruvate-protein phosphotransferase of PTS system (EC 2.7.3.9)	GV03	clust_1366
GV03|SEQ00413	VBIGarVag247424_0413	Gardnerella vaginalis 00703Dmash	ADEV01000006	PATRIC	CDS	85500231	29714	29980	+	267		Phosphocarrier protein of PTS system	GV03	clust_1367
GV03|SEQ00414	VBIGarVag247424_0414	Gardnerella vaginalis 00703Dmash	ADEV01000006	PATRIC	CDS	85500233	30090	31169	+	1080		Galactose operon repressor, GalR-LacI family of transcriptional regulators	GV03	clust_1368
GV05|SEQ00164	VBIGarVag174900_0164	Gardnerella vaginalis 101	AEJD01000004	PATRIC	CDS	52546037	66471	67550	-	1080		Galactose operon repressor, GalR-LacI family of transcriptional regulators	GV05	clust_1368
GV05|SEQ00165	VBIGarVag174900_0165	Gardnerella vaginalis 101	AEJD01000004	PATRIC	CDS	52546039	67664	67930	-	267		Phosphocarrier protein of PTS system	GV05	clust_1367
GV05|SEQ00166	VBIGarVag174900_0166	Gardnerella vaginalis 101	AEJD01000004	PATRIC	CDS	52546041	68197	69855	+	1659		Phosphoenolpyruvate-protein phosphotransferase of PTS system (EC 2.7.3.9)	GV05	clust_1366
GV05|SEQ00167	VBIGarVag174900_0167	Gardnerella vaginalis 101	AEJD01000004	PATRIC	CDS	52546043	69940	70389	+	450		Ascorbate-specific PTS system, EIIA component (EC 2.7.1.-)	GV05	clust_1365
GV05|SEQ00168	VBIGarVag174900_0168	Gardnerella vaginalis 101	AEJD01000004	PATRIC	CDS	52546045	70451	70720	+	270		FIG00672124: hypothetical protein	GV05	clust_1364
GV05|SEQ00169	VBIGarVag174900_0169	Gardnerella vaginalis 101	AEJD01000004	PATRIC	CDS	52546047	70775	72292	+	1518		Putative integral membrane protein	GV05	clust_1363
GV05|SEQ01104	VBIGarVag174900_1104	Gardnerella vaginalis 101	AEJD01000007	PATRIC	CDS	52547996	57289	59484	+	2196		FIG00672299: hypothetical protein	GV05	clust_1375
GV05|SEQ01105	VBIGarVag174900_1105	Gardnerella vaginalis 101	AEJD01000007	PATRIC	CDS	52547998	59831	61654	-	1824		FIG00672237: hypothetical protein	GV05	clust_1376
GV05|SEQ01132	VBIGarVag174900_1132	Gardnerella vaginalis 101	AEJD01000007	PATRIC	CDS	52548054	104489	106363	+	1875		Translation initiation factor 2	GV05	clust_1374
GV07|SEQ00476	VBIGarVag249177_0476	Gardnerella vaginalis 1500E	ADES01000007	PATRIC	CDS	85492582	135361	136230	-	870		hypothetical protein	GV07	clust_1374
GV07|SEQ01030	VBIGarVag249177_1030	Gardnerella vaginalis 1500E	ADES01000020	PATRIC	CDS	85493746	25239	26768	-	1530	ulaA	Putative integral membrane protein	GV07	clust_1363
GV07|SEQ01031	VBIGarVag249177_1031	Gardnerella vaginalis 1500E	ADES01000020	PATRIC	CDS	85493748	26823	27092	-	270		FIG00672124: hypothetical protein	GV07	clust_1364
GV07|SEQ01032	VBIGarVag249177_1032	Gardnerella vaginalis 1500E	ADES01000020	PATRIC	CDS	85493750	27154	27603	-	450		Ascorbate-specific PTS system, EIIA component (EC 2.7.1.-)	GV07	clust_1365
GV07|SEQ01033	VBIGarVag249177_1033	Gardnerella vaginalis 1500E	ADES01000020	PATRIC	CDS	85493752	27670	29328	-	1659		Phosphoenolpyruvate-protein phosphotransferase of PTS system (EC 2.7.3.9)	GV07	clust_1366
GV07|SEQ01034	VBIGarVag249177_1034	Gardnerella vaginalis 1500E	ADES01000020	PATRIC	CDS	85493754	29597	29863	+	267		Phosphocarrier protein of PTS system	GV07	clust_1367
GV07|SEQ01035	VBIGarVag249177_1035	Gardnerella vaginalis 1500E	ADES01000020	PATRIC	CDS	85493756	29973	31052	+	1080		Galactose operon repressor, GalR-LacI family of transcriptional regulators	GV07	clust_1368
GV07|SEQ01106	VBIGarVag249177_1106	Gardnerella vaginalis 1500E	ADES01000026	PATRIC	CDS	85493906	1679	3874	+	2196		FIG00672299: hypothetical protein	GV07	clust_1375
GV07|SEQ01107	VBIGarVag249177_1107	Gardnerella vaginalis 1500E	ADES01000026	PATRIC	CDS	85493908	4030	4164	-	135		FIG00672237: hypothetical protein	GV07	clust_1376
GV10|SEQ01006	VBIGarVag136958_1006	Gardnerella vaginalis 409-05	NC_013721	PATRIC	CDS	32148098	1323742	1324719	-	978		FIG00672195: hypothetical protein	GV10	clust_1374
GV10|SEQ01048	VBIGarVag136958_1048	Gardnerella vaginalis 409-05	NC_013721	PATRIC	CDS	32148184	1397159	1399342	+	2184		FIG00672299: hypothetical protein	GV10	clust_1375
