cds_id	locus_tag	genome_name	accession	annotation	feature_type	na_feature_id	start_max	end_min	strand	na_length	gene	product	id_short	ortho_id
GV01|SEQ00469	VBIGarVag247323_0469	Gardnerella vaginalis 00703Bmash	ADET01000005	PATRIC	CDS	85495083	210731	211219	+	489		Peptide deformylase (EC 3.5.1.88)	GV01	clust_0103
GV02|SEQ00897	VBIGarVag242669_0897	Gardnerella vaginalis 00703C2mash	ADEU01000016	PATRIC	CDS	85498637	130108	130596	-	489		Peptide deformylase (EC 3.5.1.88)	GV02	clust_0103
GV03|SEQ00886	VBIGarVag247424_0886	Gardnerella vaginalis 00703Dmash	ADEV01000009	PATRIC	CDS	85501215	214633	215121	-	489		Peptide deformylase (EC 3.5.1.88)	GV03	clust_0103
GV04|SEQ01023	VBIGarVag246433_1023	Gardnerella vaginalis 0288E	ADEN01000007	PATRIC	CDS	85481958	404294	404782	-	489		Peptide deformylase (EC 3.5.1.88)	GV04	clust_0103
GV05|SEQ00931	VBIGarVag174900_0931	Gardnerella vaginalis 101	AEJD01000006	PATRIC	CDS	52547640	627839	628327	-	489		Peptide deformylase (EC 3.5.1.88)	GV05	clust_0103
GV06|SEQ01226	VBIGarVag244004_1226	Gardnerella vaginalis 1400E	ADER01000028	PATRIC	CDS	85491279	80926	81414	+	489		Peptide deformylase (EC 3.5.1.88)	GV06	clust_0103
GV07|SEQ00195	VBIGarVag249177_0195	Gardnerella vaginalis 1500E	ADES01000004	PATRIC	CDS	85491986	5632	6120	+	489		Peptide deformylase (EC 3.5.1.88)	GV07	clust_0103
GV08|SEQ00041	VBIGarVag251521_0041	Gardnerella vaginalis 284V	ADEL01000001	PATRIC	CDS	85474447	50457	50945	-	489		Peptide deformylase (EC 3.5.1.88)	GV08	clust_0103
GV09|SEQ00880	VBIGarVag169280_0880	Gardnerella vaginalis 315-A	AFDI01000008	PATRIC	CDS	55260967	274272	274760	-	489	def	Peptide deformylase (EC 3.5.1.88)	GV09	clust_0103
GV10|SEQ00708	VBIGarVag136958_0708	Gardnerella vaginalis 409-05	NC_013721	PATRIC	CDS	32147486	913531	914019	-	489	def_1	Peptide deformylase (EC 3.5.1.88)	GV10	clust_0103
GV11|SEQ00807	VBIGarVag171052_0807	Gardnerella vaginalis 41V	AEJE01000050	PATRIC	CDS	52549972	38164	38652	-	489		Peptide deformylase (EC 3.5.1.88)	GV11	clust_0103
