cds_id	na_feature_id	locus_tag	seq_id	id_full	id_short	genome_name	accession	annotation	feature_type	gene	product	figfam_id	anno_type	ortho_id
ADO1|SEQ01965	27190307	VBIBifAdo136061_1965	SEQ01965	Bifidobacterium adolescentis L2-32	ADO1	Bifidobacterium adolescentis L2-32	NZ_DS264459	PATRIC	CDS		Alpha-mannosidase (EC 3.2.1.24)	FIG00009194	figfam	clust_0026
BRE1|SEQ01071	268604148	VBIBifBre340958_1071	SEQ01071	Bifidobacterium breve 12L	BRE1	Bifidobacterium breve 12L	CP006711	PATRIC	CDS		Alpha-mannosidase (EC 3.2.1.24)	FIG00009194	figfam	clust_0026
BRE1|SEQ01072	268604150	VBIBifBre340958_1072	SEQ01072	Bifidobacterium breve 12L	BRE1	Bifidobacterium breve 12L	CP006711	PATRIC	CDS		Alpha-mannosidase (EC 3.2.1.24)	FIG00009194	figfam	clust_0026
BRE2|SEQ01199	268608379	VBIBifBre337368_1199	SEQ01199	Bifidobacterium breve 689b	BRE2	Bifidobacterium breve 689b	CP006715	PATRIC	CDS		Alpha-mannosidase (EC 3.2.1.24)	FIG00009194	figfam	clust_0026
BRE2|SEQ01200	268608381	VBIBifBre337368_1200	SEQ01200	Bifidobacterium breve 689b	BRE2	Bifidobacterium breve 689b	CP006715	PATRIC	CDS		Alpha-mannosidase (EC 3.2.1.24)	FIG00009194	figfam	clust_0026
BRE3|SEQ00709	54193103	VBIBifBre167886_0709	SEQ00709	Bifidobacterium breve ACS-071-V-Sch8b	BRE3	Bifidobacterium breve ACS-071-V-Sch8b	CP002743	PATRIC	CDS		Alpha-mannosidase (EC 3.2.1.24)	FIG00009194	figfam	clust_0026
BRE3|SEQ00710	54193105	VBIBifBre167886_0710	SEQ00710	Bifidobacterium breve ACS-071-V-Sch8b	BRE3	Bifidobacterium breve ACS-071-V-Sch8b	CP002743	PATRIC	CDS		Alpha-mannosidase (EC 3.2.1.24)	FIG00009194	figfam	clust_0026
BRE4|SEQ01144	268612410	VBIBifBre327712_1144	SEQ01144	Bifidobacterium breve JCM 7017	BRE4	Bifidobacterium breve JCM 7017	CP006712	PATRIC	CDS		Alpha-mannosidase (EC 3.2.1.24)	FIG00009194	figfam	clust_0026
BRE4|SEQ01145	268612412	VBIBifBre327712_1145	SEQ01145	Bifidobacterium breve JCM 7017	BRE4	Bifidobacterium breve JCM 7017	CP006712	PATRIC	CDS		Alpha-mannosidase (EC 3.2.1.24)	FIG00009194	figfam	clust_0026
BRE5|SEQ01239	268616656	VBIBifBre336369_1240	SEQ01239	Bifidobacterium breve JCM 7019	BRE5	Bifidobacterium breve JCM 7019	CP006713	PATRIC	CDS		Alpha-mannosidase (EC 3.2.1.24)	FIG00009194	figfam	clust_0026
