cds_id	na_feature_id	locus_tag	seq_id	id_full	id_short	genome_name	accession	annotation	feature_type	gene	product	figfam_id	anno_type	ortho_id
ADO1|SEQ00648	27187580	VBIBifAdo136061_0648	SEQ00648	Bifidobacterium adolescentis L2-32	ADO1	Bifidobacterium adolescentis L2-32	NZ_DS264454	PATRIC	CDS		LSU ribosomal protein L6p (L9e)	FIG00001577	figfam	clust_0390
ANI1|SEQ00401	86845726	VBIBifAni240121_0401	SEQ00401	Bifidobacterium animalis subsp. lactis B420	ANI1	Bifidobacterium animalis subsp. lactis B420	CP003497	PATRIC	CDS		LSU ribosomal protein L6p (L9e)	FIG00001577	figfam	clust_0390
ANI2|SEQ00401	86849081	VBIBifAni235968_0401	SEQ00401	Bifidobacterium animalis subsp. lactis Bi-07	ANI2	Bifidobacterium animalis subsp. lactis Bi-07	CP003498	PATRIC	CDS		LSU ribosomal protein L6p (L9e)	FIG00001577	figfam	clust_0390
ANI3|SEQ00402	42763094	VBIBifAni108068_0402	SEQ00402	Bifidobacterium animalis subsp. lactis V9	ANI3	Bifidobacterium animalis subsp. lactis V9	CP001892	PATRIC	CDS		LSU ribosomal protein L6p (L9e)	FIG00001577	figfam	clust_0390
BIF1|SEQ01509	86885623	VBIBifBif87902_1509	SEQ01509	Bifidobacterium bifidum BGN4	BIF1	Bifidobacterium bifidum BGN4	CP001361	PATRIC	CDS		LSU ribosomal protein L6p (L9e)	FIG00001577	figfam	clust_0390
BRE1|SEQ01586	268605212	VBIBifBre340958_1587	SEQ01586	Bifidobacterium breve 12L	BRE1	Bifidobacterium breve 12L	CP006711	PATRIC	CDS		LSU ribosomal protein L6p (L9e)	FIG00001577	figfam	clust_0390
BRE2|SEQ01694	268609404	VBIBifBre337368_1694	SEQ01694	Bifidobacterium breve 689b	BRE2	Bifidobacterium breve 689b	CP006715	PATRIC	CDS		LSU ribosomal protein L6p (L9e)	FIG00001577	figfam	clust_0390
BRE3|SEQ01647	54195060	VBIBifBre167886_1647	SEQ01647	Bifidobacterium breve ACS-071-V-Sch8b	BRE3	Bifidobacterium breve ACS-071-V-Sch8b	CP002743	PATRIC	CDS		LSU ribosomal protein L6p (L9e)	FIG00001577	figfam	clust_0390
BRE4|SEQ01628	268613413	VBIBifBre327712_1628	SEQ01628	Bifidobacterium breve JCM 7017	BRE4	Bifidobacterium breve JCM 7017	CP006712	PATRIC	CDS		LSU ribosomal protein L6p (L9e)	FIG00001577	figfam	clust_0390
BRE5|SEQ01749	268617708	VBIBifBre336369_1750	SEQ01749	Bifidobacterium breve JCM 7019	BRE5	Bifidobacterium breve JCM 7019	CP006713	PATRIC	CDS		LSU ribosomal protein L6p (L9e)	FIG00001577	figfam	clust_0390
BRE6|SEQ01448	177656148	VBIBifBre268992_1448	SEQ01448	Bifidobacterium breve JCP7499	BRE6	Bifidobacterium breve JCP7499	AWSX01000070	PATRIC	CDS		LSU ribosomal protein L6p (L9e)	FIG00001577	figfam	clust_0390
BRE7|SEQ01681	268621876	VBIBifBre340732_1681	SEQ01681	Bifidobacterium breve NCFB 2258	BRE7	Bifidobacterium breve NCFB 2258	CP006714	PATRIC	CDS		LSU ribosomal protein L6p (L9e)	FIG00001577	figfam	clust_0390
BRE8|SEQ01632	268625890	VBIBifBre176493_1632	SEQ01632	Bifidobacterium breve S27	BRE8	Bifidobacterium breve S27	CP006716	PATRIC	CDS	rplF	LSU ribosomal protein L6p (L9e)	FIG00001577	figfam	clust_0390
BRE9|SEQ01745	58447644	VBIBifBre30019_1745	SEQ01745	Bifidobacterium breve UCC2003	BRE9	Bifidobacterium breve UCC2003	CP000303	PATRIC	CDS		LSU ribosomal protein L6p (L9e)	FIG00001577	figfam	clust_0390
GV01|SEQ00954	85496091	VBIGarVag247323_0954	SEQ00954	Gardnerella vaginalis 00703Bmash	GV01	Gardnerella vaginalis 00703Bmash	ADET01000012	PATRIC	CDS	NA	LSU ribosomal protein L6p (L9e)	FIG00001577	figfam	clust_0390
GV02|SEQ01112	85499087	VBIGarVag242669_1112	SEQ01112	Gardnerella vaginalis 00703C2mash	GV02	Gardnerella vaginalis 00703C2mash	ADEU01000021	PATRIC	CDS	NA	LSU ribosomal protein L6p (L9e)	FIG00001577	figfam	clust_0390
GV03|SEQ00367	85500134	VBIGarVag247424_0367	SEQ00367	Gardnerella vaginalis 00703Dmash	GV03	Gardnerella vaginalis 00703Dmash	ADEV01000004	PATRIC	CDS	NA	LSU ribosomal protein L6p (L9e)	FIG00001577	figfam	clust_0390
