cds_id	na_feature_id	locus_tag	seq_id	id_full	id_short	genome_name	accession	annotation	feature_type	gene	product	figfam_id	anno_type	ortho_id
GV33|SEQ00016	184000689	VBIGarVag265557_0016	SEQ00016	Gardnerella vaginalis JCP8481A	GV33	Gardnerella vaginalis JCP8481A	ATJG01000003	PATRIC	CDS	NA	hypothetical protein	FIG00638284	figfam	clust_2132
GV33|SEQ00159	184001002	VBIGarVag265557_0159	SEQ00159	Gardnerella vaginalis JCP8481A	GV33	Gardnerella vaginalis JCP8481A	ATJG01000012	PATRIC	CDS	NA	hypothetical protein	FIG00638284	figfam	clust_2143
GV33|SEQ00193	184001077	VBIGarVag265557_0193	SEQ00193	Gardnerella vaginalis JCP8481A	GV33	Gardnerella vaginalis JCP8481A	ATJG01000017	PATRIC	CDS	NA	hypothetical protein	FIG00638284	figfam	clust_2145
GV33|SEQ00260	184001221	VBIGarVag265557_0260	SEQ00260	Gardnerella vaginalis JCP8481A	GV33	Gardnerella vaginalis JCP8481A	ATJG01000023	PATRIC	CDS	NA	Cytoplasmic axial filament protein CafA and Ribonuclease G (EC 3.1.4.-)	FIG00059426	figfam	clust_2153
GV33|SEQ00337	184001383	VBIGarVag265557_0337	SEQ00337	Gardnerella vaginalis JCP8481A	GV33	Gardnerella vaginalis JCP8481A	ATJG01000029	PATRIC	CDS	NA	FIG00672247: hypothetical protein	FIG00672245	figfam	clust_2156
GV33|SEQ00447	184001622	VBIGarVag265557_0447	SEQ00447	Gardnerella vaginalis JCP8481A	GV33	Gardnerella vaginalis JCP8481A	ATJG01000040	PATRIC	CDS	NA	2-keto-3-deoxy-D-arabino-heptulosonate-7-phosphate synthase I alpha (EC 2.5.1.54)	FIG00002110	figfam	clust_2163
GV33|SEQ00545	184001833	VBIGarVag265557_0545	SEQ00545	Gardnerella vaginalis JCP8481A	GV33	Gardnerella vaginalis JCP8481A	ATJG01000052	PATRIC	CDS	NA	hypothetical protein	FIG00638284	figfam	clust_2174
GV33|SEQ00585	184001914	VBIGarVag265557_0585	SEQ00585	Gardnerella vaginalis JCP8481A	GV33	Gardnerella vaginalis JCP8481A	ATJG01000053	PATRIC	CDS	NA	hypothetical protein	FIG00638284	figfam	clust_2177
GV33|SEQ00601	184001947	VBIGarVag265557_0601	SEQ00601	Gardnerella vaginalis JCP8481A	GV33	Gardnerella vaginalis JCP8481A	ATJG01000054	PATRIC	CDS	NA	hypothetical protein	FIG00638284	figfam	clust_2182
GV33|SEQ00639	184002028	VBIGarVag265557_0639	SEQ00639	Gardnerella vaginalis JCP8481A	GV33	Gardnerella vaginalis JCP8481A	ATJG01000059	PATRIC	CDS	NA	hypothetical protein	FIG00638284	figfam	clust_2189
GV33|SEQ00667	184002090	VBIGarVag265557_0667	SEQ00667	Gardnerella vaginalis JCP8481A	GV33	Gardnerella vaginalis JCP8481A	ATJG01000063	PATRIC	CDS	NA	Translation initiation factor 2	FIG00000102	figfam	clust_2192
GV33|SEQ00711	184002193	VBIGarVag265557_0711	SEQ00711	Gardnerella vaginalis JCP8481A	GV33	Gardnerella vaginalis JCP8481A	ATJG01000072	PATRIC	CDS	NA	hypothetical protein	FIG00638284	figfam	clust_2198
GV33|SEQ01097	184003072	VBIGarVag265557_1097	SEQ01097	Gardnerella vaginalis JCP8481A	GV33	Gardnerella vaginalis JCP8481A	ATJG01000145	PATRIC	CDS	NA	hypothetical protein	FIG00638284	figfam	clust_2223
GV33|SEQ01098	184003074	VBIGarVag265557_1098	SEQ01098	Gardnerella vaginalis JCP8481A	GV33	Gardnerella vaginalis JCP8481A	ATJG01000145	PATRIC	CDS	NA	hypothetical protein	FIG00638284	figfam	clust_2224
GV33|SEQ01099	184003076	VBIGarVag265557_1099	SEQ01099	Gardnerella vaginalis JCP8481A	GV33	Gardnerella vaginalis JCP8481A	ATJG01000145	PATRIC	CDS	NA	hypothetical protein	FIG00638284	figfam	clust_2225
