cds_id	ortho_id	locus_tag	genome_name	accession	annotation	feature_type	na_feature_id	start_max	end_min	strand	na_length	gene	product	id_short
GV11|SEQ00001	NA	VBIGarVag171052_0001	Gardnerella vaginalis 41V	AEJE01000001	PATRIC	CDS	52548263	5520	5633	-	114		hypothetical protein	GV11
GV11|SEQ00002	NA	VBIGarVag171052_0002	Gardnerella vaginalis 41V	AEJE01000001	PATRIC	CDS	52548265	5652	5765	+	114		hypothetical protein	GV11
GV11|SEQ00062	NA	VBIGarVag171052_0062	Gardnerella vaginalis 41V	AEJE01000003	PATRIC	CDS	52548388	17286	17690	-	405		FIG00672196: hypothetical protein	GV11
GV11|SEQ00073	NA	VBIGarVag171052_0073	Gardnerella vaginalis 41V	AEJE01000004	PATRIC	CDS	52548411	2164	2412	-	249		Preprotein translocase subunit SecG (TC 3.A.5.1.1)	GV11
GV11|SEQ00094	NA	VBIGarVag171052_0094	Gardnerella vaginalis 41V	AEJE01000006	PATRIC	CDS	52548456	603	845	-	243		hypothetical protein	GV11
GV11|SEQ00135	NA	VBIGarVag171052_0135	Gardnerella vaginalis 41V	AEJE01000007	PATRIC	CDS	52548541	17301	17561	-	261		RecX-like protein	GV11
GV11|SEQ00189	NA	VBIGarVag171052_0189	Gardnerella vaginalis 41V	AEJE01000010	PATRIC	CDS	52548662	20463	20651	-	189		hypothetical protein	GV11
GV11|SEQ00221	NA	VBIGarVag171052_0221	Gardnerella vaginalis 41V	AEJE01000015	PATRIC	CDS	52548731	2165	2287	+	123		hypothetical protein	GV11
GV11|SEQ00222	NA	VBIGarVag171052_0222	Gardnerella vaginalis 41V	AEJE01000016	PATRIC	CDS	52548734	282	1166	+	885		hypothetical protein	GV11
GV11|SEQ00260	NA	VBIGarVag171052_0260	Gardnerella vaginalis 41V	AEJE01000018	PATRIC	CDS	52548814	13317	15182	-	1866		ATP-dependent DNA helicase pcrA (EC 3.6.1.-)	GV11
GV11|SEQ00261	NA	VBIGarVag171052_0261	Gardnerella vaginalis 41V	AEJE01000018	PATRIC	CDS	52548816	15224	17458	-	2235		FIG00669569: hypothetical protein	GV11
GV11|SEQ00267	NA	VBIGarVag171052_0267	Gardnerella vaginalis 41V	AEJE01000018	PATRIC	CDS	52548830	24305	25156	+	852		hypothetical protein	GV11
GV11|SEQ00268	NA	VBIGarVag171052_0268	Gardnerella vaginalis 41V	AEJE01000018	PATRIC	CDS	52548832	25289	25432	-	144		hypothetical protein	GV11
GV11|SEQ00281	NA	VBIGarVag171052_0281	Gardnerella vaginalis 41V	AEJE01000019	PATRIC	CDS	52548859	235	1290	+	1056		hypothetical protein	GV11
GV11|SEQ00291	NA	VBIGarVag171052_0291	Gardnerella vaginalis 41V	AEJE01000022	PATRIC	CDS	52548882	6380	6502	-	123		hypothetical protein	GV11
GV11|SEQ00303	NA	VBIGarVag171052_0303	Gardnerella vaginalis 41V	AEJE01000023	PATRIC	CDS	52548907	2823	2972	+	150		hypothetical protein	GV11
GV11|SEQ00340	NA	VBIGarVag171052_0340	Gardnerella vaginalis 41V	AEJE01000024	PATRIC	CDS	52548984	21738	21989	-	252		FIG00672036: hypothetical protein	GV11
GV11|SEQ00348	NA	VBIGarVag171052_0348	Gardnerella vaginalis 41V	AEJE01000024	PATRIC	CDS	52549000	28779	29267	-	489		Putative homoserine kinase type II, PnuC-associated, THI-regulated branch	GV11
GV11|SEQ00356	NA	VBIGarVag171052_0356	Gardnerella vaginalis 41V	AEJE01000024	PATRIC	CDS	52549018	36105	36353	-	249		Sortase A, LPXTG specific	GV11
GV11|SEQ00371	NA	VBIGarVag171052_0371	Gardnerella vaginalis 41V	AEJE01000024	PATRIC	CDS	52549048	59876	60151	+	276		hypothetical protein	GV11
GV11|SEQ00415	NA	VBIGarVag171052_0415	Gardnerella vaginalis 41V	AEJE01000026	PATRIC	CDS	52549142	8	412	+	405		Lysine-specific permease	GV11
GV11|SEQ00436	NA	VBIGarVag171052_0436	Gardnerella vaginalis 41V	AEJE01000029	PATRIC	CDS	52549187	20298	20417	-	120		hypothetical protein	GV11
GV11|SEQ00466	NA	VBIGarVag171052_0466	Gardnerella vaginalis 41V	AEJE01000029	PATRIC	CDS	52549255	59818	59943	-	126		hypothetical protein	GV11
GV11|SEQ00492	NA	VBIGarVag171052_0492	Gardnerella vaginalis 41V	AEJE01000030	PATRIC	CDS	52549308	7893	8012	+	120		hypothetical protein	GV11
GV11|SEQ00547	NA	VBIGarVag171052_0547	Gardnerella vaginalis 41V	AEJE01000034	PATRIC	CDS	52549426	30536	30784	-	249		FIG00672405: hypothetical protein	GV11
GV11|SEQ00571	NA	VBIGarVag171052_0571	Gardnerella vaginalis 41V	AEJE01000034	PATRIC	CDS	52549474	59813	60181	+	369		hypothetical protein	GV11
GV11|SEQ00573	NA	VBIGarVag171052_0573	Gardnerella vaginalis 41V	AEJE01000037	PATRIC	CDS	52549481	178	702	+	525		hypothetical protein	GV11
GV11|SEQ00586	NA	VBIGarVag171052_0586	Gardnerella vaginalis 41V	AEJE01000037	PATRIC	CDS	52549507	19613	19726	-	114		hypothetical protein	GV11
