cds_id	ortho_id	locus_tag	genome_name	accession	annotation	feature_type	na_feature_id	start_max	end_min	strand	na_length	gene	product	id_short
GV07|SEQ00065	NA	VBIGarVag249177_0065	Gardnerella vaginalis 1500E	ADES01000001	PATRIC	CDS	85491707	69694	69828	+	135		hypothetical protein	GV07
GV07|SEQ00066	NA	VBIGarVag249177_0066	Gardnerella vaginalis 1500E	ADES01000001	PATRIC	CDS	85491709	69825	69938	+	114		hypothetical protein	GV07
GV07|SEQ00125	NA	VBIGarVag249177_0125	Gardnerella vaginalis 1500E	ADES01000001	PATRIC	CDS	85491831	140921	143902	+	2982		Cell division protein FtsK	GV07
GV07|SEQ00126	NA	VBIGarVag249177_0126	Gardnerella vaginalis 1500E	ADES01000001	PATRIC	CDS	85491833	143899	144477	+	579		hypothetical protein	GV07
GV07|SEQ00127	NA	VBIGarVag249177_0127	Gardnerella vaginalis 1500E	ADES01000001	PATRIC	CDS	85491835	144501	144998	+	498		hypothetical protein	GV07
GV07|SEQ00128	NA	VBIGarVag249177_0128	Gardnerella vaginalis 1500E	ADES01000001	PATRIC	CDS	85491837	145105	146862	+	1758		hypothetical protein	GV07
GV07|SEQ00129	NA	VBIGarVag249177_0129	Gardnerella vaginalis 1500E	ADES01000001	PATRIC	CDS	85491839	146865	148049	+	1185		DNA damage-responsive protein, expression is increased in response to heat-shock stress or treatments that produce DNA lesions; contains multiple repeats of the amino acid sequence NNNDSYGS	GV07
GV07|SEQ00130	NA	VBIGarVag249177_0130	Gardnerella vaginalis 1500E	ADES01000001	PATRIC	CDS	85491841	148065	148676	+	612		hypothetical protein	GV07
GV07|SEQ00131	NA	VBIGarVag249177_0131	Gardnerella vaginalis 1500E	ADES01000001	PATRIC	CDS	85491843	148682	150235	+	1554		hypothetical protein	GV07
GV07|SEQ00132	NA	VBIGarVag249177_0132	Gardnerella vaginalis 1500E	ADES01000001	PATRIC	CDS	85491845	150296	150556	+	261		hypothetical protein	GV07
GV07|SEQ00133	NA	VBIGarVag249177_0133	Gardnerella vaginalis 1500E	ADES01000001	PATRIC	CDS	85491847	150598	150906	+	309		hypothetical protein	GV07
GV07|SEQ00134	NA	VBIGarVag249177_0134	Gardnerella vaginalis 1500E	ADES01000001	PATRIC	CDS	85491849	150910	151689	+	780		hypothetical protein	GV07
GV07|SEQ00135	NA	VBIGarVag249177_0135	Gardnerella vaginalis 1500E	ADES01000001	PATRIC	CDS	85491851	151726	152145	+	420		hypothetical protein	GV07
GV07|SEQ00145	NA	VBIGarVag249177_0145	Gardnerella vaginalis 1500E	ADES01000001	PATRIC	CDS	85491877	166674	166793	+	120		hypothetical protein	GV07
GV07|SEQ00152	NA	VBIGarVag249177_0152	Gardnerella vaginalis 1500E	ADES01000001	PATRIC	CDS	85491891	175052	175234	+	183		hypothetical protein	GV07
GV07|SEQ00190	NA	VBIGarVag249177_0190	Gardnerella vaginalis 1500E	ADES01000003	PATRIC	CDS	85491975	18169	18399	-	231		hypothetical protein	GV07
GV07|SEQ00215	NA	VBIGarVag249177_0215	Gardnerella vaginalis 1500E	ADES01000004	PATRIC	CDS	85492026	23415	23603	+	189		hypothetical protein	GV07
GV07|SEQ00227	NA	VBIGarVag249177_0227	Gardnerella vaginalis 1500E	ADES01000005	PATRIC	CDS	85492061	242	835	+	594		serine_threonine protein kinase	GV07
GV07|SEQ00234	NA	VBIGarVag249177_0234	Gardnerella vaginalis 1500E	ADES01000005	PATRIC	CDS	85492077	13071	13184	-	114		hypothetical protein	GV07
GV07|SEQ00266	NA	VBIGarVag249177_0266	Gardnerella vaginalis 1500E	ADES01000005	PATRIC	CDS	85492147	57343	58302	-	960		Translation initiation factor 2	GV07
GV07|SEQ00282	NA	VBIGarVag249177_0282	Gardnerella vaginalis 1500E	ADES01000005	PATRIC	CDS	85492181	76876	77010	-	135		hypothetical protein	GV07
GV07|SEQ00308	NA	VBIGarVag249177_0308	Gardnerella vaginalis 1500E	ADES01000005	PATRIC	CDS	85492233	118361	118501	-	141		hypothetical protein	GV07
GV07|SEQ00336	NA	VBIGarVag249177_0336	Gardnerella vaginalis 1500E	ADES01000005	PATRIC	CDS	85492290	159122	159997	-	876		hypothetical protein	GV07
GV07|SEQ00402	NA	VBIGarVag249177_0402	Gardnerella vaginalis 1500E	ADES01000007	PATRIC	CDS	85492428	37963	38109	-	147		hypothetical protein	GV07
GV07|SEQ00416	NA	VBIGarVag249177_0416	Gardnerella vaginalis 1500E	ADES01000007	PATRIC	CDS	85492456	52459	52941	+	483	rpsP	SSU ribosomal protein S16p	GV07
GV07|SEQ00421	NA	VBIGarVag249177_0421	Gardnerella vaginalis 1500E	ADES01000007	PATRIC	CDS	85492466	55404	55517	-	114		hypothetical protein	GV07
GV07|SEQ00543	NA	VBIGarVag249177_0543	Gardnerella vaginalis 1500E	ADES01000011	PATRIC	CDS	85492728	6104	6247	-	144		hypothetical protein	GV07
GV07|SEQ00597	NA	VBIGarVag249177_0597	Gardnerella vaginalis 1500E	ADES01000011	PATRIC	CDS	85492845	92606	93511	-	906		hypothetical protein	GV07
