cds_id	ortho_id	locus_tag	genome_name	accession	annotation	feature_type	na_feature_id	start_max	end_min	strand	na_length	gene	product	id_short
GV18|SEQ00001	NA	VBIGarVag4823_0001	Gardnerella vaginalis ATCC 14018 = JCM 11026	NZ_ADNB01000001	PATRIC	CDS	42068623	47	748	+	702		Glycerol-3-phosphate ABC transporter, periplasmic glycerol-3-phosphate-binding protein (TC 3.A.1.1.3)	GV18
GV18|SEQ00003	NA	VBIGarVag4823_0003	Gardnerella vaginalis ATCC 14018 = JCM 11026	NZ_ADNB01000003	PATRIC	CDS	42068629	606	779	-	174		Lon-like protease with PDZ domain	GV18
GV18|SEQ00005	NA	VBIGarVag4823_0005	Gardnerella vaginalis ATCC 14018 = JCM 11026	NZ_ADNB01000006	PATRIC	CDS	42068638	725	838	+	114		hypothetical protein	GV18
GV18|SEQ00006	NA	VBIGarVag4823_0006	Gardnerella vaginalis ATCC 14018 = JCM 11026	NZ_ADNB01000008	PATRIC	CDS	42068642	507	833	+	327		hypothetical protein	GV18
GV18|SEQ00007	NA	VBIGarVag4823_0007	Gardnerella vaginalis ATCC 14018 = JCM 11026	NZ_ADNB01000011	PATRIC	CDS	42068647	8	961	-	954		hypothetical protein	GV18
GV18|SEQ00010	NA	VBIGarVag4823_0010	Gardnerella vaginalis ATCC 14018 = JCM 11026	NZ_ADNB01000013	PATRIC	CDS	42068655	1007	1180	+	174		Maltose/maltodextrin transport ATP-binding protein MalK (EC 3.6.3.19)	GV18
GV18|SEQ00012	NA	VBIGarVag4823_0012	Gardnerella vaginalis ATCC 14018 = JCM 11026	NZ_ADNB01000014	PATRIC	CDS	42068660	751	918	+	168		ABC sugar transporter, periplasmic binding protein	GV18
GV18|SEQ00018	NA	VBIGarVag4823_0018	Gardnerella vaginalis ATCC 14018 = JCM 11026	NZ_ADNB01000019	PATRIC	CDS	42068677	809	1321	+	513		6-phosphogluconate dehydrogenase, decarboxylating (EC 1.1.1.44)	GV18
GV18|SEQ00021	NA	VBIGarVag4823_0021	Gardnerella vaginalis ATCC 14018 = JCM 11026	NZ_ADNB01000022	PATRIC	CDS	42068686	1139	1441	+	303		FIG00672020: hypothetical protein	GV18
GV18|SEQ00025	NA	VBIGarVag4823_0025	Gardnerella vaginalis ATCC 14018 = JCM 11026	NZ_ADNB01000024	PATRIC	CDS	42068696	970	1098	+	129		hypothetical protein	GV18
