cds_id	ortho_id	locus_tag	genome_name	accession	annotation	feature_type	na_feature_id	start_max	end_min	strand	na_length	gene	product	id_short
GV09|SEQ00065	NA	VBIGarVag169280_0065	Gardnerella vaginalis 315-A	AFDI01000003	PATRIC	CDS	55259273	16897	17496	-	600		DNA-cytosine methyltransferase (EC 2.1.1.37)	GV09
GV09|SEQ00113	NA	VBIGarVag169280_0113	Gardnerella vaginalis 315-A	AFDI01000003	PATRIC	CDS	55259373	82981	83259	-	279		FIG00672187: hypothetical protein	GV09
GV09|SEQ00141	NA	VBIGarVag169280_0141	Gardnerella vaginalis 315-A	AFDI01000003	PATRIC	CDS	55259435	118901	119041	+	141		hypothetical protein	GV09
GV09|SEQ00162	NA	VBIGarVag169280_0162	Gardnerella vaginalis 315-A	AFDI01000003	PATRIC	CDS	55259479	143018	143176	-	159		hypothetical protein	GV09
GV09|SEQ00186	NA	VBIGarVag169280_0186	Gardnerella vaginalis 315-A	AFDI01000005	PATRIC	CDS	55259535	5440	5553	-	114		hypothetical protein	GV09
GV09|SEQ00200	NA	VBIGarVag169280_0200	Gardnerella vaginalis 315-A	AFDI01000005	PATRIC	CDS	55259563	16103	17320	-	1218		Mobile element protein	GV09
GV09|SEQ00245	NA	VBIGarVag169280_0245	Gardnerella vaginalis 315-A	AFDI01000005	PATRIC	CDS	55259655	73291	73863	-	573		FIG00672369: hypothetical protein	GV09
GV09|SEQ00263	NA	VBIGarVag169280_0263	Gardnerella vaginalis 315-A	AFDI01000005	PATRIC	CDS	55259692	89163	89279	+	117		hypothetical protein	GV09
GV09|SEQ00271	NA	VBIGarVag169280_0271	Gardnerella vaginalis 315-A	AFDI01000005	PATRIC	CDS	55259708	98095	98556	+	462	rpsP	SSU ribosomal protein S16p	GV09
GV09|SEQ00329	NA	VBIGarVag169280_0329	Gardnerella vaginalis 315-A	AFDI01000006	PATRIC	CDS	55259825	37148	37288	+	141		hypothetical protein	GV09
GV09|SEQ00338	NA	VBIGarVag169280_0338	Gardnerella vaginalis 315-A	AFDI01000006	PATRIC	CDS	55259843	42901	43035	-	135		hypothetical protein	GV09
GV09|SEQ00340	NA	VBIGarVag169280_0340	Gardnerella vaginalis 315-A	AFDI01000006	PATRIC	CDS	55259847	43557	43691	+	135		hypothetical protein	GV09
GV09|SEQ00344	NA	VBIGarVag169280_0344	Gardnerella vaginalis 315-A	AFDI01000006	PATRIC	CDS	55259855	46864	47058	-	195		hypothetical protein	GV09
GV09|SEQ00347	NA	VBIGarVag169280_0347	Gardnerella vaginalis 315-A	AFDI01000006	PATRIC	CDS	55259861	50042	54073	-	4032		Phage minor tail protein	GV09
GV09|SEQ00351	NA	VBIGarVag169280_0351	Gardnerella vaginalis 315-A	AFDI01000006	PATRIC	CDS	55259869	55547	55906	-	360		hypothetical protein	GV09
GV09|SEQ00352	NA	VBIGarVag169280_0352	Gardnerella vaginalis 315-A	AFDI01000006	PATRIC	CDS	55259871	55900	56190	-	291		hypothetical protein	GV09
GV09|SEQ00355	NA	VBIGarVag169280_0355	Gardnerella vaginalis 315-A	AFDI01000006	PATRIC	CDS	55259877	56912	57073	-	162		hypothetical protein	GV09
GV09|SEQ00356	NA	VBIGarVag169280_0356	Gardnerella vaginalis 315-A	AFDI01000006	PATRIC	CDS	55259879	57066	58022	-	957		hypothetical protein	GV09
GV09|SEQ00369	NA	VBIGarVag169280_0369	Gardnerella vaginalis 315-A	AFDI01000006	PATRIC	CDS	55259905	67417	67539	-	123		hypothetical protein	GV09
GV09|SEQ00380	NA	VBIGarVag169280_0380	Gardnerella vaginalis 315-A	AFDI01000006	PATRIC	CDS	55259927	71298	72533	+	1236		hypothetical protein	GV09
GV09|SEQ00387	NA	VBIGarVag169280_0387	Gardnerella vaginalis 315-A	AFDI01000006	PATRIC	CDS	55259941	79944	80150	+	207		hypothetical protein	GV09
