cds_id	ortho_id	locus_tag	genome_name	accession	annotation	feature_type	na_feature_id	start_max	end_min	strand	na_length	gene	product	id_short
GV02|SEQ00033	NA	VBIGarVag242669_0033	Gardnerella vaginalis 00703C2mash	ADEU01000002	PATRIC	CDS	85496821	36373	36522	+	150		hypothetical protein	GV02
GV02|SEQ00035	NA	VBIGarVag242669_0035	Gardnerella vaginalis 00703C2mash	ADEU01000002	PATRIC	CDS	85496825	37720	37845	+	126		hypothetical protein	GV02
GV02|SEQ00088	NA	VBIGarVag242669_0088	Gardnerella vaginalis 00703C2mash	ADEU01000003	PATRIC	CDS	85496934	50083	50214	+	132		hypothetical protein	GV02
GV02|SEQ00188	NA	VBIGarVag242669_0188	Gardnerella vaginalis 00703C2mash	ADEU01000003	PATRIC	CDS	85497144	170986	171315	-	330		Sialidase (EC 3.2.1.18)	GV02
GV02|SEQ00194	NA	VBIGarVag242669_0194	Gardnerella vaginalis 00703C2mash	ADEU01000003	PATRIC	CDS	85497158	180316	180435	+	120		hypothetical protein	GV02
GV02|SEQ00291	NA	VBIGarVag242669_0291	Gardnerella vaginalis 00703C2mash	ADEU01000006	PATRIC	CDS	85497357	90888	91004	-	117		hypothetical protein	GV02
GV02|SEQ00337	NA	VBIGarVag242669_0337	Gardnerella vaginalis 00703C2mash	ADEU01000006	PATRIC	CDS	85497450	144707	144820	+	114		hypothetical protein	GV02
GV02|SEQ00354	NA	VBIGarVag242669_0354	Gardnerella vaginalis 00703C2mash	ADEU01000006	PATRIC	CDS	85497484	163212	163409	+	198		hypothetical protein	GV02
GV02|SEQ00365	NA	VBIGarVag242669_0365	Gardnerella vaginalis 00703C2mash	ADEU01000006	PATRIC	CDS	85497508	174310	174429	+	120		hypothetical protein	GV02
GV02|SEQ00367	NA	VBIGarVag242669_0367	Gardnerella vaginalis 00703C2mash	ADEU01000006	PATRIC	CDS	85497512	181361	181477	-	117		hypothetical protein	GV02
GV02|SEQ00388	NA	VBIGarVag242669_0388	Gardnerella vaginalis 00703C2mash	ADEU01000006	PATRIC	CDS	85497555	200960	201100	+	141		hypothetical protein	GV02
GV02|SEQ00394	NA	VBIGarVag242669_0394	Gardnerella vaginalis 00703C2mash	ADEU01000006	PATRIC	CDS	85497567	207683	207838	+	156		hypothetical protein	GV02
GV02|SEQ00395	NA	VBIGarVag242669_0395	Gardnerella vaginalis 00703C2mash	ADEU01000006	PATRIC	CDS	85497569	208121	208582	+	462	rpsP	SSU ribosomal protein S16p	GV02
GV02|SEQ00418	NA	VBIGarVag242669_0418	Gardnerella vaginalis 00703C2mash	ADEU01000006	PATRIC	CDS	85497623	239759	239878	-	120		hypothetical protein	GV02
GV02|SEQ00420	NA	VBIGarVag242669_0420	Gardnerella vaginalis 00703C2mash	ADEU01000007	PATRIC	CDS	85497628	30	623	+	594		Type I restriction-modification system, specificity subunit S (EC 3.1.21.3)	GV02
GV02|SEQ00437	NA	VBIGarVag242669_0437	Gardnerella vaginalis 00703C2mash	ADEU01000008	PATRIC	CDS	85497663	19699	20826	-	1128		Exonuclease SbcC	GV02
GV02|SEQ00441	NA	VBIGarVag242669_0441	Gardnerella vaginalis 00703C2mash	ADEU01000008	PATRIC	CDS	85497671	25085	25768	-	684		"Peptidase E "	GV02
GV02|SEQ00442	NA	VBIGarVag242669_0442	Gardnerella vaginalis 00703C2mash	ADEU01000008	PATRIC	CDS	85497673	26037	27080	-	1044		hypothetical protein	GV02
GV02|SEQ00443	NA	VBIGarVag242669_0443	Gardnerella vaginalis 00703C2mash	ADEU01000008	PATRIC	CDS	85497675	27080	28156	-	1077		hypothetical protein	GV02
GV02|SEQ00444	NA	VBIGarVag242669_0444	Gardnerella vaginalis 00703C2mash	ADEU01000008	PATRIC	CDS	85497677	28571	28780	-	210		FIG01119645: hypothetical protein	GV02
GV02|SEQ00495	NA	VBIGarVag242669_0495	Gardnerella vaginalis 00703C2mash	ADEU01000008	PATRIC	CDS	85497787	96266	96379	-	114		"Inosine-uridine preferring nucleoside hydrolase "	GV02
GV02|SEQ00563	NA	VBIGarVag242669_0563	Gardnerella vaginalis 00703C2mash	ADEU01000008	PATRIC	CDS	85497929	181234	181353	-	120		hypothetical protein	GV02
GV02|SEQ00568	NA	VBIGarVag242669_0568	Gardnerella vaginalis 00703C2mash	ADEU01000008	PATRIC	CDS	85497942	187836	188219	+	384		UDP-glucose 4-epimerase (EC 5.1.3.2)	GV02
