cds_id	ortho_id	locus_tag	genome_name	accession	annotation	feature_type	na_feature_id	start_max	end_min	strand	na_length	gene	product	id_short
GV25|SEQ00087	NA	VBIGarVag270495_0087	Gardnerella vaginalis JCP7719	ATJO01000006	PATRIC	CDS	183978036	1726	1857	-	132		Site-specific recombinase	GV25
GV25|SEQ00105	NA	VBIGarVag270495_0105	Gardnerella vaginalis JCP7719	ATJO01000007	PATRIC	CDS	183978079	21941	23137	-	1197		FIG00672336: hypothetical protein	GV25
GV25|SEQ00116	NA	VBIGarVag270495_0116	Gardnerella vaginalis JCP7719	ATJO01000008	PATRIC	CDS	183978102	1576	3564	-	1989		hypothetical protein	GV25
GV25|SEQ00171	NA	VBIGarVag270495_0171	Gardnerella vaginalis JCP7719	ATJO01000013	PATRIC	CDS	183978221	7638	7751	-	114		"Type I restriction-modification system, specificity subunit S "	GV25
GV25|SEQ00178	NA	VBIGarVag270495_0178	Gardnerella vaginalis JCP7719	ATJO01000013	PATRIC	CDS	183978235	13894	14037	-	144		hypothetical protein	GV25
GV25|SEQ00216	NA	VBIGarVag270495_0216	Gardnerella vaginalis JCP7719	ATJO01000014	PATRIC	CDS	183978312	34762	34902	-	141		hypothetical protein	GV25
GV25|SEQ00232	NA	VBIGarVag270495_0232	Gardnerella vaginalis JCP7719	ATJO01000014	PATRIC	CDS	183978346	53019	53294	+	276		hypothetical protein	GV25
GV25|SEQ00241	NA	VBIGarVag270495_0241	Gardnerella vaginalis JCP7719	ATJO01000015	PATRIC	CDS	183978367	2107	2226	-	120		hypothetical protein	GV25
GV25|SEQ00252	NA	VBIGarVag270495_0252	Gardnerella vaginalis JCP7719	ATJO01000017	PATRIC	CDS	183978391	2078	2194	-	117		hypothetical protein	GV25
GV25|SEQ00268	NA	VBIGarVag270495_0268	Gardnerella vaginalis JCP7719	ATJO01000017	PATRIC	CDS	183978427	23405	23539	-	135		hypothetical protein	GV25
GV25|SEQ00332	NA	VBIGarVag270495_0332	Gardnerella vaginalis JCP7719	ATJO01000021	PATRIC	CDS	183978566	3619	3792	-	174		hypothetical protein	GV25
GV25|SEQ00365	NA	VBIGarVag270495_0365	Gardnerella vaginalis JCP7719	ATJO01000025	PATRIC	CDS	183978636	1210	1326	+	117		hypothetical protein	GV25
