cds_id	ortho_id	locus_tag	genome_name	accession	annotation	feature_type	na_feature_id	start_max	end_min	strand	na_length	gene	product	id_short
GV33|SEQ00025	NA	VBIGarVag265557_0025	Gardnerella vaginalis JCP8481A	ATJG01000005	PATRIC	CDS	184000709	5202	5336	-	135		hypothetical protein	GV33
GV33|SEQ00248	NA	VBIGarVag265557_0248	Gardnerella vaginalis JCP8481A	ATJG01000021	PATRIC	CDS	184001195	14712	15173	+	462		SSU ribosomal protein S16p	GV33
GV33|SEQ00297	NA	VBIGarVag265557_0297	Gardnerella vaginalis JCP8481A	ATJG01000024	PATRIC	CDS	184001296	41390	41578	-	189		Topoisomerase IV subunit B (EC 5.99.1.-)	GV33
GV33|SEQ00298	NA	VBIGarVag265557_0298	Gardnerella vaginalis JCP8481A	ATJG01000025	PATRIC	CDS	184001299	234	863	+	630		hypothetical protein	GV33
GV33|SEQ00420	NA	VBIGarVag265557_0420	Gardnerella vaginalis JCP8481A	ATJG01000036	PATRIC	CDS	184001564	118	654	+	537		hypothetical protein	GV33
GV33|SEQ00428	NA	VBIGarVag265557_0428	Gardnerella vaginalis JCP8481A	ATJG01000037	PATRIC	CDS	184001581	73	189	-	117		hypothetical protein	GV33
GV33|SEQ00524	NA	VBIGarVag265557_0524	Gardnerella vaginalis JCP8481A	ATJG01000048	PATRIC	CDS	184001787	107	223	+	117		hypothetical protein	GV33
GV33|SEQ00567	NA	VBIGarVag265557_0567	Gardnerella vaginalis JCP8481A	ATJG01000053	PATRIC	CDS	184001878	18521	18694	+	174		hypothetical protein	GV33
GV33|SEQ00640	NA	VBIGarVag265557_0640	Gardnerella vaginalis JCP8481A	ATJG01000059	PATRIC	CDS	184002030	7235	7432	-	198		hypothetical protein	GV33
GV33|SEQ00655	NA	VBIGarVag265557_0655	Gardnerella vaginalis JCP8481A	ATJG01000061	PATRIC	CDS	184002064	8728	8868	+	141		hypothetical protein	GV33
GV33|SEQ00659	NA	VBIGarVag265557_0659	Gardnerella vaginalis JCP8481A	ATJG01000062	PATRIC	CDS	184002073	1329	1445	-	117		hypothetical protein	GV33
GV33|SEQ00672	NA	VBIGarVag265557_0672	Gardnerella vaginalis JCP8481A	ATJG01000063	PATRIC	CDS	184002102	5973	6098	+	126		hypothetical protein	GV33
GV33|SEQ00710	NA	VBIGarVag265557_0710	Gardnerella vaginalis JCP8481A	ATJG01000072	PATRIC	CDS	184002191	1747	1914	+	168		hypothetical protein	GV33
GV33|SEQ00722	NA	VBIGarVag265557_0722	Gardnerella vaginalis JCP8481A	ATJG01000073	PATRIC	CDS	184002216	17100	17234	+	135		hypothetical protein	GV33
GV33|SEQ00754	NA	VBIGarVag265557_0754	Gardnerella vaginalis JCP8481A	ATJG01000077	PATRIC	CDS	184002288	189	473	+	285		hypothetical protein	GV33
GV33|SEQ00797	NA	VBIGarVag265557_0797	Gardnerella vaginalis JCP8481A	ATJG01000084	PATRIC	CDS	184002386	559	675	-	117		hypothetical protein	GV33
GV33|SEQ00874	NA	VBIGarVag265557_0874	Gardnerella vaginalis JCP8481A	ATJG01000092	PATRIC	CDS	184002560	70	231	+	162		hypothetical protein	GV33
GV33|SEQ00875	NA	VBIGarVag265557_0875	Gardnerella vaginalis JCP8481A	ATJG01000092	PATRIC	CDS	184002562	442	561	+	120		hypothetical protein	GV33
GV33|SEQ00896	NA	VBIGarVag265557_0896	Gardnerella vaginalis JCP8481A	ATJG01000101	PATRIC	CDS	184002619	1129	1242	+	114		hypothetical protein	GV33
GV33|SEQ00930	NA	VBIGarVag265557_0930	Gardnerella vaginalis JCP8481A	ATJG01000106	PATRIC	CDS	184002694	1024	1236	-	213		hypothetical protein	GV33
GV33|SEQ00964	NA	VBIGarVag265557_0964	Gardnerella vaginalis JCP8481A	ATJG01000113	PATRIC	CDS	184002769	13056	13211	+	156		hypothetical protein	GV33
GV33|SEQ00985	NA	VBIGarVag265557_0985	Gardnerella vaginalis JCP8481A	ATJG01000117	PATRIC	CDS	184002817	3463	3576	-	114		hypothetical protein	GV33
GV33|SEQ00990	NA	VBIGarVag265557_0990	Gardnerella vaginalis JCP8481A	ATJG01000118	PATRIC	CDS	184002828	3027	3140	-	114		hypothetical protein	GV33
GV33|SEQ01074	NA	VBIGarVag265557_1074	Gardnerella vaginalis JCP8481A	ATJG01000145	PATRIC	CDS	184003026	9458	9583	+	126		hypothetical protein	GV33
GV33|SEQ01095	NA	VBIGarVag265557_1095	Gardnerella vaginalis JCP8481A	ATJG01000145	PATRIC	CDS	184003068	32521	32730	+	210		hypothetical protein	GV33
GV33|SEQ01103	NA	VBIGarVag265557_1103	Gardnerella vaginalis JCP8481A	ATJG01000146	PATRIC	CDS	184003085	223	1008	-	786		putative TraA-like conjugal transfer protein	GV33
GV33|SEQ01117	NA	VBIGarVag265557_1117	Gardnerella vaginalis JCP8481A	ATJG01000154	PATRIC	CDS	184003123	4954	5073	-	120		hypothetical protein	GV33
GV33|SEQ01162	NA	VBIGarVag265557_1162	Gardnerella vaginalis JCP8481A	ATJG01000166	PATRIC	CDS	184003237	369	500	+	132		hypothetical protein	GV33
