cds_id	ortho_id	locus_tag	genome_name	accession	annotation	feature_type	na_feature_id	start_max	end_min	strand	na_length	gene	product	id_short
GV16|SEQ00001	NA	VBIGarVag246379_0001	Gardnerella vaginalis 75712	ADEM01000001	PATRIC	CDS	85477099	106	219	+	114		hypothetical protein	GV16
GV16|SEQ00108	NA	VBIGarVag246379_0108	Gardnerella vaginalis 75712	ADEM01000003	PATRIC	CDS	85477322	24410	24529	+	120		hypothetical protein	GV16
GV16|SEQ00240	NA	VBIGarVag246379_0240	Gardnerella vaginalis 75712	ADEM01000003	PATRIC	CDS	85477598	191143	191310	+	168		hypothetical protein	GV16
GV16|SEQ00295	NA	VBIGarVag246379_0295	Gardnerella vaginalis 75712	ADEM01000003	PATRIC	CDS	85477710	254242	254415	-	174		hypothetical protein	GV16
GV16|SEQ00392	NA	VBIGarVag246379_0392	Gardnerella vaginalis 75712	ADEM01000003	PATRIC	CDS	85477918	360205	361557	+	1353		Exonuclease SbcC	GV16
GV16|SEQ00422	NA	VBIGarVag246379_0422	Gardnerella vaginalis 75712	ADEM01000003	PATRIC	CDS	85477986	420783	420932	+	150		hypothetical protein	GV16
GV16|SEQ00439	NA	VBIGarVag246379_0439	Gardnerella vaginalis 75712	ADEM01000003	PATRIC	CDS	85478020	466875	467018	+	144		hypothetical protein	GV16
GV16|SEQ00486	NA	VBIGarVag246379_0486	Gardnerella vaginalis 75712	ADEM01000003	PATRIC	CDS	85478116	525145	525606	-	462	rpsP	SSU ribosomal protein S16p	GV16
GV16|SEQ00515	NA	VBIGarVag246379_0515	Gardnerella vaginalis 75712	ADEM01000003	PATRIC	CDS	85478175	558184	558303	+	120		hypothetical protein	GV16
GV16|SEQ00531	NA	VBIGarVag246379_0531	Gardnerella vaginalis 75712	ADEM01000003	PATRIC	CDS	85478210	578155	578286	+	132		ABC transporter permease protein	GV16
GV16|SEQ00598	NA	VBIGarVag246379_0598	Gardnerella vaginalis 75712	ADEM01000003	PATRIC	CDS	85478344	650260	650382	+	123		FIG00525105: hypothetical protein	GV16
GV16|SEQ00601	NA	VBIGarVag246379_0601	Gardnerella vaginalis 75712	ADEM01000003	PATRIC	CDS	85478350	651756	651875	+	120		hypothetical protein	GV16
GV16|SEQ00637	NA	VBIGarVag246379_0637	Gardnerella vaginalis 75712	ADEM01000003	PATRIC	CDS	85478422	692835	692954	+	120		hypothetical protein	GV16
GV16|SEQ00834	NA	VBIGarVag246379_0834	Gardnerella vaginalis 75712	ADEM01000003	PATRIC	CDS	85478829	946415	946537	-	123		hypothetical protein	GV16
GV16|SEQ00859	NA	VBIGarVag246379_0859	Gardnerella vaginalis 75712	ADEM01000003	PATRIC	CDS	85478879	965208	965456	-	249		Preprotein translocase subunit SecG (TC 3.A.5.1.1)	GV16
GV16|SEQ00945	NA	VBIGarVag246379_0945	Gardnerella vaginalis 75712	ADEM01000003	PATRIC	CDS	85479065	1076011	1076172	+	162		hypothetical protein	GV16
GV16|SEQ01112	NA	VBIGarVag246379_1112	Gardnerella vaginalis 75712	ADEM01000003	PATRIC	CDS	85479414	1290794	1290913	-	120		hypothetical protein	GV16
GV16|SEQ01164	NA	VBIGarVag246379_1164	Gardnerella vaginalis 75712	ADEM01000003	PATRIC	CDS	85479522	1370499	1370702	-	204		hypothetical protein	GV16
GV16|SEQ01248	NA	VBIGarVag246379_1248	Gardnerella vaginalis 75712	ADEM01000003	PATRIC	CDS	85479697	1473129	1473251	-	123		hypothetical protein	GV16
GV16|SEQ01253	NA	VBIGarVag246379_1253	Gardnerella vaginalis 75712	ADEM01000003	PATRIC	CDS	85479707	1478352	1478522	+	171		hypothetical protein	GV16
GV16|SEQ01270	NA	VBIGarVag246379_1270	Gardnerella vaginalis 75712	ADEM01000003	PATRIC	CDS	85479741	1497034	1497150	-	117		hypothetical protein	GV16
