cds_id	ortho_id	locus_tag	genome_name	accession	annotation	feature_type	na_feature_id	start_max	end_min	strand	na_length	gene	product	id_short
GV35|SEQ00119	NA	VBIGarVag272169_0119	Gardnerella vaginalis JCP8522	ATJE01000005	PATRIC	CDS	184006517	255	2072	+	1818		Type III restriction-modification system methylation subunit (EC 2.1.1.72)	GV35
GV35|SEQ00120	NA	VBIGarVag272169_0120	Gardnerella vaginalis JCP8522	ATJE01000005	PATRIC	CDS	184006519	2073	4262	+	2190		hypothetical protein	GV35
GV35|SEQ00121	NA	VBIGarVag272169_0121	Gardnerella vaginalis JCP8522	ATJE01000005	PATRIC	CDS	184006521	4280	4969	+	690		hypothetical protein	GV35
GV35|SEQ00122	NA	VBIGarVag272169_0122	Gardnerella vaginalis JCP8522	ATJE01000005	PATRIC	CDS	184006523	4966	7269	+	2304		hypothetical protein	GV35
GV35|SEQ00170	NA	VBIGarVag272169_0170	Gardnerella vaginalis JCP8522	ATJE01000005	PATRIC	CDS	184006621	69120	70064	-	945		Multimodular transpeptidase-transglycosylase / Penicillin-binding protein 1A/1B (PBP1)	GV35
GV35|SEQ00213	NA	VBIGarVag272169_0213	Gardnerella vaginalis JCP8522	ATJE01000005	PATRIC	CDS	184006709	124054	124302	+	249		Preprotein translocase subunit SecG (TC 3.A.5.1.1)	GV35
GV35|SEQ00306	NA	VBIGarVag272169_0306	Gardnerella vaginalis JCP8522	ATJE01000011	PATRIC	CDS	184006909	249	377	+	129		hypothetical protein	GV35
GV35|SEQ00324	NA	VBIGarVag272169_0324	Gardnerella vaginalis JCP8522	ATJE01000014	PATRIC	CDS	184006948	10495	10614	+	120		hypothetical protein	GV35
GV35|SEQ00354	NA	VBIGarVag272169_0354	Gardnerella vaginalis JCP8522	ATJE01000017	PATRIC	CDS	184007011	5095	5217	-	123		hypothetical protein	GV35
GV35|SEQ00387	NA	VBIGarVag272169_0387	Gardnerella vaginalis JCP8522	ATJE01000019	PATRIC	CDS	184007081	534	656	+	123		hypothetical protein	GV35
GV35|SEQ00391	NA	VBIGarVag272169_0391	Gardnerella vaginalis JCP8522	ATJE01000020	PATRIC	CDS	184007090	110	247	+	138		hypothetical protein	GV35
GV35|SEQ00393	NA	VBIGarVag272169_0393	Gardnerella vaginalis JCP8522	ATJE01000020	PATRIC	CDS	184007094	1015	1134	-	120		hypothetical protein	GV35
GV35|SEQ00410	NA	VBIGarVag272169_0410	Gardnerella vaginalis JCP8522	ATJE01000020	PATRIC	CDS	184007130	20760	20894	-	135		hypothetical protein	GV35
GV35|SEQ00432	NA	VBIGarVag272169_0432	Gardnerella vaginalis JCP8522	ATJE01000025	PATRIC	CDS	184007179	1309	1461	-	153		hypothetical protein	GV35
GV35|SEQ00434	NA	VBIGarVag272169_0434	Gardnerella vaginalis JCP8522	ATJE01000025	PATRIC	CDS	184007183	3137	3253	-	117		hypothetical protein	GV35
GV35|SEQ00522	NA	VBIGarVag272169_0522	Gardnerella vaginalis JCP8522	ATJE01000032	PATRIC	CDS	184007372	2765	2938	-	174		hypothetical protein	GV35
GV35|SEQ00604	NA	VBIGarVag272169_0604	Gardnerella vaginalis JCP8522	ATJE01000042	PATRIC	CDS	184007554	6342	6470	-	129		hypothetical protein	GV35
GV35|SEQ00630	NA	VBIGarVag272169_0630	Gardnerella vaginalis JCP8522	ATJE01000045	PATRIC	CDS	184007617	1626	1751	-	126		hypothetical protein	GV35
GV35|SEQ00649	NA	VBIGarVag272169_0649	Gardnerella vaginalis JCP8522	ATJE01000048	PATRIC	CDS	184007662	5765	5881	-	117		hypothetical protein	GV35
GV35|SEQ00690	NA	VBIGarVag272169_0690	Gardnerella vaginalis JCP8522	ATJE01000059	PATRIC	CDS	184007755	4235	4369	+	135		hypothetical protein	GV35
GV35|SEQ00698	NA	VBIGarVag272169_0698	Gardnerella vaginalis JCP8522	ATJE01000059	PATRIC	CDS	184007771	16151	16276	+	126		hypothetical protein	GV35
GV35|SEQ00800	NA	VBIGarVag272169_0800	Gardnerella vaginalis JCP8522	ATJE01000074	PATRIC	CDS	184007998	256	837	-	582		hypothetical protein	GV35
GV35|SEQ00804	NA	VBIGarVag272169_0804	Gardnerella vaginalis JCP8522	ATJE01000075	PATRIC	CDS	184008007	4486	4599	-	114		hypothetical protein	GV35
GV35|SEQ00912	NA	VBIGarVag272169_0912	Gardnerella vaginalis JCP8522	ATJE01000097	PATRIC	CDS	184008257	1175	1369	-	195		hypothetical protein	GV35
GV35|SEQ00968	NA	VBIGarVag272169_0968	Gardnerella vaginalis JCP8522	ATJE01000119	PATRIC	CDS	184008397	31	144	+	114		hypothetical protein	GV35
GV35|SEQ00970	NA	VBIGarVag272169_0970	Gardnerella vaginalis JCP8522	ATJE01000119	PATRIC	CDS	184008401	2597	2761	-	165		hypothetical protein	GV35
GV35|SEQ00974	NA	VBIGarVag272169_0974	Gardnerella vaginalis JCP8522	ATJE01000123	PATRIC	CDS	184008417	255	728	+	474		SSU ribosomal protein S16p	GV35
GV35|SEQ00977	NA	VBIGarVag272169_0977	Gardnerella vaginalis JCP8522	ATJE01000124	PATRIC	CDS	184008424	56	214	+	159		hypothetical protein	GV35
GV35|SEQ00978	NA	VBIGarVag272169_0978	Gardnerella vaginalis JCP8522	ATJE01000124	PATRIC	CDS	184008426	333	455	-	123		hypothetical protein	GV35
GV35|SEQ00980	NA	VBIGarVag272169_0980	Gardnerella vaginalis JCP8522	ATJE01000126	PATRIC	CDS	184008432	434	598	-	165		hypothetical protein	GV35
GV35|SEQ00985	NA	VBIGarVag272169_0985	Gardnerella vaginalis JCP8522	ATJE01000127	PATRIC	CDS	184008443	2699	2818	+	120		hypothetical protein	GV35
GV35|SEQ00989	NA	VBIGarVag272169_0989	Gardnerella vaginalis JCP8522	ATJE01000128	PATRIC	CDS	184008452	1961	2092	-	132		hypothetical protein	GV35
GV35|SEQ00998	NA	VBIGarVag272169_0998	Gardnerella vaginalis JCP8522	ATJE01000134	PATRIC	CDS	184008476	710	952	-	243		Signal recognition particle, subunit Ffh SRP54 (TC 3.A.5.1.1)	GV35
GV35|SEQ01048	NA	VBIGarVag272169_1048	Gardnerella vaginalis JCP8522	ATJE01000148	PATRIC	CDS	184008590	121	822	+	702		hypothetical protein	GV35
GV35|SEQ01053	NA	VBIGarVag272169_1053	Gardnerella vaginalis JCP8522	ATJE01000153	PATRIC	CDS	184008605	188	325	+	138		hypothetical protein	GV35
GV35|SEQ01069	NA	VBIGarVag272169_1069	Gardnerella vaginalis JCP8522	ATJE01000153	PATRIC	CDS	184008637	19852	19971	+	120		hypothetical protein	GV35
GV35|SEQ01101	NA	VBIGarVag272169_1101	Gardnerella vaginalis JCP8522	ATJE01000162	PATRIC	CDS	184008710	1862	2005	+	144		hypothetical protein	GV35
GV35|SEQ01145	NA	VBIGarVag272169_1145	Gardnerella vaginalis JCP8522	ATJE01000168	PATRIC	CDS	184008808	5440	5568	+	129		hypothetical protein	GV35
GV35|SEQ01146	NA	VBIGarVag272169_1146	Gardnerella vaginalis JCP8522	ATJE01000169	PATRIC	CDS	184008811	85	228	+	144		hypothetical protein	GV35
GV35|SEQ01149	NA	VBIGarVag272169_1149	Gardnerella vaginalis JCP8522	ATJE01000169	PATRIC	CDS	184008817	3198	3353	+	156		hypothetical protein	GV35
GV35|SEQ01153	NA	VBIGarVag272169_1153	Gardnerella vaginalis JCP8522	ATJE01000172	PATRIC	CDS	184008828	417	575	-	159		hypothetical protein	GV35
