cds_id	ortho_id	locus_tag	genome_name	accession	annotation	feature_type	na_feature_id	start_max	end_min	strand	na_length	gene	product	id_short
GV30|SEQ00122	NA	VBIGarVag267667_0122	Gardnerella vaginalis JCP8108	ATJJ01000003	PATRIC	CDS	183992288	30211	30327	+	117		hypothetical protein	GV30
GV30|SEQ00167	NA	VBIGarVag267667_0167	Gardnerella vaginalis JCP8108	ATJJ01000004	PATRIC	CDS	183992379	28946	29059	+	114		hypothetical protein	GV30
GV30|SEQ00208	NA	VBIGarVag267667_0208	Gardnerella vaginalis JCP8108	ATJJ01000005	PATRIC	CDS	183992466	41168	41293	-	126		hypothetical protein	GV30
GV30|SEQ00212	NA	VBIGarVag267667_0212	Gardnerella vaginalis JCP8108	ATJJ01000007	PATRIC	CDS	183992476	409	642	-	234		hypothetical protein	GV30
GV30|SEQ00214	NA	VBIGarVag267667_0214	Gardnerella vaginalis JCP8108	ATJJ01000007	PATRIC	CDS	183992480	2651	2875	+	225		hypothetical protein	GV30
GV30|SEQ00228	NA	VBIGarVag267667_0228	Gardnerella vaginalis JCP8108	ATJJ01000007	PATRIC	CDS	183992508	24266	24541	+	276		hypothetical protein	GV30
GV30|SEQ00297	NA	VBIGarVag267667_0298	Gardnerella vaginalis JCP8108	ATJJ01000010	PATRIC	CDS	183992653	14343	14516	+	174		hypothetical protein	GV30
GV30|SEQ00385	NA	VBIGarVag267667_0386	Gardnerella vaginalis JCP8108	ATJJ01000015	PATRIC	CDS	183992838	1405	1530	-	126		hypothetical protein	GV30
GV30|SEQ00386	NA	VBIGarVag267667_0387	Gardnerella vaginalis JCP8108	ATJJ01000015	PATRIC	CDS	183992840	1806	2105	-	300		hypothetical protein	GV30
GV30|SEQ00508	NA	VBIGarVag267667_0509	Gardnerella vaginalis JCP8108	ATJJ01000027	PATRIC	CDS	183993112	11091	11285	-	195		hypothetical protein	GV30
GV30|SEQ00515	NA	VBIGarVag267667_0516	Gardnerella vaginalis JCP8108	ATJJ01000027	PATRIC	CDS	183993126	14373	14714	+	342		Daunorubicin resistance ATP-binding protein drrA	GV30
GV30|SEQ00536	NA	VBIGarVag267667_0537	Gardnerella vaginalis JCP8108	ATJJ01000029	PATRIC	CDS	183993170	3489	3602	+	114		hypothetical protein	GV30
GV30|SEQ00546	NA	VBIGarVag267667_0547	Gardnerella vaginalis JCP8108	ATJJ01000030	PATRIC	CDS	183993193	82	201	+	120		hypothetical protein	GV30
GV30|SEQ00605	NA	VBIGarVag267667_0606	Gardnerella vaginalis JCP8108	ATJJ01000037	PATRIC	CDS	183993331	2664	2798	-	135		hypothetical protein	GV30
GV30|SEQ00621	NA	VBIGarVag267667_0622	Gardnerella vaginalis JCP8108	ATJJ01000038	PATRIC	CDS	183993364	557	688	+	132		hypothetical protein	GV30
GV30|SEQ00744	NA	VBIGarVag267667_0746	Gardnerella vaginalis JCP8108	ATJJ01000047	PATRIC	CDS	183993623	5500	5616	-	117		hypothetical protein	GV30
GV30|SEQ00746	NA	VBIGarVag267667_0748	Gardnerella vaginalis JCP8108	ATJJ01000047	PATRIC	CDS	183993627	8871	9863	-	993		hypothetical protein	GV30
GV30|SEQ00747	NA	VBIGarVag267667_0749	Gardnerella vaginalis JCP8108	ATJJ01000047	PATRIC	CDS	183993629	10082	10399	-	318		FIG00672052: hypothetical protein	GV30
GV30|SEQ00770	NA	VBIGarVag267667_0772	Gardnerella vaginalis JCP8108	ATJJ01000048	PATRIC	CDS	183993678	25845	25988	-	144		hypothetical protein	GV30
GV30|SEQ00778	NA	VBIGarVag267667_0780	Gardnerella vaginalis JCP8108	ATJJ01000052	PATRIC	CDS	183993698	201	314	-	114		hypothetical protein	GV30
GV30|SEQ00782	NA	VBIGarVag267667_0784	Gardnerella vaginalis JCP8108	ATJJ01000053	PATRIC	CDS	183993707	667	783	+	117		hypothetical protein	GV30
GV30|SEQ00790	NA	VBIGarVag267667_0792	Gardnerella vaginalis JCP8108	ATJJ01000056	PATRIC	CDS	183993728	1453	1758	+	306		hypothetical protein	GV30
GV30|SEQ00808	NA	VBIGarVag267667_0810	Gardnerella vaginalis JCP8108	ATJJ01000060	PATRIC	CDS	183993770	621	1211	+	591		hypothetical protein	GV30
