cds_id	ortho_id	locus_tag	genome_name	accession	annotation	feature_type	na_feature_id	start_max	end_min	strand	na_length	gene	product	id_short
GV06|SEQ00012	NA	VBIGarVag244004_0012	Gardnerella vaginalis 1400E	ADER01000001	PATRIC	CDS	85488729	10954	11076	+	123		hypothetical protein	GV06
GV06|SEQ00014	NA	VBIGarVag244004_0014	Gardnerella vaginalis 1400E	ADER01000001	PATRIC	CDS	85488733	15056	15172	+	117		hypothetical protein	GV06
GV06|SEQ00017	NA	VBIGarVag244004_0017	Gardnerella vaginalis 1400E	ADER01000001	PATRIC	CDS	85488739	20110	20322	+	213		FIG00672113: hypothetical protein	GV06
GV06|SEQ00068	NA	VBIGarVag244004_0068	Gardnerella vaginalis 1400E	ADER01000001	PATRIC	CDS	85488841	73087	73206	+	120		hypothetical protein	GV06
GV06|SEQ00097	NA	VBIGarVag244004_0097	Gardnerella vaginalis 1400E	ADER01000002	PATRIC	CDS	85488904	372	518	+	147		hypothetical protein	GV06
GV06|SEQ00100	NA	VBIGarVag244004_0100	Gardnerella vaginalis 1400E	ADER01000002	PATRIC	CDS	85488910	2996	3112	-	117		hypothetical protein	GV06
GV06|SEQ00170	NA	VBIGarVag244004_0170	Gardnerella vaginalis 1400E	ADER01000003	PATRIC	CDS	85489055	91380	91505	+	126		hypothetical protein	GV06
GV06|SEQ00232	NA	VBIGarVag244004_0232	Gardnerella vaginalis 1400E	ADER01000003	PATRIC	CDS	85489181	157594	157707	+	114		hypothetical protein	GV06
GV06|SEQ00274	NA	VBIGarVag244004_0274	Gardnerella vaginalis 1400E	ADER01000004	PATRIC	CDS	85489270	51469	51717	+	249		Preprotein translocase subunit SecG (TC 3.A.5.1.1)	GV06
GV06|SEQ00299	NA	VBIGarVag244004_0299	Gardnerella vaginalis 1400E	ADER01000005	PATRIC	CDS	85489321	420	599	+	180		hypothetical protein	GV06
GV06|SEQ00303	NA	VBIGarVag244004_0303	Gardnerella vaginalis 1400E	ADER01000007	PATRIC	CDS	85489331	1628	1756	-	129		hypothetical protein	GV06
GV06|SEQ00331	NA	VBIGarVag244004_0331	Gardnerella vaginalis 1400E	ADER01000008	PATRIC	CDS	85489388	26993	27121	-	129		hypothetical protein	GV06
GV06|SEQ00400	NA	VBIGarVag244004_0400	Gardnerella vaginalis 1400E	ADER01000011	PATRIC	CDS	85489543	72924	73049	-	126		hypothetical protein	GV06
