cds_id	na_feature_id	locus_tag	seq_id	id_full	id_short	genome_name	accession	annotation	feature_type	gene	product	go_id	go_term	anno_type	ortho_id
LON2|SEQ00455	42580430	VBIBifLon171405_0456	SEQ00455	Bifidobacterium longum subsp. longum BBMN68	LON2	Bifidobacterium longum subsp. longum BBMN68	NC_014656	PATRIC	CDS	NA	DNA-binding response regulator KdpE	GO:0003677	DNA binding	go	NA
LON2|SEQ00455	42580430	VBIBifLon171405_0456	SEQ00455	Bifidobacterium longum subsp. longum BBMN68	LON2	Bifidobacterium longum subsp. longum BBMN68	NC_014656	PATRIC	CDS	NA	DNA-binding response regulator KdpE	GO:0000156	two-component response regulator activity	go	NA
LON2|SEQ00458	42580436	VBIBifLon171405_0459	SEQ00458	Bifidobacterium longum subsp. longum BBMN68	LON2	Bifidobacterium longum subsp. longum BBMN68	NC_014656	PATRIC	CDS	NA	Potassium-transporting ATPase C chain (EC 3.6.3.12) (TC 3.A.3.7.1)	GO:0008556	potassium-transporting ATPase activity	go	NA
LON2|SEQ00459	42580438	VBIBifLon171405_0460	SEQ00459	Bifidobacterium longum subsp. longum BBMN68	LON2	Bifidobacterium longum subsp. longum BBMN68	NC_014656	PATRIC	CDS	NA	Potassium-transporting ATPase B chain (EC 3.6.3.12) (TC 3.A.3.7.1)	GO:0008556	potassium-transporting ATPase activity	go	NA
LON2|SEQ00460	42580440	VBIBifLon171405_0461	SEQ00460	Bifidobacterium longum subsp. longum BBMN68	LON2	Bifidobacterium longum subsp. longum BBMN68	NC_014656	PATRIC	CDS	NA	Potassium-transporting ATPase A chain (EC 3.6.3.12) (TC 3.A.3.7.1)	GO:0008556	potassium-transporting ATPase activity	go	NA
LON2|SEQ00854	42581250	VBIBifLon171405_0855	SEQ00854	Bifidobacterium longum subsp. longum BBMN68	LON2	Bifidobacterium longum subsp. longum BBMN68	NC_014656	PATRIC	CDS	NA	Endonuclease III (EC 4.2.99.18)	GO:0003906	DNA-(apurinic or apyrimidinic site) lyase activity	go	NA
LON2|SEQ01035	42581617	VBIBifLon171405_1036	SEQ01035	Bifidobacterium longum subsp. longum BBMN68	LON2	Bifidobacterium longum subsp. longum BBMN68	NC_014656	PATRIC	CDS	NA	3-oxoacyl-[acyl-carrier protein] reductase (EC 1.1.1.100)	GO:0004316	3-oxoacyl-[acyl-carrier-protein] reductase activity	go	NA
LON2|SEQ01652	42582915	VBIBifLon171405_1655	SEQ01652	Bifidobacterium longum subsp. longum BBMN68	LON2	Bifidobacterium longum subsp. longum BBMN68	NC_014656	PATRIC	CDS	NA	Multiple sugar ABC transporter, membrane-spanning permease protein MsmG	GO:0016020	membrane	go	NA
LON2|SEQ01652	42582915	VBIBifLon171405_1655	SEQ01652	Bifidobacterium longum subsp. longum BBMN68	LON2	Bifidobacterium longum subsp. longum BBMN68	NC_014656	PATRIC	CDS	NA	Multiple sugar ABC transporter, membrane-spanning permease protein MsmG	GO:0005215	transporter activity	go	NA
LON2|SEQ01652	42582915	VBIBifLon171405_1655	SEQ01652	Bifidobacterium longum subsp. longum BBMN68	LON2	Bifidobacterium longum subsp. longum BBMN68	NC_014656	PATRIC	CDS	NA	Multiple sugar ABC transporter, membrane-spanning permease protein MsmG	GO:0006810	transport	go	NA
