cds_id	na_feature_id	locus_tag	seq_id	id_full	id_short	genome_name	accession	annotation	feature_type	gene	product	ec_number	ec_name	pathway_id	pathway_name	anno_type	ortho_id
GV01|SEQ00517	85495179	VBIGarVag247323_0517	SEQ00517	Gardnerella vaginalis 00703Bmash	GV01	Gardnerella vaginalis 00703Bmash	ADET01000005	PATRIC	CDS	NA	Polyphosphate glucokinase (EC 2.7.1.63)	2.7.1.63	Polyphosphate--glucose phosphotransferase	10	Glycolysis / Gluconeogenesis	path	clust_0111
GV01|SEQ00517	85495179	VBIGarVag247323_0517	SEQ00517	Gardnerella vaginalis 00703Bmash	GV01	Gardnerella vaginalis 00703Bmash	ADET01000005	PATRIC	CDS	NA	Polyphosphate glucokinase (EC 2.7.1.63)	2.7.1.63	Polyphosphate--glucose phosphotransferase	520	Amino sugar and nucleotide sugar metabolism	path	clust_0111
GV02|SEQ00855	85498552	VBIGarVag242669_0855	SEQ00855	Gardnerella vaginalis 00703C2mash	GV02	Gardnerella vaginalis 00703C2mash	ADEU01000016	PATRIC	CDS	NA	Polyphosphate glucokinase (EC 2.7.1.63)	2.7.1.63	Polyphosphate--glucose phosphotransferase	520	Amino sugar and nucleotide sugar metabolism	path	clust_0111
GV02|SEQ00855	85498552	VBIGarVag242669_0855	SEQ00855	Gardnerella vaginalis 00703C2mash	GV02	Gardnerella vaginalis 00703C2mash	ADEU01000016	PATRIC	CDS	NA	Polyphosphate glucokinase (EC 2.7.1.63)	2.7.1.63	Polyphosphate--glucose phosphotransferase	10	Glycolysis / Gluconeogenesis	path	clust_0111
GV03|SEQ00895	85501233	VBIGarVag247424_0895	SEQ00895	Gardnerella vaginalis 00703Dmash	GV03	Gardnerella vaginalis 00703Dmash	ADEV01000009	PATRIC	CDS	NA	Polyphosphate glucokinase (EC 2.7.1.63)	2.7.1.63	Polyphosphate--glucose phosphotransferase	10	Glycolysis / Gluconeogenesis	path	clust_0111
GV03|SEQ00895	85501233	VBIGarVag247424_0895	SEQ00895	Gardnerella vaginalis 00703Dmash	GV03	Gardnerella vaginalis 00703Dmash	ADEV01000009	PATRIC	CDS	NA	Polyphosphate glucokinase (EC 2.7.1.63)	2.7.1.63	Polyphosphate--glucose phosphotransferase	520	Amino sugar and nucleotide sugar metabolism	path	clust_0111
GV04|SEQ01032	85481976	VBIGarVag246433_1032	SEQ01032	Gardnerella vaginalis 0288E	GV04	Gardnerella vaginalis 0288E	ADEN01000007	PATRIC	CDS	NA	Polyphosphate glucokinase (EC 2.7.1.63)	2.7.1.63	Polyphosphate--glucose phosphotransferase	520	Amino sugar and nucleotide sugar metabolism	path	clust_0111
GV04|SEQ01032	85481976	VBIGarVag246433_1032	SEQ01032	Gardnerella vaginalis 0288E	GV04	Gardnerella vaginalis 0288E	ADEN01000007	PATRIC	CDS	NA	Polyphosphate glucokinase (EC 2.7.1.63)	2.7.1.63	Polyphosphate--glucose phosphotransferase	10	Glycolysis / Gluconeogenesis	path	clust_0111
GV05|SEQ00940	52547658	VBIGarVag174900_0940	SEQ00940	Gardnerella vaginalis 101	GV05	Gardnerella vaginalis 101	AEJD01000006	PATRIC	CDS	NA	Polyphosphate glucokinase (EC 2.7.1.63)	2.7.1.63	Polyphosphate--glucose phosphotransferase	10	Glycolysis / Gluconeogenesis	path	clust_0111
GV05|SEQ00940	52547658	VBIGarVag174900_0940	SEQ00940	Gardnerella vaginalis 101	GV05	Gardnerella vaginalis 101	AEJD01000006	PATRIC	CDS	NA	Polyphosphate glucokinase (EC 2.7.1.63)	2.7.1.63	Polyphosphate--glucose phosphotransferase	520	Amino sugar and nucleotide sugar metabolism	path	clust_0111
GV06|SEQ01217	85491261	VBIGarVag244004_1217	SEQ01217	Gardnerella vaginalis 1400E	GV06	Gardnerella vaginalis 1400E	ADER01000028	PATRIC	CDS	NA	Polyphosphate glucokinase (EC 2.7.1.63)	2.7.1.63	Polyphosphate--glucose phosphotransferase	10	Glycolysis / Gluconeogenesis	path	clust_0111
