cds_id	na_feature_id	locus_tag	seq_id	id_full	id_short	genome_name	accession	annotation	feature_type	gene	product	ec_number	ec_name	pathway_id	pathway_name	anno_type	ortho_id
GV01|SEQ00177	85494461	VBIGarVag247323_0177	SEQ00177	Gardnerella vaginalis 00703Bmash	GV01	Gardnerella vaginalis 00703Bmash	ADET01000002	PATRIC	CDS	NA	5-Enolpyruvylshikimate-3-phosphate synthase (EC 2.5.1.19)	2.5.1.19	3-phosphoshikimate 1-carboxyvinyltransferase	400	Phenylalanine, tyrosine and tryptophan biosynthesis	path	clust_0641
GV02|SEQ00449	85497687	VBIGarVag242669_0449	SEQ00449	Gardnerella vaginalis 00703C2mash	GV02	Gardnerella vaginalis 00703C2mash	ADEU01000008	PATRIC	CDS	NA	5-Enolpyruvylshikimate-3-phosphate synthase (EC 2.5.1.19)	2.5.1.19	3-phosphoshikimate 1-carboxyvinyltransferase	400	Phenylalanine, tyrosine and tryptophan biosynthesis	path	clust_0641
GV03|SEQ00751	85500931	VBIGarVag247424_0751	SEQ00751	Gardnerella vaginalis 00703Dmash	GV03	Gardnerella vaginalis 00703Dmash	ADEV01000009	PATRIC	CDS	NA	5-Enolpyruvylshikimate-3-phosphate synthase (EC 2.5.1.19)	2.5.1.19	3-phosphoshikimate 1-carboxyvinyltransferase	400	Phenylalanine, tyrosine and tryptophan biosynthesis	path	clust_0641
GV04|SEQ01298	85482536	VBIGarVag246433_1298	SEQ01298	Gardnerella vaginalis 0288E	GV04	Gardnerella vaginalis 0288E	ADEN01000013	PATRIC	CDS	NA	5-Enolpyruvylshikimate-3-phosphate synthase (EC 2.5.1.19)	2.5.1.19	3-phosphoshikimate 1-carboxyvinyltransferase	400	Phenylalanine, tyrosine and tryptophan biosynthesis	path	clust_0641
GV05|SEQ00803	52547370	VBIGarVag174900_0803	SEQ00803	Gardnerella vaginalis 101	GV05	Gardnerella vaginalis 101	AEJD01000006	PATRIC	CDS	NA	5-Enolpyruvylshikimate-3-phosphate synthase (EC 2.5.1.19)	2.5.1.19	3-phosphoshikimate 1-carboxyvinyltransferase	400	Phenylalanine, tyrosine and tryptophan biosynthesis	path	clust_0641
GV06|SEQ00859	85490523	VBIGarVag244004_0859	SEQ00859	Gardnerella vaginalis 1400E	GV06	Gardnerella vaginalis 1400E	ADER01000020	PATRIC	CDS	NA	5-Enolpyruvylshikimate-3-phosphate synthase (EC 2.5.1.19)	2.5.1.19	3-phosphoshikimate 1-carboxyvinyltransferase	400	Phenylalanine, tyrosine and tryptophan biosynthesis	path	clust_0641
GV07|SEQ00563	85492773	VBIGarVag249177_0563	SEQ00563	Gardnerella vaginalis 1500E	GV07	Gardnerella vaginalis 1500E	ADES01000011	PATRIC	CDS	NA	5-Enolpyruvylshikimate-3-phosphate synthase (EC 2.5.1.19)	2.5.1.19	3-phosphoshikimate 1-carboxyvinyltransferase	400	Phenylalanine, tyrosine and tryptophan biosynthesis	path	clust_0641
GV08|SEQ00419	85475244	VBIGarVag251521_0419	SEQ00419	Gardnerella vaginalis 284V	GV08	Gardnerella vaginalis 284V	ADEL01000003	PATRIC	CDS	NA	5-Enolpyruvylshikimate-3-phosphate synthase (EC 2.5.1.19)	2.5.1.19	3-phosphoshikimate 1-carboxyvinyltransferase	400	Phenylalanine, tyrosine and tryptophan biosynthesis	path	clust_0641
GV09|SEQ00391	55259949	VBIGarVag169280_0391	SEQ00391	Gardnerella vaginalis 315-A	GV09	Gardnerella vaginalis 315-A	AFDI01000006	PATRIC	CDS	NA	5-Enolpyruvylshikimate-3-phosphate synthase (EC 2.5.1.19)	2.5.1.19	3-phosphoshikimate 1-carboxyvinyltransferase	400	Phenylalanine, tyrosine and tryptophan biosynthesis	path	clust_0641
GV10|SEQ00549	32147154	VBIGarVag136958_0549	SEQ00549	Gardnerella vaginalis 409-05	GV10	Gardnerella vaginalis 409-05	NC_013721	PATRIC	CDS	NA	5-Enolpyruvylshikimate-3-phosphate synthase (EC 2.5.1.19)	2.5.1.19	3-phosphoshikimate 1-carboxyvinyltransferase	400	Phenylalanine, tyrosine and tryptophan biosynthesis	path	clust_0641
