cds_id	na_feature_id	locus_tag	seq_id	id_full	id_short	genome_name	accession	annotation	feature_type	gene	product	figfam_id	anno_type	ortho_id
LON3|SEQ00139	42767206	VBIBifLon156230_0139	SEQ00139	Bifidobacterium longum subsp. longum F8	LON3	Bifidobacterium longum subsp. longum F8	FP929034	PATRIC	CDS		Transposase and inactivated derivatives	FIG01331873	figfam	NA
LON3|SEQ00166	42767260	VBIBifLon156230_0166	SEQ00166	Bifidobacterium longum subsp. longum F8	LON3	Bifidobacterium longum subsp. longum F8	FP929034	PATRIC	CDS		FIG00672247: hypothetical protein	FIG00672245	figfam	NA
LON3|SEQ00197	42767327	VBIBifLon156230_0197	SEQ00197	Bifidobacterium longum subsp. longum F8	LON3	Bifidobacterium longum subsp. longum F8	FP929034	PATRIC	CDS		hypothetical protein	FIG00638284	figfam	NA
LON3|SEQ00202	42767337	VBIBifLon156230_0202	SEQ00202	Bifidobacterium longum subsp. longum F8	LON3	Bifidobacterium longum subsp. longum F8	FP929034	PATRIC	CDS		RNA polymerase sigma factor RpoE	FIG00000973	figfam	NA
LON3|SEQ00326	42767601	VBIBifLon156230_0326	SEQ00326	Bifidobacterium longum subsp. longum F8	LON3	Bifidobacterium longum subsp. longum F8	FP929034	PATRIC	CDS		hypothetical protein	FIG00638284	figfam	NA
LON3|SEQ00334	42767617	VBIBifLon156230_0334	SEQ00334	Bifidobacterium longum subsp. longum F8	LON3	Bifidobacterium longum subsp. longum F8	FP929034	PATRIC	CDS		hypothetical protein	FIG00638284	figfam	NA
LON3|SEQ00398	42767746	VBIBifLon156230_0398	SEQ00398	Bifidobacterium longum subsp. longum F8	LON3	Bifidobacterium longum subsp. longum F8	FP929034	PATRIC	CDS		FIG00426033: hypothetical protein	FIG01514693	figfam	NA
LON3|SEQ00493	42767938	VBIBifLon156230_0493	SEQ00493	Bifidobacterium longum subsp. longum F8	LON3	Bifidobacterium longum subsp. longum F8	FP929034	PATRIC	CDS		FIG00424055: hypothetical protein	FIG01342260	figfam	NA
LON3|SEQ00539	42768035	VBIBifLon156230_0539	SEQ00539	Bifidobacterium longum subsp. longum F8	LON3	Bifidobacterium longum subsp. longum F8	FP929034	PATRIC	CDS		putative acyltransferase	FIG00765507	figfam	NA
LON3|SEQ00623	42768215	VBIBifLon156230_0623	SEQ00623	Bifidobacterium longum subsp. longum F8	LON3	Bifidobacterium longum subsp. longum F8	FP929034	PATRIC	CDS		TPR-repeat-containing protein	FIG01336235	figfam	NA
LON3|SEQ00729	42768432	VBIBifLon156230_0729	SEQ00729	Bifidobacterium longum subsp. longum F8	LON3	Bifidobacterium longum subsp. longum F8	FP929034	PATRIC	CDS		Deoxyguanosinetriphosphate triphosphohydrolase (EC 3.1.5.1)	FIG00023004	figfam	NA
LON3|SEQ00753	42768480	VBIBifLon156230_0753	SEQ00753	Bifidobacterium longum subsp. longum F8	LON3	Bifidobacterium longum subsp. longum F8	FP929034	PATRIC	CDS		ABC-type sugar transport systems, permease components	FIG01124750	figfam	NA
LON3|SEQ00763	42768500	VBIBifLon156230_0763	SEQ00763	Bifidobacterium longum subsp. longum F8	LON3	Bifidobacterium longum subsp. longum F8	FP929034	PATRIC	CDS		Surface antigen	FIG00538515	figfam	NA
LON3|SEQ00768	42768510	VBIBifLon156230_0768	SEQ00768	Bifidobacterium longum subsp. longum F8	LON3	Bifidobacterium longum subsp. longum F8	FP929034	PATRIC	CDS		FIG00424334: hypothetical protein	FIG01332167	figfam	NA
