cds_id	na_feature_id	locus_tag	seq_id	id_full	id_short	genome_name	accession	annotation	feature_type	gene	product	figfam_id	anno_type	ortho_id
GV30|SEQ00297	183992653	VBIGarVag267667_0298	SEQ00297	Gardnerella vaginalis JCP8108	GV30	Gardnerella vaginalis JCP8108	ATJJ01000010	PATRIC	CDS	NA	hypothetical protein	FIG00638284	figfam	NA
GV30|SEQ00515	183993126	VBIGarVag267667_0516	SEQ00515	Gardnerella vaginalis JCP8108	GV30	Gardnerella vaginalis JCP8108	ATJJ01000027	PATRIC	CDS	NA	Daunorubicin resistance ATP-binding protein drrA	FIG01307688	figfam	NA
GV30|SEQ00746	183993627	VBIGarVag267667_0748	SEQ00746	Gardnerella vaginalis JCP8108	GV30	Gardnerella vaginalis JCP8108	ATJJ01000047	PATRIC	CDS	NA	hypothetical protein	FIG00638284	figfam	NA
GV30|SEQ00747	183993629	VBIGarVag267667_0749	SEQ00747	Gardnerella vaginalis JCP8108	GV30	Gardnerella vaginalis JCP8108	ATJJ01000047	PATRIC	CDS	NA	FIG00672052: hypothetical protein	FIG00672051	figfam	NA
GV30|SEQ00770	183993678	VBIGarVag267667_0772	SEQ00770	Gardnerella vaginalis JCP8108	GV30	Gardnerella vaginalis JCP8108	ATJJ01000048	PATRIC	CDS	NA	hypothetical protein	FIG00638284	figfam	NA
GV30|SEQ00782	183993707	VBIGarVag267667_0784	SEQ00782	Gardnerella vaginalis JCP8108	GV30	Gardnerella vaginalis JCP8108	ATJJ01000053	PATRIC	CDS	NA	hypothetical protein	FIG00638284	figfam	NA
GV30|SEQ00928	183994037	VBIGarVag267667_0930	SEQ00928	Gardnerella vaginalis JCP8108	GV30	Gardnerella vaginalis JCP8108	ATJJ01000077	PATRIC	CDS	NA	hypothetical protein	FIG00638284	figfam	NA
GV30|SEQ01215	183994684	VBIGarVag267667_1217	SEQ01215	Gardnerella vaginalis JCP8108	GV30	Gardnerella vaginalis JCP8108	ATJJ01000134	PATRIC	CDS	NA	Cytoplasmic axial filament protein CafA and Ribonuclease G (EC 3.1.4.-)	FIG00059426	figfam	NA
GV30|SEQ01243	183994748	VBIGarVag267667_1245	SEQ01243	Gardnerella vaginalis JCP8108	GV30	Gardnerella vaginalis JCP8108	ATJJ01000140	PATRIC	CDS	NA	hypothetical protein	FIG00638284	figfam	NA
GV30|SEQ01281	183994835	VBIGarVag267667_1283	SEQ01281	Gardnerella vaginalis JCP8108	GV30	Gardnerella vaginalis JCP8108	ATJJ01000145	PATRIC	CDS	NA	Preprotein translocase subunit SecG (TC 3.A.5.1.1)	FIG00001563	figfam	NA
GV30|SEQ01294	183994868	VBIGarVag267667_1296	SEQ01294	Gardnerella vaginalis JCP8108	GV30	Gardnerella vaginalis JCP8108	ATJJ01000152	PATRIC	CDS	NA	SSU ribosomal protein S16p	FIG00000193	figfam	NA
GV30|SEQ01305	183994899	VBIGarVag267667_1307	SEQ01305	Gardnerella vaginalis JCP8108	GV30	Gardnerella vaginalis JCP8108	ATJJ01000159	PATRIC	CDS	NA	hypothetical protein	FIG00638284	figfam	NA
GV30|SEQ01319	183994934	VBIGarVag267667_1321	SEQ01319	Gardnerella vaginalis JCP8108	GV30	Gardnerella vaginalis JCP8108	ATJJ01000165	PATRIC	CDS	NA	Duplicated ATPase component BL0693 of energizing module of predicted ECF transporter	FIG00340292	figfam	NA
