cds_id	na_feature_id	locus_tag	seq_id	id_full	id_short	genome_name	accession	annotation	feature_type	gene	product	go_id	go_term	anno_type	ortho_id
GV01|SEQ00632	85495415	VBIGarVag247323_0632	SEQ00632	Gardnerella vaginalis 00703Bmash	GV01	Gardnerella vaginalis 00703Bmash	ADET01000006	PATRIC	CDS	NA	Maltose/maltodextrin transport ATP-binding protein MalK (EC 3.6.3.19)	GO:0015423	maltose-transporting ATPase activity	go	clust_0363
GV02|SEQ00115	85496990	VBIGarVag242669_0115	SEQ00115	Gardnerella vaginalis 00703C2mash	GV02	Gardnerella vaginalis 00703C2mash	ADEU01000003	PATRIC	CDS	NA	Maltose/maltodextrin transport ATP-binding protein MalK (EC 3.6.3.19)	GO:0015423	maltose-transporting ATPase activity	go	clust_0363
GV03|SEQ00169	85499716	VBIGarVag247424_0169	SEQ00169	Gardnerella vaginalis 00703Dmash	GV03	Gardnerella vaginalis 00703Dmash	ADEV01000004	PATRIC	CDS	NA	Maltose/maltodextrin transport ATP-binding protein MalK (EC 3.6.3.19)	GO:0015423	maltose-transporting ATPase activity	go	clust_0363
GV04|SEQ00226	85480306	VBIGarVag246433_0226	SEQ00226	Gardnerella vaginalis 0288E	GV04	Gardnerella vaginalis 0288E	ADEN01000003	PATRIC	CDS	NA	Maltose/maltodextrin transport ATP-binding protein MalK (EC 3.6.3.19)	GO:0015423	maltose-transporting ATPase activity	go	clust_0363
GV05|SEQ00271	52546262	VBIGarVag174900_0271	SEQ00271	Gardnerella vaginalis 101	GV05	Gardnerella vaginalis 101	AEJD01000005	PATRIC	CDS	NA	Maltose/maltodextrin transport ATP-binding protein MalK (EC 3.6.3.19)	GO:0015423	maltose-transporting ATPase activity	go	clust_0363
GV06|SEQ00150	85489013	VBIGarVag244004_0150	SEQ00150	Gardnerella vaginalis 1400E	GV06	Gardnerella vaginalis 1400E	ADER01000003	PATRIC	CDS	NA	Maltose/maltodextrin transport ATP-binding protein MalK (EC 3.6.3.19)	GO:0015423	maltose-transporting ATPase activity	go	clust_0363
GV07|SEQ00079	85491737	VBIGarVag249177_0079	SEQ00079	Gardnerella vaginalis 1500E	GV07	Gardnerella vaginalis 1500E	ADES01000001	PATRIC	CDS	NA	Maltose/maltodextrin transport ATP-binding protein MalK (EC 3.6.3.19)	GO:0015423	maltose-transporting ATPase activity	go	clust_0363
GV08|SEQ01015	85476475	VBIGarVag251521_1015	SEQ01015	Gardnerella vaginalis 284V	GV08	Gardnerella vaginalis 284V	ADEL01000011	PATRIC	CDS	NA	Maltose/maltodextrin transport ATP-binding protein MalK (EC 3.6.3.19)	GO:0015423	maltose-transporting ATPase activity	go	clust_0363
GV09|SEQ00085	55259315	VBIGarVag169280_0085	SEQ00085	Gardnerella vaginalis 315-A	GV09	Gardnerella vaginalis 315-A	AFDI01000003	PATRIC	CDS	NA	Maltose/maltodextrin transport ATP-binding protein MalK (EC 3.6.3.19)	GO:0015423	maltose-transporting ATPase activity	go	clust_0363
GV10|SEQ00062	32146136	VBIGarVag136958_0062	SEQ00062	Gardnerella vaginalis 409-05	GV10	Gardnerella vaginalis 409-05	NC_013721	PATRIC	CDS	NA	Maltose/maltodextrin transport ATP-binding protein MalK (EC 3.6.3.19)	GO:0015423	maltose-transporting ATPase activity	go	clust_0363
GV11|SEQ00915	52550199	VBIGarVag171052_0915	SEQ00915	Gardnerella vaginalis 41V	GV11	Gardnerella vaginalis 41V	AEJE01000052	PATRIC	CDS	NA	Maltose/maltodextrin transport ATP-binding protein MalK (EC 3.6.3.19)	GO:0015423	maltose-transporting ATPase activity	go	clust_0363
GV12|SEQ00594	37853883	VBIGarVag144721_0594	SEQ00594	Gardnerella vaginalis 5-1	GV12	Gardnerella vaginalis 5-1	NZ_ADAN01000005	PATRIC	CDS	NA	Maltose/maltodextrin transport ATP-binding protein MalK (EC 3.6.3.19)	GO:0015423	maltose-transporting ATPase activity	go	clust_0363
GV13|SEQ00109	85486156	VBIGarVag244533_0109	SEQ00109	Gardnerella vaginalis 55152	GV13	Gardnerella vaginalis 55152	ADEQ01000002	PATRIC	CDS	NA	Maltose/maltodextrin transport ATP-binding protein MalK (EC 3.6.3.19)	GO:0015423	maltose-transporting ATPase activity	go	clust_0363
GV14|SEQ00587	85503036	VBIGarVag244375_0587	SEQ00587	Gardnerella vaginalis 6119V5	GV14	Gardnerella vaginalis 6119V5	ADEW01000005	PATRIC	CDS	NA	Maltose/maltodextrin transport ATP-binding protein MalK (EC 3.6.3.19)	GO:0015423	maltose-transporting ATPase activity	go	clust_0363
GV15|SEQ00807	85485175	VBIGarVag249709_0807	SEQ00807	Gardnerella vaginalis 6420B	GV15	Gardnerella vaginalis 6420B	ADEP01000007	PATRIC	CDS	NA	Maltose/maltodextrin transport ATP-binding protein MalK (EC 3.6.3.19)	GO:0015423	maltose-transporting ATPase activity	go	clust_0363
GV16|SEQ00183	85477482	VBIGarVag246379_0183	SEQ00183	Gardnerella vaginalis 75712	GV16	Gardnerella vaginalis 75712	ADEM01000003	PATRIC	CDS	NA	Maltose/maltodextrin transport ATP-binding protein MalK (EC 3.6.3.19)	GO:0015423	maltose-transporting ATPase activity	go	clust_0363
