cds_id	na_feature_id	locus_tag	seq_id	id_full	id_short	genome_name	accession	annotation	feature_type	gene	product	go_id	go_term	anno_type	ortho_id
GV01|SEQ00340	85494819	VBIGarVag247323_0340	SEQ00340	Gardnerella vaginalis 00703Bmash	GV01	Gardnerella vaginalis 00703Bmash	ADET01000005	PATRIC	CDS	NA	Phosphate starvation-inducible protein PhoH, predicted ATPase	GO:0005524	ATP binding	go	clust_0873
GV01|SEQ00340	85494819	VBIGarVag247323_0340	SEQ00340	Gardnerella vaginalis 00703Bmash	GV01	Gardnerella vaginalis 00703Bmash	ADET01000005	PATRIC	CDS	NA	Phosphate starvation-inducible protein PhoH, predicted ATPase	GO:0016036	cellular response to phosphate starvation	go	clust_0873
GV01|SEQ00340	85494819	VBIGarVag247323_0340	SEQ00340	Gardnerella vaginalis 00703Bmash	GV01	Gardnerella vaginalis 00703Bmash	ADET01000005	PATRIC	CDS	NA	Phosphate starvation-inducible protein PhoH, predicted ATPase	GO:0003676	nucleic acid binding	go	clust_0873
GV02|SEQ00715	85498254	VBIGarVag242669_0715	SEQ00715	Gardnerella vaginalis 00703C2mash	GV02	Gardnerella vaginalis 00703C2mash	ADEU01000012	PATRIC	CDS	NA	Phosphate starvation-inducible protein PhoH, predicted ATPase	GO:0016036	cellular response to phosphate starvation	go	clust_0873
GV02|SEQ00715	85498254	VBIGarVag242669_0715	SEQ00715	Gardnerella vaginalis 00703C2mash	GV02	Gardnerella vaginalis 00703C2mash	ADEU01000012	PATRIC	CDS	NA	Phosphate starvation-inducible protein PhoH, predicted ATPase	GO:0003676	nucleic acid binding	go	clust_0873
GV02|SEQ00715	85498254	VBIGarVag242669_0715	SEQ00715	Gardnerella vaginalis 00703C2mash	GV02	Gardnerella vaginalis 00703C2mash	ADEU01000012	PATRIC	CDS	NA	Phosphate starvation-inducible protein PhoH, predicted ATPase	GO:0005524	ATP binding	go	clust_0873
GV04|SEQ00878	85481662	VBIGarVag246433_0878	SEQ00878	Gardnerella vaginalis 0288E	GV04	Gardnerella vaginalis 0288E	ADEN01000007	PATRIC	CDS	NA	Phosphate starvation-inducible protein PhoH, predicted ATPase	GO:0003676	nucleic acid binding	go	clust_0873
GV04|SEQ00878	85481662	VBIGarVag246433_0878	SEQ00878	Gardnerella vaginalis 0288E	GV04	Gardnerella vaginalis 0288E	ADEN01000007	PATRIC	CDS	NA	Phosphate starvation-inducible protein PhoH, predicted ATPase	GO:0016036	cellular response to phosphate starvation	go	clust_0873
GV04|SEQ00878	85481662	VBIGarVag246433_0878	SEQ00878	Gardnerella vaginalis 0288E	GV04	Gardnerella vaginalis 0288E	ADEN01000007	PATRIC	CDS	NA	Phosphate starvation-inducible protein PhoH, predicted ATPase	GO:0005524	ATP binding	go	clust_0873
GV06|SEQ00694	85490173	VBIGarVag244004_0694	SEQ00694	Gardnerella vaginalis 1400E	GV06	Gardnerella vaginalis 1400E	ADER01000019	PATRIC	CDS	NA	Phosphate starvation-inducible protein PhoH, predicted ATPase	GO:0003676	nucleic acid binding	go	clust_0873
GV06|SEQ00694	85490173	VBIGarVag244004_0694	SEQ00694	Gardnerella vaginalis 1400E	GV06	Gardnerella vaginalis 1400E	ADER01000019	PATRIC	CDS	NA	Phosphate starvation-inducible protein PhoH, predicted ATPase	GO:0005524	ATP binding	go	clust_0873
GV06|SEQ00694	85490173	VBIGarVag244004_0694	SEQ00694	Gardnerella vaginalis 1400E	GV06	Gardnerella vaginalis 1400E	ADER01000019	PATRIC	CDS	NA	Phosphate starvation-inducible protein PhoH, predicted ATPase	GO:0016036	cellular response to phosphate starvation	go	clust_0873
GV08|SEQ00657	85475734	VBIGarVag251521_0657	SEQ00657	Gardnerella vaginalis 284V	GV08	Gardnerella vaginalis 284V	ADEL01000009	PATRIC	CDS	NA	Phosphate starvation-inducible protein PhoH, predicted ATPase	GO:0016036	cellular response to phosphate starvation	go	clust_0873
GV08|SEQ00657	85475734	VBIGarVag251521_0657	SEQ00657	Gardnerella vaginalis 284V	GV08	Gardnerella vaginalis 284V	ADEL01000009	PATRIC	CDS	NA	Phosphate starvation-inducible protein PhoH, predicted ATPase	GO:0005524	ATP binding	go	clust_0873
GV08|SEQ00657	85475734	VBIGarVag251521_0657	SEQ00657	Gardnerella vaginalis 284V	GV08	Gardnerella vaginalis 284V	ADEL01000009	PATRIC	CDS	NA	Phosphate starvation-inducible protein PhoH, predicted ATPase	GO:0003676	nucleic acid binding	go	clust_0873
GV09|SEQ00735	55260671	VBIGarVag169280_0735	SEQ00735	Gardnerella vaginalis 315-A	GV09	Gardnerella vaginalis 315-A	AFDI01000008	PATRIC	CDS	NA	Phosphate starvation-inducible protein PhoH, predicted ATPase	GO:0016036	cellular response to phosphate starvation	go	clust_0873
GV09|SEQ00735	55260671	VBIGarVag169280_0735	SEQ00735	Gardnerella vaginalis 315-A	GV09	Gardnerella vaginalis 315-A	AFDI01000008	PATRIC	CDS	NA	Phosphate starvation-inducible protein PhoH, predicted ATPase	GO:0005524	ATP binding	go	clust_0873
GV09|SEQ00735	55260671	VBIGarVag169280_0735	SEQ00735	Gardnerella vaginalis 315-A	GV09	Gardnerella vaginalis 315-A	AFDI01000008	PATRIC	CDS	NA	Phosphate starvation-inducible protein PhoH, predicted ATPase	GO:0003676	nucleic acid binding	go	clust_0873
GV10|SEQ00755	32147580	VBIGarVag136958_0755	SEQ00755	Gardnerella vaginalis 409-05	GV10	Gardnerella vaginalis 409-05	NC_013721	PATRIC	CDS	NA	Phosphate starvation-inducible protein PhoH, predicted ATPase	GO:0003676	nucleic acid binding	go	clust_0873
GV10|SEQ00755	32147580	VBIGarVag136958_0755	SEQ00755	Gardnerella vaginalis 409-05	GV10	Gardnerella vaginalis 409-05	NC_013721	PATRIC	CDS	NA	Phosphate starvation-inducible protein PhoH, predicted ATPase	GO:0016036	cellular response to phosphate starvation	go	clust_0873
GV10|SEQ00755	32147580	VBIGarVag136958_0755	SEQ00755	Gardnerella vaginalis 409-05	GV10	Gardnerella vaginalis 409-05	NC_013721	PATRIC	CDS	NA	Phosphate starvation-inducible protein PhoH, predicted ATPase	GO:0005524	ATP binding	go	clust_0873
GV11|SEQ00936	52550245	VBIGarVag171052_0936	SEQ00936	Gardnerella vaginalis 41V	GV11	Gardnerella vaginalis 41V	AEJE01000056	PATRIC	CDS	NA	Phosphate starvation-inducible protein PhoH, predicted ATPase	GO:0016036	cellular response to phosphate starvation	go	clust_0873
GV11|SEQ00936	52550245	VBIGarVag171052_0936	SEQ00936	Gardnerella vaginalis 41V	GV11	Gardnerella vaginalis 41V	AEJE01000056	PATRIC	CDS	NA	Phosphate starvation-inducible protein PhoH, predicted ATPase	GO:0003676	nucleic acid binding	go	clust_0873
GV11|SEQ00936	52550245	VBIGarVag171052_0936	SEQ00936	Gardnerella vaginalis 41V	GV11	Gardnerella vaginalis 41V	AEJE01000056	PATRIC	CDS	NA	Phosphate starvation-inducible protein PhoH, predicted ATPase	GO:0005524	ATP binding	go	clust_0873
GV12|SEQ00197	37853055	VBIGarVag144721_0197	SEQ00197	Gardnerella vaginalis 5-1	GV12	Gardnerella vaginalis 5-1	NZ_ADAN01000003	PATRIC	CDS	NA	Phosphate starvation-inducible protein PhoH, predicted ATPase	GO:0005524	ATP binding	go	clust_0873
GV12|SEQ00197	37853055	VBIGarVag144721_0197	SEQ00197	Gardnerella vaginalis 5-1	GV12	Gardnerella vaginalis 5-1	NZ_ADAN01000003	PATRIC	CDS	NA	Phosphate starvation-inducible protein PhoH, predicted ATPase	GO:0003676	nucleic acid binding	go	clust_0873
GV12|SEQ00197	37853055	VBIGarVag144721_0197	SEQ00197	Gardnerella vaginalis 5-1	GV12	Gardnerella vaginalis 5-1	NZ_ADAN01000003	PATRIC	CDS	NA	Phosphate starvation-inducible protein PhoH, predicted ATPase	GO:0016036	cellular response to phosphate starvation	go	clust_0873
GV13|SEQ01126	85488284	VBIGarVag244533_1126	SEQ01126	Gardnerella vaginalis 55152	GV13	Gardnerella vaginalis 55152	ADEQ01000017	PATRIC	CDS	NA	Phosphate starvation-inducible protein PhoH, predicted ATPase	GO:0003676	nucleic acid binding	go	clust_0873
GV13|SEQ01126	85488284	VBIGarVag244533_1126	SEQ01126	Gardnerella vaginalis 55152	GV13	Gardnerella vaginalis 55152	ADEQ01000017	PATRIC	CDS	NA	Phosphate starvation-inducible protein PhoH, predicted ATPase	GO:0005524	ATP binding	go	clust_0873
GV13|SEQ01126	85488284	VBIGarVag244533_1126	SEQ01126	Gardnerella vaginalis 55152	GV13	Gardnerella vaginalis 55152	ADEQ01000017	PATRIC	CDS	NA	Phosphate starvation-inducible protein PhoH, predicted ATPase	GO:0016036	cellular response to phosphate starvation	go	clust_0873
GV15|SEQ00107	85483702	VBIGarVag249709_0107	SEQ00107	Gardnerella vaginalis 6420B	GV15	Gardnerella vaginalis 6420B	ADEP01000003	PATRIC	CDS	NA	Phosphate starvation-inducible protein PhoH, predicted ATPase	GO:0003676	nucleic acid binding	go	clust_0873
GV15|SEQ00107	85483702	VBIGarVag249709_0107	SEQ00107	Gardnerella vaginalis 6420B	GV15	Gardnerella vaginalis 6420B	ADEP01000003	PATRIC	CDS	NA	Phosphate starvation-inducible protein PhoH, predicted ATPase	GO:0016036	cellular response to phosphate starvation	go	clust_0873
GV15|SEQ00107	85483702	VBIGarVag249709_0107	SEQ00107	Gardnerella vaginalis 6420B	GV15	Gardnerella vaginalis 6420B	ADEP01000003	PATRIC	CDS	NA	Phosphate starvation-inducible protein PhoH, predicted ATPase	GO:0005524	ATP binding	go	clust_0873
