cds_id	ortho_id	locus_tag	genome_name	accession	annotation	feature_type	na_feature_id	start_max	end_min	strand	na_length	gene	product	id_short
GV03|SEQ00041	clust_1273	VBIGarVag247424_0041	Gardnerella vaginalis 00703Dmash	ADEV01000003	PATRIC	CDS	85499445	57984	58808	-	825		O-antigen export system, permease protein	GV03
GV03|SEQ00043	clust_1274	VBIGarVag247424_0043	Gardnerella vaginalis 00703Dmash	ADEV01000003	PATRIC	CDS	85499449	61454	62587	-	1134		putative LicD-family phosphotransferase	GV03
GV03|SEQ00044	clust_1275	VBIGarVag247424_0044	Gardnerella vaginalis 00703Dmash	ADEV01000003	PATRIC	CDS	85499451	62856	64646	+	1791		Cholinephosphate cytidylyltransferase (EC 2.7.7.15) / Choline kinase (EC 2.7.1.32)	GV03
GV03|SEQ00047	clust_1229	VBIGarVag247424_0047	Gardnerella vaginalis 00703Dmash	ADEV01000003	PATRIC	CDS	85499457	68479	69696	+	1218		FIG00672237: hypothetical protein	GV03
GV03|SEQ00048	clust_1229	VBIGarVag247424_0048	Gardnerella vaginalis 00703Dmash	ADEV01000003	PATRIC	CDS	85499459	69693	70301	+	609		FIG00672237: hypothetical protein	GV03
GV03|SEQ00207	clust_1276	VBIGarVag247424_0207	Gardnerella vaginalis 00703Dmash	ADEV01000004	PATRIC	CDS	85499795	158883	160088	-	1206		Aspartate aminotransferase (EC 2.6.1.1)	GV03
GV03|SEQ00212	clust_1277	VBIGarVag247424_0212	Gardnerella vaginalis 00703Dmash	ADEV01000004	PATRIC	CDS	85499805	163804	164307	+	504		hypothetical protein	GV03
GV03|SEQ00233	clust_1278	VBIGarVag247424_0233	Gardnerella vaginalis 00703Dmash	ADEV01000004	PATRIC	CDS	85499847	184567	186213	+	1647		FIG00423867: hypothetical protein	GV03
GV03|SEQ00272	clust_1280	VBIGarVag247424_0272	Gardnerella vaginalis 00703Dmash	ADEV01000004	PATRIC	CDS	85499927	222504	223088	-	585		FIG00672466: hypothetical protein	GV03
GV03|SEQ00305	clust_1281	VBIGarVag247424_0305	Gardnerella vaginalis 00703Dmash	ADEV01000004	PATRIC	CDS	85499998	263787	266207	+	2421		FIG00672014: hypothetical protein	GV03
GV03|SEQ00610	clust_1284	VBIGarVag247424_0610	Gardnerella vaginalis 00703Dmash	ADEV01000007	PATRIC	CDS	85500641	182270	182995	-	726		Aspartate racemase (EC 5.1.1.13)	GV03
GV03|SEQ00611	clust_1285	VBIGarVag247424_0611	Gardnerella vaginalis 00703Dmash	ADEV01000007	PATRIC	CDS	85500643	183038	184279	-	1242		probably carbamoylphosphate synthase large subunit, evidenced by COGnitor	GV03
GV03|SEQ00615	clust_1286	VBIGarVag247424_0615	Gardnerella vaginalis 00703Dmash	ADEV01000007	PATRIC	CDS	85500651	187144	187716	+	573		RNA polymerase sigma-54 factor RpoN	GV03
GV03|SEQ00620	clust_1287	VBIGarVag247424_0620	Gardnerella vaginalis 00703Dmash	ADEV01000007	PATRIC	CDS	85500661	190905	192791	+	1887		Asparagine synthetase [glutamine-hydrolyzing] (EC 6.3.5.4)	GV03
GV03|SEQ00796	clust_1291	VBIGarVag247424_0796	Gardnerella vaginalis 00703Dmash	ADEV01000009	PATRIC	CDS	85501025	101124	102539	+	1416		FIG00672093: hypothetical protein	GV03
GV03|SEQ01013	clust_1270	VBIGarVag247424_1013	Gardnerella vaginalis 00703Dmash	ADEV01000009	PATRIC	CDS	85501472	381974	382663	-	690		competence protein	GV03
GV03|SEQ01095	clust_1272	VBIGarVag247424_1095	Gardnerella vaginalis 00703Dmash	ADEV01000011	PATRIC	CDS	85501656	25257	26108	+	852		Cell division protein MraZ	GV03
GV03|SEQ01164	clust_1271	VBIGarVag247424_1164	Gardnerella vaginalis 00703Dmash	ADEV01000011	PATRIC	CDS	85501796	108546	109613	+	1068		hypothetical protein	GV03
GV05|SEQ00034	clust_1272	VBIGarVag174900_0034	Gardnerella vaginalis 101	AEJD01000003	PATRIC	CDS	52545773	45468	46331	+	864		Cell division protein MraZ	GV05
GV05|SEQ00104	clust_1271	VBIGarVag174900_0104	Gardnerella vaginalis 101	AEJD01000003	PATRIC	CDS	52545915	128822	129889	+	1068		hypothetical protein	GV05
GV05|SEQ00308	clust_1276	VBIGarVag174900_0308	Gardnerella vaginalis 101	AEJD01000005	PATRIC	CDS	52546339	157244	158449	-	1206		Aspartate aminotransferase (EC 2.6.1.1)	GV05
GV05|SEQ00313	clust_1277	VBIGarVag174900_0313	Gardnerella vaginalis 101	AEJD01000005	PATRIC	CDS	52546349	162161	162670	+	510		FIG00672367: hypothetical protein	GV05
GV05|SEQ00334	clust_1278	VBIGarVag174900_0334	Gardnerella vaginalis 101	AEJD01000005	PATRIC	CDS	52546391	182894	184540	+	1647		FIG00423867: hypothetical protein	GV05
GV05|SEQ00373	clust_1280	VBIGarVag174900_0373	Gardnerella vaginalis 101	AEJD01000005	PATRIC	CDS	52546471	220988	221572	-	585		FIG00672466: hypothetical protein	GV05
GV05|SEQ00407	clust_1281	VBIGarVag174900_0407	Gardnerella vaginalis 101	AEJD01000005	PATRIC	CDS	52546543	262315	264732	+	2418		FIG00672014: hypothetical protein	GV05
GV05|SEQ00629	clust_1284	VBIGarVag174900_0629	Gardnerella vaginalis 101	AEJD01000006	PATRIC	CDS	52547016	243296	244021	-	726		Aspartate racemase (EC 5.1.1.13)	GV05
GV05|SEQ00630	clust_1285	VBIGarVag174900_0630	Gardnerella vaginalis 101	AEJD01000006	PATRIC	CDS	52547018	244064	245305	-	1242		probably carbamoylphosphate synthase large subunit, evidenced by COGnitor	GV05
GV05|SEQ00634	clust_1286	VBIGarVag174900_0634	Gardnerella vaginalis 101	AEJD01000006	PATRIC	CDS	52547026	248169	248741	+	573		RNA polymerase sigma-54 factor RpoN	GV05
GV05|SEQ00639	clust_1287	VBIGarVag174900_0639	Gardnerella vaginalis 101	AEJD01000006	PATRIC	CDS	52547036	251931	253817	+	1887		Asparagine synthetase [glutamine-hydrolyzing] (EC 6.3.5.4)	GV05
GV05|SEQ00848	clust_1291	VBIGarVag174900_0848	Gardnerella vaginalis 101	AEJD01000006	PATRIC	CDS	52547464	522451	523911	+	1461		FIG00672093: hypothetical protein	GV05
GV05|SEQ01058	clust_1270	VBIGarVag174900_1058	Gardnerella vaginalis 101	AEJD01000006	PATRIC	CDS	52547897	790299	791159	-	861		competence protein	GV05
GV05|SEQ01105	clust_1229	VBIGarVag174900_1105	Gardnerella vaginalis 101	AEJD01000007	PATRIC	CDS	52547998	59831	61654	-	1824		FIG00672237: hypothetical protein	GV05
GV05|SEQ01108	clust_1275	VBIGarVag174900_1108	Gardnerella vaginalis 101	AEJD01000007	PATRIC	CDS	52548004	65487	67277	-	1791		Cholinephosphate cytidylyltransferase (EC 2.7.7.15) / Choline kinase (EC 2.7.1.32)	GV05
GV05|SEQ01109	clust_1274	VBIGarVag174900_1109	Gardnerella vaginalis 101	AEJD01000007	PATRIC	CDS	52548006	67545	68678	+	1134		putative LicD-family phosphotransferase	GV05
GV05|SEQ01111	clust_1273	VBIGarVag174900_1111	Gardnerella vaginalis 101	AEJD01000007	PATRIC	CDS	52548010	71356	72180	+	825		O-antigen export system, permease protein	GV05
GV07|SEQ00013	clust_1278	VBIGarVag249177_0013	Gardnerella vaginalis 1500E	ADES01000001	PATRIC	CDS	85491603	12336	13973	-	1638		FIG00423867: hypothetical protein	GV07
GV07|SEQ00034	clust_1277	VBIGarVag249177_0034	Gardnerella vaginalis 1500E	ADES01000001	PATRIC	CDS	85491645	34240	34743	-	504		hypothetical protein	GV07
GV07|SEQ00039	clust_1276	VBIGarVag249177_0039	Gardnerella vaginalis 1500E	ADES01000001	PATRIC	CDS	85491655	38458	39663	+	1206		Aspartate aminotransferase (EC 2.6.1.1)	GV07
GV07|SEQ00273	clust_1270	VBIGarVag249177_0273	Gardnerella vaginalis 1500E	ADES01000005	PATRIC	CDS	85492163	68360	69202	+	843		competence protein	GV07
GV07|SEQ00373	clust_1273	VBIGarVag249177_0373	Gardnerella vaginalis 1500E	ADES01000006	PATRIC	CDS	85492369	32977	33801	-	825		O-antigen export system, permease protein	GV07
GV07|SEQ00375	clust_1274	VBIGarVag249177_0375	Gardnerella vaginalis 1500E	ADES01000006	PATRIC	CDS	85492373	36532	37665	-	1134		putative LicD-family phosphotransferase	GV07
