cds_id	locus_tag	genome_name	accession	annotation	feature_type	na_feature_id	start_max	end_min	strand	na_length	gene	product	id_short	ortho_id
INF1|SEQ00014	VBIBifLon182273_0014	Bifidobacterium longum subsp. infantis 157F	NC_015052	PATRIC	CDS	46883925	19268	19603	+	336		FIG00427247: hypothetical protein	INF1	clust_2680
INF1|SEQ00015	VBIBifLon182273_0015	Bifidobacterium longum subsp. infantis 157F	NC_015052	PATRIC	CDS	46883927	19617	20465	+	849		FIG00423826: hypothetical protein	INF1	clust_2681
INF1|SEQ00028	VBIBifLon182273_0028	Bifidobacterium longum subsp. infantis 157F	NC_015052	PATRIC	CDS	46883957	35320	35466	+	147		FIG00426416: hypothetical protein	INF1	clust_2682
INF1|SEQ00058	VBIBifLon182273_0058	Bifidobacterium longum subsp. infantis 157F	NC_015052	PATRIC	CDS	46884018	72082	72471	+	390		COG0508: Pyruvate/2-oxoglutarate dehydrogenase complex, dihydrolipoamide acyltransferase (E2) component, and related enzymes	INF1	clust_2683
INF1|SEQ00060	VBIBifLon182273_0060	Bifidobacterium longum subsp. infantis 157F	NC_015052	PATRIC	CDS	46884022	73298	73423	-	126		FIG00426123: hypothetical protein	INF1	clust_2684
INF1|SEQ00061	VBIBifLon182273_0061	Bifidobacterium longum subsp. infantis 157F	NC_015052	PATRIC	CDS	46884024	73397	74251	+	855		TelA-like protein associated with cryptic tellurite resistance	INF1	clust_2685
INF1|SEQ00110	VBIBifLon182273_0110	Bifidobacterium longum subsp. infantis 157F	NC_015052	PATRIC	CDS	46884126	137382	137663	-	282		FIG00423788: hypothetical protein	INF1	clust_2686
INF1|SEQ00111	VBIBifLon182273_0111	Bifidobacterium longum subsp. infantis 157F	NC_015052	PATRIC	CDS	46884128	137708	138364	+	657		secreted alpha-amylase.	INF1	clust_2687
INF1|SEQ00113	VBIBifLon182273_0113	Bifidobacterium longum subsp. infantis 157F	NC_015052	PATRIC	CDS	46884133	139656	140372	+	717		ABC-type sugar transport system, permease component	INF1	clust_2688
INF1|SEQ00120	VBIBifLon182273_0120	Bifidobacterium longum subsp. infantis 157F	NC_015052	PATRIC	CDS	46884147	148666	150018	+	1353		Xanthine permease	INF1	clust_2689
INF1|SEQ00121	VBIBifLon182273_0121	Bifidobacterium longum subsp. infantis 157F	NC_015052	PATRIC	CDS	46884149	150055	151176	+	1122		Long-chain-fatty-acid--luciferin-component ligase (EC 6.2.1.19)	INF1	clust_2690
INF1|SEQ00160	VBIBifLon182273_0160	Bifidobacterium longum subsp. infantis 157F	NC_015052	PATRIC	CDS	46884227	197876	198052	+	177		FIG00425314: hypothetical protein	INF1	clust_2691
INF1|SEQ00197	VBIBifLon182273_0197	Bifidobacterium longum subsp. infantis 157F	NC_015052	PATRIC	CDS	46884311	251651	252469	+	819		ABC-type sugar transport system, permease component	INF1	clust_2605
INF1|SEQ00201	VBIBifLon182273_0201	Bifidobacterium longum subsp. infantis 157F	NC_015052	PATRIC	CDS	46884319	261229	264945	+	3717		FIG00427113: hypothetical protein	INF1	clust_2692
INF1|SEQ00221	VBIBifLon182273_0221	Bifidobacterium longum subsp. infantis 157F	NC_015052	PATRIC	CDS	46884361	284400	284636	-	237		FIG00424896: hypothetical protein	INF1	clust_2693
INF1|SEQ00224	VBIBifLon182273_0224	Bifidobacterium longum subsp. infantis 157F	NC_015052	PATRIC	CDS	46884367	286254	288122	+	1869		FIG00425074: hypothetical protein	INF1	clust_2694
