cds_id	locus_tag	genome_name	accession	annotation	feature_type	na_feature_id	start_max	end_min	strand	na_length	gene	product	id_short	ortho_id
GV33|SEQ00011	VBIGarVag265557_0011	Gardnerella vaginalis JCP8481A	ATJG01000002	PATRIC	CDS	184000678	2143	2295	+	153		hypothetical protein	GV33	clust_4194
GV33|SEQ00013	VBIGarVag265557_0013	Gardnerella vaginalis JCP8481A	ATJG01000003	PATRIC	CDS	184000683	79	387	-	309		hypothetical protein	GV33	clust_4195
GV33|SEQ00014	VBIGarVag265557_0014	Gardnerella vaginalis JCP8481A	ATJG01000003	PATRIC	CDS	184000685	438	725	-	288		hypothetical protein	GV33	clust_4196
GV33|SEQ00018	VBIGarVag265557_0018	Gardnerella vaginalis JCP8481A	ATJG01000004	PATRIC	CDS	184000694	172	753	+	582		hypothetical protein	GV33	clust_4197
GV33|SEQ00063	VBIGarVag265557_0063	Gardnerella vaginalis JCP8481A	ATJG01000006	PATRIC	CDS	184000786	1765	1908	-	144		hypothetical protein	GV33	clust_4198
GV33|SEQ00070	VBIGarVag265557_0070	Gardnerella vaginalis JCP8481A	ATJG01000006	PATRIC	CDS	184000802	10719	10850	+	132		hypothetical protein	GV33	clust_4199
GV33|SEQ00078	VBIGarVag265557_0078	Gardnerella vaginalis JCP8481A	ATJG01000007	PATRIC	CDS	184000819	9439	9729	-	291		hypothetical protein	GV33	clust_4200
GV33|SEQ00087	VBIGarVag265557_0087	Gardnerella vaginalis JCP8481A	ATJG01000008	PATRIC	CDS	184000846	431	1027	+	597		hypothetical protein	GV33	clust_4201
GV33|SEQ00130	VBIGarVag265557_0130	Gardnerella vaginalis JCP8481A	ATJG01000011	PATRIC	CDS	184000939	111	242	+	132		hypothetical protein	GV33	clust_4202
GV33|SEQ00134	VBIGarVag265557_0134	Gardnerella vaginalis JCP8481A	ATJG01000011	PATRIC	CDS	184000947	5653	5781	-	129		hypothetical protein	GV33	clust_4203
GV33|SEQ00136	VBIGarVag265557_0136	Gardnerella vaginalis JCP8481A	ATJG01000011	PATRIC	CDS	184000953	7200	7325	+	126		hypothetical protein	GV33	clust_4204
GV33|SEQ00154	VBIGarVag265557_0154	Gardnerella vaginalis JCP8481A	ATJG01000012	PATRIC	CDS	184000992	7764	7928	+	165		hypothetical protein	GV33	clust_4205
GV33|SEQ00158	VBIGarVag265557_0158	Gardnerella vaginalis JCP8481A	ATJG01000012	PATRIC	CDS	184001000	10954	11088	+	135		hypothetical protein	GV33	clust_4206
GV33|SEQ00159	VBIGarVag265557_0159	Gardnerella vaginalis JCP8481A	ATJG01000012	PATRIC	CDS	184001002	11221	13974	+	2754		hypothetical protein	GV33	clust_4207
GV33|SEQ00192	VBIGarVag265557_0192	Gardnerella vaginalis JCP8481A	ATJG01000017	PATRIC	CDS	184001075	2096	2215	+	120		hypothetical protein	GV33	clust_4208
GV33|SEQ00193	VBIGarVag265557_0193	Gardnerella vaginalis JCP8481A	ATJG01000017	PATRIC	CDS	184001077	2427	4031	+	1605		hypothetical protein	GV33	clust_4209
GV33|SEQ00215	VBIGarVag265557_0215	Gardnerella vaginalis JCP8481A	ATJG01000018	PATRIC	CDS	184001124	9996	10208	+	213		hypothetical protein	GV33	clust_4210
GV33|SEQ00216	VBIGarVag265557_0216	Gardnerella vaginalis JCP8481A	ATJG01000018	PATRIC	CDS	184001126	10338	10469	+	132		hypothetical protein	GV33	clust_4211
GV33|SEQ00220	VBIGarVag265557_0220	Gardnerella vaginalis JCP8481A	ATJG01000018	PATRIC	CDS	184001134	14861	14980	-	120		hypothetical protein	GV33	clust_4212
GV33|SEQ00221	VBIGarVag265557_0221	Gardnerella vaginalis JCP8481A	ATJG01000019	PATRIC	CDS	184001137	254	379	+	126		hypothetical protein	GV33	clust_4213
GV33|SEQ00226	VBIGarVag265557_0226	Gardnerella vaginalis JCP8481A	ATJG01000020	PATRIC	CDS	184001150	224	361	+	138		hypothetical protein	GV33	clust_4214
GV33|SEQ00238	VBIGarVag265557_0238	Gardnerella vaginalis JCP8481A	ATJG01000021	PATRIC	CDS	184001175	4959	5078	+	120		hypothetical protein	GV33	clust_4215
GV33|SEQ00254	VBIGarVag265557_0254	Gardnerella vaginalis JCP8481A	ATJG01000022	PATRIC	CDS	184001208	1760	1918	-	159		hypothetical protein	GV33	clust_4216
GV33|SEQ00262	VBIGarVag265557_0262	Gardnerella vaginalis JCP8481A	ATJG01000024	PATRIC	CDS	184001226	184	375	-	192		hypothetical protein	GV33	clust_4217
GV33|SEQ00301	VBIGarVag265557_0301	Gardnerella vaginalis JCP8481A	ATJG01000025	PATRIC	CDS	184001305	4796	4912	+	117		hypothetical protein	GV33	clust_4218
GV33|SEQ00348	VBIGarVag265557_0348	Gardnerella vaginalis JCP8481A	ATJG01000030	PATRIC	CDS	184001410	11379	11492	+	114		hypothetical protein	GV33	clust_4219
GV33|SEQ00381	VBIGarVag265557_0381	Gardnerella vaginalis JCP8481A	ATJG01000033	PATRIC	CDS	184001483	3682	3846	-	165		hypothetical protein	GV33	clust_4220
GV33|SEQ00405	VBIGarVag265557_0405	Gardnerella vaginalis JCP8481A	ATJG01000034	PATRIC	CDS	184001532	26362	26475	-	114		hypothetical protein	GV33	clust_4221
GV33|SEQ00412	VBIGarVag265557_0412	Gardnerella vaginalis JCP8481A	ATJG01000034	PATRIC	CDS	184001546	37084	37242	-	159		hypothetical protein	GV33	clust_4222
GV33|SEQ00433	VBIGarVag265557_0433	Gardnerella vaginalis JCP8481A	ATJG01000038	PATRIC	CDS	184001592	3366	3479	-	114		hypothetical protein	GV33	clust_4223
GV33|SEQ00447	VBIGarVag265557_0447	Gardnerella vaginalis JCP8481A	ATJG01000040	PATRIC	CDS	184001622	11083	12231	-	1149		2-keto-3-deoxy-D-arabino-heptulosonate-7-phosphate synthase I alpha (EC 2.5.1.54)	GV33	clust_1152
GV33|SEQ00448	VBIGarVag265557_0448	Gardnerella vaginalis JCP8481A	ATJG01000040	PATRIC	CDS	184001624	12333	12455	+	123		hypothetical protein	GV33	clust_4224
GV33|SEQ00451	VBIGarVag265557_0451	Gardnerella vaginalis JCP8481A	ATJG01000040	PATRIC	CDS	184001630	15350	15490	-	141		hypothetical protein	GV33	clust_4225
GV33|SEQ00458	VBIGarVag265557_0458	Gardnerella vaginalis JCP8481A	ATJG01000043	PATRIC	CDS	184001647	26	745	+	720		LPXTG-motif protein cell wall anchor domain protein	GV33	clust_4226
GV33|SEQ00463	VBIGarVag265557_0463	Gardnerella vaginalis JCP8481A	ATJG01000043	PATRIC	CDS	184001657	6363	6623	+	261		hypothetical protein	GV33	clust_4227
GV33|SEQ00465	VBIGarVag265557_0465	Gardnerella vaginalis JCP8481A	ATJG01000043	PATRIC	CDS	184001661	7570	7698	+	129		hypothetical protein	GV33	clust_4228
GV33|SEQ00478	VBIGarVag265557_0478	Gardnerella vaginalis JCP8481A	ATJG01000044	PATRIC	CDS	184001691	2483	2650	+	168		hypothetical protein	GV33	clust_4229
GV33|SEQ00491	VBIGarVag265557_0491	Gardnerella vaginalis JCP8481A	ATJG01000045	PATRIC	CDS	184001718	14636	14848	+	213		hypothetical protein	GV33	clust_4230
GV33|SEQ00503	VBIGarVag265557_0503	Gardnerella vaginalis JCP8481A	ATJG01000046	PATRIC	CDS	184001743	11939	12061	-	123		hypothetical protein	GV33	clust_4231
GV33|SEQ00542	VBIGarVag265557_0542	Gardnerella vaginalis JCP8481A	ATJG01000050	PATRIC	CDS	184001825	7785	7913	+	129		hypothetical protein	GV33	clust_4232
GV33|SEQ00544	VBIGarVag265557_0544	Gardnerella vaginalis JCP8481A	ATJG01000051	PATRIC	CDS	184001830	8473	9048	-	576		hypothetical protein	GV33	clust_4233
GV33|SEQ00545	VBIGarVag265557_0545	Gardnerella vaginalis JCP8481A	ATJG01000052	PATRIC	CDS	184001833	26	1015	-	990		hypothetical protein	GV33	clust_4234
GV33|SEQ00554	VBIGarVag265557_0554	Gardnerella vaginalis JCP8481A	ATJG01000053	PATRIC	CDS	184001852	6376	6537	+	162		hypothetical protein	GV33	clust_4235
GV33|SEQ00584	VBIGarVag265557_0584	Gardnerella vaginalis JCP8481A	ATJG01000053	PATRIC	CDS	184001912	33895	34602	-	708		hypothetical protein	GV33	clust_4237
GV33|SEQ00585	VBIGarVag265557_0585	Gardnerella vaginalis JCP8481A	ATJG01000053	PATRIC	CDS	184001914	34616	35851	-	1236		hypothetical protein	GV33	clust_4238
GV33|SEQ00586	VBIGarVag265557_0586	Gardnerella vaginalis JCP8481A	ATJG01000053	PATRIC	CDS	184001916	35907	36323	-	417		hypothetical protein	GV33	clust_4239
GV33|SEQ00587	VBIGarVag265557_0587	Gardnerella vaginalis JCP8481A	ATJG01000053	PATRIC	CDS	184001918	36367	36948	-	582		hypothetical protein	GV33	clust_4240
GV33|SEQ00588	VBIGarVag265557_0588	Gardnerella vaginalis JCP8481A	ATJG01000053	PATRIC	CDS	184001920	36962	37660	-	699		hypothetical protein	GV33	clust_4241
GV33|SEQ00600	VBIGarVag265557_0600	Gardnerella vaginalis JCP8481A	ATJG01000054	PATRIC	CDS	184001945	99	236	+	138		hypothetical protein	GV33	clust_4242
GV33|SEQ00601	VBIGarVag265557_0601	Gardnerella vaginalis JCP8481A	ATJG01000054	PATRIC	CDS	184001947	360	2462	+	2103		hypothetical protein	GV33	clust_4243
GV33|SEQ00614	VBIGarVag265557_0614	Gardnerella vaginalis JCP8481A	ATJG01000055	PATRIC	CDS	184001974	16074	16193	-	120		hypothetical protein	GV33	clust_4244
GV33|SEQ00624	VBIGarVag265557_0624	Gardnerella vaginalis JCP8481A	ATJG01000057	PATRIC	CDS	184001996	4115	4231	+	117		hypothetical protein	GV33	clust_4245
GV33|SEQ00631	VBIGarVag265557_0631	Gardnerella vaginalis JCP8481A	ATJG01000059	PATRIC	CDS	184002012	1527	1730	+	204		hypothetical protein	GV33	clust_4246
GV33|SEQ00632	VBIGarVag265557_0632	Gardnerella vaginalis JCP8481A	ATJG01000059	PATRIC	CDS	184002014	1773	1925	-	153		hypothetical protein	GV33	clust_4247
GV33|SEQ00634	VBIGarVag265557_0634	Gardnerella vaginalis JCP8481A	ATJG01000059	PATRIC	CDS	184002018	3033	3167	-	135		hypothetical protein	GV33	clust_4248
GV33|SEQ00637	VBIGarVag265557_0637	Gardnerella vaginalis JCP8481A	ATJG01000059	PATRIC	CDS	184002024	4293	4448	+	156		hypothetical protein	GV33	clust_4249
GV33|SEQ00639	VBIGarVag265557_0639	Gardnerella vaginalis JCP8481A	ATJG01000059	PATRIC	CDS	184002028	5962	7008	-	1047		hypothetical protein	GV33	clust_4250
GV33|SEQ00643	VBIGarVag265557_0643	Gardnerella vaginalis JCP8481A	ATJG01000060	PATRIC	CDS	184002037	6701	6817	-	117		hypothetical protein	GV33	clust_4251
GV33|SEQ00657	VBIGarVag265557_0657	Gardnerella vaginalis JCP8481A	ATJG01000062	PATRIC	CDS	184002069	4	129	-	126		hypothetical protein	GV33	clust_4252
GV33|SEQ00667	VBIGarVag265557_0667	Gardnerella vaginalis JCP8481A	ATJG01000063	PATRIC	CDS	184002090	138	1073	-	936		Translation initiation factor 2	GV33	clust_4253
GV33|SEQ00669	VBIGarVag265557_0669	Gardnerella vaginalis JCP8481A	ATJG01000063	PATRIC	CDS	184002096	2223	2339	+	117		hypothetical protein	GV33	clust_4254
GV33|SEQ00675	VBIGarVag265557_0675	Gardnerella vaginalis JCP8481A	ATJG01000063	PATRIC	CDS	184002108	8177	8707	-	531		hypothetical protein	GV33	clust_3342
GV33|SEQ00692	VBIGarVag265557_0692	Gardnerella vaginalis JCP8481A	ATJG01000066	PATRIC	CDS	184002149	3372	3518	+	147		hypothetical protein	GV33	clust_4255
GV33|SEQ00695	VBIGarVag265557_0695	Gardnerella vaginalis JCP8481A	ATJG01000068	PATRIC	CDS	184002157	1416	1544	-	129		hypothetical protein	GV33	clust_4256
GV33|SEQ00697	VBIGarVag265557_0697	Gardnerella vaginalis JCP8481A	ATJG01000069	PATRIC	CDS	184002162	125	310	+	186		hypothetical protein	GV33	clust_4257
GV33|SEQ00757	VBIGarVag265557_0757	Gardnerella vaginalis JCP8481A	ATJG01000079	PATRIC	CDS	184002296	100	216	-	117		hypothetical protein	GV33	clust_4258
GV33|SEQ00855	VBIGarVag265557_0855	Gardnerella vaginalis JCP8481A	ATJG01000087	PATRIC	CDS	184002507	58623	58784	-	162		hypothetical protein	GV33	clust_4259
GV33|SEQ00857	VBIGarVag265557_0857	Gardnerella vaginalis JCP8481A	ATJG01000087	PATRIC	CDS	184002519	61359	61472	+	114		hypothetical protein	GV33	clust_4260
GV33|SEQ00876	VBIGarVag265557_0876	Gardnerella vaginalis JCP8481A	ATJG01000093	PATRIC	CDS	184002565	801	920	+	120		hypothetical protein	GV33	clust_4261
GV33|SEQ00880	VBIGarVag265557_0880	Gardnerella vaginalis JCP8481A	ATJG01000093	PATRIC	CDS	184002573	4749	4913	+	165		hypothetical protein	GV33	clust_4262
GV33|SEQ00881	VBIGarVag265557_0881	Gardnerella vaginalis JCP8481A	ATJG01000096	PATRIC	CDS	184002580	845	961	-	117		hypothetical protein	GV33	clust_4263
GV33|SEQ00884	VBIGarVag265557_0884	Gardnerella vaginalis JCP8481A	ATJG01000097	PATRIC	CDS	184002587	9	155	-	147		hypothetical protein	GV33	clust_4264
GV33|SEQ00895	VBIGarVag265557_0895	Gardnerella vaginalis JCP8481A	ATJG01000101	PATRIC	CDS	184002617	953	1066	-	114		hypothetical protein	GV33	clust_4265
GV33|SEQ00898	VBIGarVag265557_0898	Gardnerella vaginalis JCP8481A	ATJG01000101	PATRIC	CDS	184002623	2129	2251	+	123		hypothetical protein	GV33	clust_4266
GV33|SEQ00927	VBIGarVag265557_0927	Gardnerella vaginalis JCP8481A	ATJG01000104	PATRIC	CDS	184002686	1670	1918	+	249		Preprotein translocase subunit SecG (TC 3.A.5.1.1)	GV33	clust_4267
GV33|SEQ00958	VBIGarVag265557_0958	Gardnerella vaginalis JCP8481A	ATJG01000113	PATRIC	CDS	184002757	64	309	+	246		hypothetical protein	GV33	clust_4268
GV33|SEQ00978	VBIGarVag265557_0978	Gardnerella vaginalis JCP8481A	ATJG01000114	PATRIC	CDS	184002798	14721	15134	-	414		LPXTG-motif protein cell wall anchor domain protein	GV33	clust_4269
GV33|SEQ01027	VBIGarVag265557_1027	Gardnerella vaginalis JCP8481A	ATJG01000124	PATRIC	CDS	184002909	14143	14265	+	123		hypothetical protein	GV33	clust_4270
GV33|SEQ01038	VBIGarVag265557_1038	Gardnerella vaginalis JCP8481A	ATJG01000130	PATRIC	CDS	184002937	131	262	+	132		hypothetical protein	GV33	clust_4271
GV33|SEQ01039	VBIGarVag265557_1039	Gardnerella vaginalis JCP8481A	ATJG01000130	PATRIC	CDS	184002939	4490	5107	-	618		hypothetical protein	GV33	clust_4272
GV33|SEQ01040	VBIGarVag265557_1040	Gardnerella vaginalis JCP8481A	ATJG01000130	PATRIC	CDS	184002941	5165	5971	-	807		hypothetical protein	GV33	clust_4273
GV33|SEQ01041	VBIGarVag265557_1041	Gardnerella vaginalis JCP8481A	ATJG01000130	PATRIC	CDS	184002943	8204	8875	-	672		hypothetical protein	GV33	clust_4274
GV33|SEQ01042	VBIGarVag265557_1042	Gardnerella vaginalis JCP8481A	ATJG01000130	PATRIC	CDS	184002945	9026	9634	-	609		hypothetical protein	GV33	clust_4275
GV33|SEQ01043	VBIGarVag265557_1043	Gardnerella vaginalis JCP8481A	ATJG01000131	PATRIC	CDS	184002948	1617	2210	-	594		hypothetical protein	GV33	clust_4276
GV33|SEQ01053	VBIGarVag265557_1053	Gardnerella vaginalis JCP8481A	ATJG01000132	PATRIC	CDS	184002969	10976	12394	-	1419		hypothetical protein	GV33	clust_4277
GV33|SEQ01059	VBIGarVag265557_1059	Gardnerella vaginalis JCP8481A	ATJG01000139	PATRIC	CDS	184002990	762	947	+	186		hypothetical protein	GV33	clust_4278
GV33|SEQ01065	VBIGarVag265557_1065	Gardnerella vaginalis JCP8481A	ATJG01000142	PATRIC	CDS	184003005	667	786	+	120		hypothetical protein	GV33	clust_4279
GV33|SEQ01093	VBIGarVag265557_1093	Gardnerella vaginalis JCP8481A	ATJG01000145	PATRIC	CDS	184003064	30487	31539	+	1053		Secreted protein precursor	GV33	clust_4280
GV33|SEQ01094	VBIGarVag265557_1094	Gardnerella vaginalis JCP8481A	ATJG01000145	PATRIC	CDS	184003066	31578	31985	+	408		hypothetical protein	GV33	clust_4281
GV33|SEQ01096	VBIGarVag265557_1096	Gardnerella vaginalis JCP8481A	ATJG01000145	PATRIC	CDS	184003070	32874	34352	+	1479		putative ATP-binding protein	GV33	clust_4282
GV33|SEQ01097	VBIGarVag265557_1097	Gardnerella vaginalis JCP8481A	ATJG01000145	PATRIC	CDS	184003072	34427	35806	+	1380		hypothetical protein	GV33	clust_4283
GV33|SEQ01098	VBIGarVag265557_1098	Gardnerella vaginalis JCP8481A	ATJG01000145	PATRIC	CDS	184003074	35829	37442	+	1614		hypothetical protein	GV33	clust_4284
GV33|SEQ01099	VBIGarVag265557_1099	Gardnerella vaginalis JCP8481A	ATJG01000145	PATRIC	CDS	184003076	37466	39340	+	1875		hypothetical protein	GV33	clust_2812
GV33|SEQ01100	VBIGarVag265557_1100	Gardnerella vaginalis JCP8481A	ATJG01000145	PATRIC	CDS	184003078	39359	40180	+	822		hypothetical protein	GV33	clust_4285
GV33|SEQ01101	VBIGarVag265557_1101	Gardnerella vaginalis JCP8481A	ATJG01000145	PATRIC	CDS	184003080	40193	40759	+	567		hypothetical protein	GV33	clust_4286
GV33|SEQ01102	VBIGarVag265557_1102	Gardnerella vaginalis JCP8481A	ATJG01000145	PATRIC	CDS	184003082	40875	45542	-	4668		hypothetical protein	GV33	clust_3737
GV33|SEQ01104	VBIGarVag265557_1104	Gardnerella vaginalis JCP8481A	ATJG01000146	PATRIC	CDS	184003087	1045	1464	-	420		hypothetical protein	GV33	clust_4287
GV33|SEQ01105	VBIGarVag265557_1105	Gardnerella vaginalis JCP8481A	ATJG01000146	PATRIC	CDS	184003089	1505	2062	-	558		hypothetical protein	GV33	clust_4288
GV33|SEQ01111	VBIGarVag265557_1111	Gardnerella vaginalis JCP8481A	ATJG01000149	PATRIC	CDS	184003104	289	1023	+	735		hypothetical protein	GV33	clust_4289
GV33|SEQ01113	VBIGarVag265557_1113	Gardnerella vaginalis JCP8481A	ATJG01000151	PATRIC	CDS	184003110	2213	2779	-	567		hypothetical protein	GV33	clust_4290
